"CUADRO Nº 13: POBLACIÓN FEMENINA DE 12 Y MÁS AÑOS DE EDAD, POR EDAD QUE TENÍA CUANDO NACIÓ SU PRIMER HIJO(A) NACIDO VIVO, SEGÚN DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, Y NIVEL EDUCATIVO ALCANZADO",,,,,,,,,,,
,,,,,,,,,,,
"DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL; Y NIVEL EDUCATIVO ALCANZADO",TOTAL,"EDAD QUE TENÍA CUANDO NACIÓ SU PRIMER HIJO",,,,,,,,,"NO ESPECIFICADO"
,,"DE 12 A 14 AÑOS","DE 15 A 19 AÑOS","DE 20 A 24 AÑOS","DE 25 A 29 AÑOS","DE 30 A 34 AÑOS","DE 35 A 39 AÑOS","DE 40 A 44 AÑOS","DE 45 A 49 AÑOS","DE 50 A MÁS AÑOS",
,,,,,,,,,,,
"Provincia PUNO (000)",62625,413,18216,22749,9116,3187,1147,359,69,,7369
"Sin Nivel (001)",11832,135,4154,4307,1394,594,248,132,29,,839
"Educación Inicial (002)",37,,9,17,3,,,,,,8
"Primaria (003)",18313,179,6871,6721,2067,675,308,98,14,,1380
"Secundaria (004)",16148,67,5316,6256,1858,539,187,48,5,,1872
"Sup. no Univ. Incompleta (005)",2053,7,357,855,303,85,22,6,3,,415
"Sup. no Univ. Completa (006)",4595,7,586,1705,1133,371,105,24,7,,657
"Sup. Univ. Incompleta (007)",2418,4,373,848,388,102,35,9,1,,658
"Sup. Univ. Completa (008)",7229,14,550,2040,1970,821,242,42,10,,1540
,,,,,,,,,,,
"URBANA (010)",36607,202,8879,12908,6210,2243,858,238,40,,5029
"Sin Nivel (011)",3173,48,985,1064,382,177,114,59,12,,332
"Educación Inicial (012)",19,,7,7,1,,,,,,4
"Primaria (013)",7438,82,2696,2586,890,334,188,59,4,,599
"Secundaria (014)",10473,41,3400,4004,1260,395,161,41,4,,1167
"Sup. no Univ. Incompleta (015)",1842,6,326,789,275,76,22,6,3,,339
"Sup. no Univ. Completa (016)",4360,7,560,1630,1084,352,101,23,7,,596
"Sup. Univ. Incompleta (017)",2305,4,362,819,369,99,35,8,1,,608
"Sup. Univ. Completa (018)",6997,14,543,2009,1949,810,237,42,9,,1384
,,,,,,,,,,,
"RURAL (020)",26018,211,9337,9841,2906,944,289,121,29,,2340
"Sin Nivel (021)",8659,87,3169,3243,1012,417,134,73,17,,507
"Educación Inicial (022)",18,,2,10,2,,,,,,4
"Primaria (023)",10875,97,4175,4135,1177,341,120,39,10,,781
"Secundaria (024)",5675,26,1916,2252,598,144,26,7,1,,705
"Sup. no Univ. Incompleta (025)",211,1,31,66,28,9,,,,,76
"Sup. no Univ. Completa (026)",235,,26,75,49,19,4,1,,,61
"Sup. Univ. Incompleta (027)",113,,11,29,19,3,,1,,,50
"Sup. Univ. Completa (028)",232,,7,31,21,11,5,,1,,156
