"CUADRO Nº 34: POBLACIÓN DESOCUPADA DE 6 Y MÁS AÑOS DE EDAD, POR GRANDES GRUPOS DE EDAD, SEGÚN DEPARTAMENTO, PROVINCIA Y DISTRITO, ÁREA URBANA Y RURAL, SEXO Y NIVEL EDUCATIVO ALCANZADO",,,,,,
,,,,,,
"DEPARTAMENTO Y PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y NIVEL EDUCATIVO ALCANZADO",TOTAL,"GRANDES GRUPOS DE EDAD",,,,
,,"6 A 14 AÑOS","15 A 29 AÑOS","30 A 44 AÑOS","45 A 64 AÑOS","65 A MÁS AÑOS"
,,,,,,
"Provincia CONDESUYOS (000)",275,3,119,73,54,26
"Sin nivel (001)",20,1,1,8,9,1
"Educación inicial (002)",1,,1,,,
"Primaria (003)",87,1,23,20,26,17
"Secundaria (004)",114,1,58,33,15,7
"Superior no univ. incompleta (005)",21,,18,2,,1
"Superior no univ. completa (006)",18,,9,7,2,
"Superior univ. incompleta (007)",5,,3,2,,
"Superior univ. completa (008)",9,,6,1,2,
"Hombres (010)",223,1,94,57,46,25
"Sin nivel (011)",12,,1,4,6,1
"Primaria (013)",68,1,13,14,24,16
"Secundaria (014)",102,,52,30,13,7
"Superior no univ. incompleta (015)",18,,15,2,,1
"Superior no univ. completa (016)",11,,6,4,1,
"Superior univ. incompleta (017)",5,,3,2,,
"Superior univ. completa (018)",7,,4,1,2,
"Mujeres (020)",52,2,25,16,8,1
"Sin nivel (021)",8,1,,4,3,
"Educación inicial (022)",1,,1,,,
"Primaria (023)",19,,10,6,2,1
"Secundaria (024)",12,1,6,3,2,
"Superior no univ. incompleta (025)",3,,3,,,
"Superior no univ. completa (026)",7,,3,3,1,
"Superior univ. completa (028)",2,,2,,,
,,,,,,
"Area Urbana (030)",114,,48,35,26,5
"Sin nivel (031)",5,,,2,3,
"Educación inicial (032)",1,,1,,,
"Primaria (033)",34,,8,10,14,2
"Secundaria (034)",42,,18,15,7,2
"Superior no univ. incompleta (035)",12,,10,1,,1
"Superior no univ. completa (036)",13,,7,5,1,
"Superior univ. incompleta (037)",2,,1,1,,
"Superior univ. completa (038)",5,,3,1,1,
"Hombres (040)",83,,35,24,20,4
"Sin nivel (041)",1,,,,1,
"Primaria (043)",26,,7,6,12,1
"Secundaria (044)",34,,14,12,6,2
"Superior no univ. incompleta (045)",9,,7,1,,1
"Superior no univ. completa (046)",7,,4,3,,
"Superior univ. incompleta (047)",2,,1,1,,
"Superior univ. completa (048)",4,,2,1,1,
"Mujeres (050)",31,,13,11,6,1
"Sin nivel (051)",4,,,2,2,
"Educación inicial (052)",1,,1,,,
"Primaria (053)",8,,1,4,2,1
"Secundaria (054)",8,,4,3,1,
"Superior no univ. incompleta (055)",3,,3,,,
"Superior no univ. completa (056)",6,,3,2,1,
"Superior univ. completa (058)",1,,1,,,
,,,,,,
"Area Rural (060)",161,3,71,38,28,21
"Sin nivel (061)",15,1,1,6,6,1
"Primaria (063)",53,1,15,10,12,15
"Secundaria (064)",72,1,40,18,8,5
"Superior no univ. incompleta (065)",9,,8,1,,
"Superior no univ. completa (066)",5,,2,2,1,
"Superior univ. incompleta (067)",3,,2,1,,
"Superior univ. completa (068)",4,,3,,1,
"Hombres (070)",140,1,59,33,26,21
"Sin nivel (071)",11,,1,4,5,1
"Primaria (073)",42,1,6,8,12,15
"Secundaria (074)",68,,38,18,7,5
"Superior no univ. incompleta (075)",9,,8,1,,
"Superior no univ. completa (076)",4,,2,1,1,
"Superior univ. incompleta (077)",3,,2,1,,
"Superior univ. completa (078)",3,,2,,1,
"Mujeres (080)",21,2,12,5,2,
"Sin nivel (081)",4,1,,2,1,
"Primaria (083)",11,,9,2,,
"Secundaria (084)",4,1,2,,1,
"Superior no univ. completa (086)",1,,,1,,
"Superior univ. completa (088)",1,,1,,,
