"CUADRO Nº 9: POBLACIÓN FEMENINA DE 12 Y MÁS AÑOS DE EDAD, POR NÚMERO DE HIJOS NACIDOS VIVOS, HIJOS SOBREVIVIENTES, HIJOS NACIDOS EL ÚLTIMO AÑO, SEGÚN DEPARTAMENTO, PROVIINCIA, ÁREA URBANA Y RURAL, CONDICIÓN DE ACTIVIDAD Y GRUPOS QUINQUENALES DE EDAD",,,,,,,
,,,,,,,
"DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, CONDICION DE ACTIVIDAD Y GRUPOS QUINQUENALES DE EDAD","TOTAL DE MUJERES","HIJOS NACIDOS VIVOS",,"NACIDOS VIVOS ULTIMO AÑO",PROPORCION,,
,,TOTAL,SOBREVIVIENTES,,TOTAL,"ULTIMO AÑO",
,,,,,,,
"Provincia CHINCHEROS (000)",18268,61971,54635,,1046,88.2,1.7
"De 12 a 14 años (001)",2320,9,9,,,100,
"De 15 a 19 años (002)",2466,367,354,113,96.5,30.8,
"De 20 a 24 años (003)",1717,1920,1872,238,97.5,12.4,
"De 25 a 29 años (004)",1613,3346,3240,229,96.8,6.8,
"De 30 a 34 años (005)",1596,4854,4652,204,95.8,4.2,
"De 35 a 39 años (006)",1545,6565,6204,158,94.5,2.4,
"De 40 a 44 años (007)",1298,7145,6537,89,91.5,1.2,
"De 45 a 49 años (008)",1107,7002,6322,15,90.3,0.2,
"De 50 y más años (009)",4606,30763,25445,,82.7,,
"PEA (010)",2555,7754,7104,108,91.6,1.4,
"De 12 a 14 años (011)",26,2,2,,100,,
"De 15 a 19 años (012)",149,33,30,7,90.9,21.2,
"De 20 a 24 años (013)",281,232,226,20,97.4,8.6,
"De 25 a 29 años (014)",373,468,461,25,98.5,5.3,
"De 30 a 34 años (015)",416,842,818,29,97.1,3.4,
"De 35 a 39 años (016)",336,1057,1010,17,95.6,1.6,
"De 40 a 44 años (017)",271,1132,1048,8,92.6,0.7,
"De 45 a 49 años (018)",237,1143,1045,2,91.4,0.2,
"De 50 y más años (019)",466,2845,2464,,86.6,,
"Ocupada (020)",2471,7681,7031,107,91.5,1.4,
"De 12 a 14 años (021)",23,2,2,,100,,
"De 15 a 19 años (022)",130,30,27,7,90,23.3,
"De 20 a 24 años (023)",254,222,216,19,97.3,8.6,
"De 25 a 29 años (024)",363,463,456,25,98.5,5.4,
"De 30 a 34 años (025)",404,828,804,29,97.1,3.5,
"De 35 a 39 años (026)",331,1048,1001,17,95.5,1.6,
"De 40 a 44 años (027)",266,1111,1027,8,92.4,0.7,
"De 45 a 49 años (028)",235,1138,1040,2,91.4,0.2,
"De 50 y más años (029)",465,2839,2458,,86.6,,
"Desocupada (030)",84,73,73,1,100,1.4,
"De 12 a 14 años (031)",3,,,,,,
"De 15 a 19 años (032)",19,3,3,,100,,
"De 20 a 24 años (033)",27,10,10,1,100,10,
"De 25 a 29 años (034)",10,5,5,,100,,
"De 30 a 34 años (035)",12,14,14,,100,,
"De 35 a 39 años (036)",5,9,9,,100,,
"De 40 a 44 años (037)",5,21,21,,100,,
