"CUADRO Nº 10: VIVIENDAS PARTICULARES CON OCUPANTES PRESENTES, POR DISPONIBILIDAD DEL SERVICIO DE AGUA POTABLE TODOS LOS DÍAS DE LA SEMANA, SEGÚN DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, TIPO DE VIVIENDA Y TOTAL DE OCUPANTES PRESENTES",,,
,,,
"DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, TIPO DE VIVIENDA Y TOTAL DE OCUPANTES PRESENTES",TOTAL,"DISPONE DE AGUA POTABLE TODOS LOS DÍAS DE LA SEMANA",
,,SI,NO
,,,
"Provincia ILO",,,
"Viviendas particulares (001)",16508,8506,8002
"Ocupantes presentes (002)",59869,31603,28266
"Casa independiente",,,
"Viviendas particulares (004)",14747,7181,7566
"Ocupantes presentes (005)",54385,27414,26971
"Departamento en edificio",,,
"Viviendas particulares (007)",1332,1196,136
"Ocupantes presentes (008)",4219,3832,387
"Vivienda en quinta",,,
"Viviendas particulares (010)",44,39,5
"Ocupantes presentes (011)",142,126,16
"Vivienda en casa de vecindad",,,
"Viviendas particulares (013)",45,33,12
"Ocupantes presentes (014)",118,78,40
"Choza o cabaña",,,
"Vivienda improvisada",,,
"Viviendas particulares (019)",320,45,275
"Ocupantes presentes (020)",961,124,837
"Local no dest.para hab. humana",,,
"Viviendas particulares (022)",20,12,8
"Ocupantes presentes (023)",44,29,15
"Otro tipo",,,
,,,
URBANA,,,
"Viviendas particulares (028)",16508,8506,8002
"Ocupantes presentes (029)",59869,31603,28266
"Casa independiente",,,
"Viviendas particulares (031)",14747,7181,7566
"Ocupantes presentes (032)",54385,27414,26971
"Departamento en edificio",,,
"Viviendas particulares (034)",1332,1196,136
"Ocupantes presentes (035)",4219,3832,387
"Vivienda en quinta",,,
"Viviendas particulares (037)",44,39,5
"Ocupantes presentes (038)",142,126,16
"Vivienda en casa de vecindad",,,
"Viviendas particulares (040)",45,33,12
"Ocupantes presentes (041)",118,78,40
"Choza o cabaña",,,
"Vivienda improvisada",,,
"Viviendas particulares (046)",320,45,275
"Ocupantes presentes (047)",961,124,837
"Local no dest.para hab. humana",,,
"Viviendas particulares (049)",20,12,8
"Ocupantes presentes (050)",44,29,15
"Otro tipo",,,
