"CUADRO Nº 13: VIVIENDAS PARTICULARES CON OCUPANTES PRESENTES QUE NO DISPONEN DEL SERVICIO DE AGUA TODOS LOS DÍAS DE LA SEMANA, POR NÚMERO DE DÍAS A LA SEMANA QUE DISPONE DEL SERVICIO, SEGÚN DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, TIPO DE VIVIENDA Y TOTAL DE OCUPANTES PRESENTES",,,,,
,,,,,
"DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, TIPO DE VIVIENDA Y TOTAL DE OCUPANTES PRESENTES",TOTAL,"NÚMERO DE DÍAS A LA SEMANA QUE DISPONE DE AGUA",,,
,,1,2,3,4-6
,,,,,
"Provincia ILO",,,,,
"Viviendas particulares (001)",8002,237,4725,2892,148
"Ocupantes presentes (002)",28266,700,16618,10403,545
"Casa independiente",,,,,
"Viviendas particulares (004)",7566,202,4463,2770,131
"Ocupantes presentes (005)",26971,601,15847,10021,502
"Departamento en edificio",,,,,
"Viviendas particulares (007)",136,31,35,59,11
"Ocupantes presentes (008)",387,80,100,171,36
"Vivienda en quinta",,,,,
"Viviendas particulares (010)",5,1,3,,1
"Ocupantes presentes (011)",16,8,7,,1
"Vivienda en casa de vecindad",,,,,
"Viviendas particulares (013)",12,,11,1,
"Ocupantes presentes (014)",40,,37,3,
"Choza o cabaña",,,,,
"Vivienda improvisada",,,,,
"Viviendas particulares (019)",275,2,208,60,5
"Ocupantes presentes (020)",837,10,615,206,6
"Local no dest.para hab. humana",,,,,
"Viviendas particulares (022)",8,1,5,2,
"Ocupantes presentes (023)",15,1,12,2,
"Otro tipo",,,,,
,,,,,
URBANA,,,,,
"Viviendas particulares (028)",8002,237,4725,2892,148
"Ocupantes presentes (029)",28266,700,16618,10403,545
"Casa independiente",,,,,
"Viviendas particulares (031)",7566,202,4463,2770,131
"Ocupantes presentes (032)",26971,601,15847,10021,502
"Departamento en edificio",,,,,
"Viviendas particulares (034)",136,31,35,59,11
"Ocupantes presentes (035)",387,80,100,171,36
"Vivienda en quinta",,,,,
"Viviendas particulares (037)",5,1,3,,1
"Ocupantes presentes (038)",16,8,7,,1
"Vivienda en casa de vecindad",,,,,
"Viviendas particulares (040)",12,,11,1,
"Ocupantes presentes (041)",40,,37,3,
"Choza o cabaña",,,,,
"Vivienda improvisada",,,,,
"Viviendas particulares (046)",275,2,208,60,5
"Ocupantes presentes (047)",837,10,615,206,6
"Local no dest.para hab. humana",,,,,
"Viviendas particulares (049)",8,1,5,2,
"Ocupantes presentes (050)",15,1,12,2,
"Otro tipo",,,,,
