"CUADRO Nº 10: POBLACIÓN DE 3 A 24 AÑOS DE EDAD, POR GRUPOS DE EDAD NORMATIVA, SEGÚN DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, SEXO Y ASISTENCIA A UN CENTRO DE ENSEÑANZA REGULAR",,,,,
,,,,,
"DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, SEXO Y ASISTENCIA A UN CENTRO DE ENSEÑANZA REGULAR",TOTAL,"GRUPOS DE EDAD NORMATIVA",,,
,,"3 A 5 AÑOS","6 A 11 AÑOS","12 A 16 AÑOS","17 A 24 AÑOS"
,,,,,
"Provincia BAGUA (000)",35697,5551,11277,8888,9981
"Asiste actualmente (001)",21862,2201,10187,7137,2337
"No asiste (002)",13835,3350,1090,1751,7644
"Hombres (004)",18111,2807,5774,4554,4976
"Asiste actualmente (005)",11292,1080,5241,3717,1254
"No asiste (006)",6819,1727,533,837,3722
"Mujeres (008)",17586,2744,5503,4334,5005
"Asiste actualmente (009)",10570,1121,4946,3420,1083
"No asiste (010)",7016,1623,557,914,3922
,,,,,
"URBANA (012)",15442,2000,4443,4213,4786
"Asiste actualmente (013)",10810,1144,4212,3790,1664
"No asiste (014)",4632,856,231,423,3122
"Hombres (016)",7716,997,2313,2108,2298
"Asiste actualmente (017)",5494,564,2203,1905,822
"No asiste (018)",2222,433,110,203,1476
"Mujeres (020)",7726,1003,2130,2105,2488
"Asiste actualmente (021)",5316,580,2009,1885,842
"No asiste (022)",2410,423,121,220,1646
,,,,,
"RURAL (024)",20255,3551,6834,4675,5195
"Asiste actualmente (025)",11052,1057,5975,3347,673
"No asiste (026)",9203,2494,859,1328,4522
"Hombres (028)",10395,1810,3461,2446,2678
"Asiste actualmente (029)",5798,516,3038,1812,432
"No asiste (030)",4597,1294,423,634,2246
"Mujeres (032)",9860,1741,3373,2229,2517
"Asiste actualmente (033)",5254,541,2937,1535,241
"No asiste (034)",4606,1200,436,694,2276
