"CUADRO Nº 9: POBLACIÓN FEMENINA DE 12 Y MÁS AÑOS DE EDAD, POR NÚMERO DE HIJOS NACIDOS VIVOS, HIJOS SOBREVIVIENTES, HIJOS NACIDOS EL ÚLTIMO AÑO, SEGÚN DEPARTAMENTO, PROVIINCIA, ÁREA URBANA Y RURAL, CONDICIÓN DE ACTIVIDAD Y GRUPOS QUINQUENALES DE EDAD",,,,,,,
,,,,,,,
"DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, CONDICION DE ACTIVIDAD Y GRUPOS QUINQUENALES DE EDAD","TOTAL DE MUJERES","HIJOS NACIDOS VIVOS",,"NACIDOS VIVOS ULTIMO AÑO",PROPORCION,,
,,TOTAL,SOBREVIVIENTES,,TOTAL,"ULTIMO AÑO",
,,,,,,,
"Provincia HUAYLAS (000)",19731,58905,51529,,996,87.5,1.7
"De 12 a 14 años (001)",2030,7,7,,3,100,42.9
"De 15 a 19 años (002)",2532,388,384,126,99,32.5,
"De 20 a 24 años (003)",2038,1867,1820,233,97.5,12.5,
"De 25 a 29 años (004)",1912,3466,3357,240,96.9,6.9,
"De 30 a 34 años (005)",1769,4712,4517,190,95.9,4,
"De 35 a 39 años (006)",1716,6038,5675,118,94,2,
"De 40 a 44 años (007)",1426,6218,5732,71,92.2,1.1,
"De 45 a 49 años (008)",1245,6021,5449,15,90.5,0.2,
"De 50 y más años (009)",5063,30188,24588,,81.4,,
"PEA (010)",4528,12135,10983,168,90.5,1.4,
"De 12 a 14 años (011)",84,1,1,1,100,100,
"De 15 a 19 años (012)",389,64,63,19,98.4,29.7,
"De 20 a 24 años (013)",502,335,324,25,96.7,7.5,
"De 25 a 29 años (014)",570,748,732,36,97.9,4.8,
"De 30 a 34 años (015)",534,1085,1048,48,96.6,4.4,
"De 35 a 39 años (016)",566,1557,1476,25,94.8,1.6,
"De 40 a 44 años (017)",477,1592,1471,10,92.4,0.6,
"De 45 a 49 años (018)",434,1623,1508,4,92.9,0.2,
"De 50 y más años (019)",972,5130,4360,,85,,
"Ocupada (020)",4374,11988,10849,160,90.5,1.3,
"De 12 a 14 años (021)",77,1,1,1,100,100,
"De 15 a 19 años (022)",354,61,60,17,98.4,27.9,
"De 20 a 24 años (023)",461,312,302,21,96.8,6.7,
"De 25 a 29 años (024)",543,719,703,35,97.8,4.9,
"De 30 a 34 años (025)",519,1059,1022,48,96.5,4.5,
"De 35 a 39 años (026)",553,1538,1459,25,94.9,1.6,
"De 40 a 44 años (027)",469,1580,1460,9,92.4,0.6,
"De 45 a 49 años (028)",433,1623,1508,4,92.9,0.2,
"De 50 y más años (029)",965,5095,4334,,85.1,,
"Desocupada (030)",154,147,134,8,91.2,5.4,
"De 12 a 14 años (031)",7,,,,,,
"De 15 a 19 años (032)",35,3,3,2,100,66.7,
"De 20 a 24 años (033)",41,23,22,4,95.7,17.4,
"De 25 a 29 años (034)",27,29,29,1,100,3.4,
"De 30 a 34 años (035)",15,26,26,,100,,
"De 35 a 39 años (036)",13,19,17,,89.5,,
