"CUADRO Nº 2: POBLACIÓN DE 3 Y MÁS AÑOS DE EDAD, POR NIVEL EDUCATIVO ALCANZADO, SEGÚN DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, SEXO E IDIOMA O LENGUA CON LA QUE APRENDIÓ A HABLAR",,,,,,,,,
,,,,,,,,,
"DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, SEXO E IDIOMA O LENGUA CON LA QUE APRENDIÓ A HABLAR",TOTAL,"NIVEL EDUCATIVO ALCANZADO",,,,,,,
,,"SIN NIVEL","EDUCACIÓN INICIAL",PRIMARIA,SECUNDARIA,"SUP. NO UNIV. INCOMPLETA","SUP. NO UNIV. COMPLETA","SUP. UNIV. INCOMPLETA","SUP. UNIV. COMPLETA"
,,,,,,,,,
"Provincia CAYLLOMA (000)",69270,9873,1989,23182,21134,3790,3833,2297,3172
"Quechua (001)",23281,4782,217,9460,5999,970,873,345,635
"Aymara (002)",1142,141,7,383,416,50,59,38,48
"Ashaninca (003)",10,2,,,3,1,1,1,2
"Otra lengua nativa (004)",109,10,6,29,50,5,2,,7
"Castellano (005)",44656,4906,1757,13299,14660,2761,2897,1911,2465
"Idioma extranjero (006)",21,,,,1,2,1,2,15
"Es sordomudo/a (007)",51,32,2,11,5,1,,,
"Hombres (009)",35597,3472,1023,11395,12020,2139,2239,1449,1860
"Quechua (010)",11533,1201,111,4583,3745,646,604,241,402
"Aymara (011)",573,24,3,174,249,33,42,21,27
"Ashaninca (012)",5,,,,2,1,1,1,
"Otra lengua nativa (013)",53,6,4,13,19,4,2,,5
"Castellano (014)",23384,2218,905,6616,8002,1454,1590,1184,1415
"Idioma extranjero (015)",15,,,,1,1,,2,11
"Es sordomudo/a (016)",34,23,,9,2,,,,
"Mujeres (018)",33673,6401,966,11787,9114,1651,1594,848,1312
"Quechua (019)",11748,3581,106,4877,2254,324,269,104,233
"Aymara (020)",569,117,4,209,167,17,17,17,21
"Ashaninca (021)",5,2,,,1,,,,2
"Otra lengua nativa (022)",56,4,2,16,31,1,,,2
"Castellano (023)",21272,2688,852,6683,6658,1307,1307,727,1050
"Idioma extranjero (024)",6,,,,,1,1,,4
"Es sordomudo/a (025)",17,9,2,2,3,1,,,
,,,,,,,,,
"URBANA (027)",46180,5975,1372,15125,14855,2746,2672,1359,2076
"Quechua (028)",14277,2605,113,5553,4044,701,588,223,450
"Aymara (029)",836,100,5,281,308,38,37,31,36
"Ashaninca (030)",7,1,,,2,1,1,1,1
"Otra lengua nativa (031)",105,9,6,28,49,4,2,,7
"Castellano (032)",30915,3245,1247,9256,10449,2001,2044,1102,1571
"Idioma extranjero (033)",15,,,,1,1,,2,11
"Es sordomudo/a (034)",25,15,1,7,2,,,,
"Hombres (036)",23148,2009,705,7230,8218,1468,1479,831,1208
"Quechua (037)",6784,492,63,2541,2440,440,381,151,276
"Aymara (038)",419,16,2,124,186,25,26,19,21
"Ashaninca (039)",4,,,,1,1,1,1,
"Otra lengua nativa (040)",49,5,4,12,18,3,2,,5
"Castellano (041)",15859,1484,636,4547,5570,998,1069,658,897
"Idioma extranjero (042)",13,,,,1,1,,2,9
"Es sordomudo/a (043)",20,12,,6,2,,,,
"Mujeres (045)",23032,3966,667,7895,6637,1278,1193,528,868
"Quechua (046)",7493,2113,50,3012,1604,261,207,72,174
"Aymara (047)",417,84,3,157,122,13,11,12,15
"Ashaninca (048)",3,1,,,1,,,,1
"Otra lengua nativa (049)",56,4,2,16,31,1,,,2
"Castellano (050)",15056,1761,611,4709,4879,1003,975,444,674
"Idioma extranjero (051)",2,,,,,,,,2
"Es sordomudo/a (052)",5,3,1,1,,,,,
,,,,,,,,,
"RURAL (054)",23090,3898,617,8057,6279,1044,1161,938,1096
"Quechua (055)",9004,2177,104,3907,1955,269,285,122,185
"Aymara (056)",306,41,2,102,108,12,22,7,12
"Ashaninca (057)",3,1,,,1,,,,1
"Otra lengua nativa (058)",4,1,,1,1,1,,,
"Castellano (059)",13741,1661,510,4043,4211,760,853,809,894
"Idioma extranjero (060)",6,,,,,1,1,,4
"Es sordomudo/a (061)",26,17,1,4,3,1,,,
"Hombres (063)",12449,1463,318,4165,3802,671,760,618,652
"Quechua (064)",4749,709,48,2042,1305,206,223,90,126
"Aymara (065)",154,8,1,50,63,8,16,2,6
"Ashaninca (066)",1,,,,1,,,,
"Otra lengua nativa (067)",4,1,,1,1,1,,,
"Castellano (068)",7525,734,269,2069,2432,456,521,526,518
"Idioma extranjero (069)",2,,,,,,,,2
"Es sordomudo/a (070)",14,11,,3,,,,,
"Mujeres (072)",10641,2435,299,3892,2477,373,401,320,444
"Quechua (073)",4255,1468,56,1865,650,63,62,32,59
"Aymara (074)",152,33,1,52,45,4,6,5,6
"Ashaninca (075)",2,1,,,,,,,1
"Castellano (077)",6216,927,241,1974,1779,304,332,283,376
"Idioma extranjero (078)",4,,,,,1,1,,2
"Es sordomudo/a (079)",12,6,1,1,3,1,,,
