"CUADRO Nº 9: POBLACIÓN FEMENINA DE 12 Y MÁS AÑOS DE EDAD, POR NÚMERO DE HIJOS NACIDOS VIVOS, HIJOS SOBREVIVIENTES, HIJOS NACIDOS EL ÚLTIMO AÑO, SEGÚN DEPARTAMENTO, PROVIINCIA, ÁREA URBANA Y RURAL, CONDICIÓN DE ACTIVIDAD Y GRUPOS QUINQUENALES DE EDAD",,,,,,,
,,,,,,,
"DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, CONDICION DE ACTIVIDAD Y GRUPOS QUINQUENALES DE EDAD","TOTAL DE MUJERES","HIJOS NACIDOS VIVOS",,"NACIDOS VIVOS ULTIMO AÑO",PROPORCION,,
,,TOTAL,SOBREVIVIENTES,,TOTAL,"ULTIMO AÑO",
,,,,,,,
"Provincia PUNO (000)",91602,208036,186180,,3281,89.5,1.6
"De 12 a 14 años (001)",7062,20,19,,2,95,10
"De 15 a 19 años (002)",11196,862,830,280,96.3,32.5,
"De 20 a 24 años (003)",10686,5553,5335,887,96.1,16,
"De 25 a 29 años (004)",9949,11726,11304,871,96.4,7.4,
"De 30 a 34 años (005)",8658,16585,15840,662,95.5,4,
"De 35 a 39 años (006)",8123,21029,19972,412,95,2,
"De 40 a 44 años (007)",6952,22362,20900,140,93.5,0.6,
"De 45 a 49 años (008)",6080,22266,20424,27,91.7,0.1,
"De 50 y más años (009)",22896,107633,91556,,85.1,,
"PEA (010)",43055,108468,97817,1435,90.2,1.3,
"De 12 a 14 años (011)",384,6,6,,100,,
"De 15 a 19 años (012)",2551,361,345,100,95.6,27.7,
"De 20 a 24 años (013)",4888,2690,2578,355,95.8,13.2,
"De 25 a 29 años (014)",5630,6007,5791,370,96.4,6.2,
"De 30 a 34 años (015)",5301,9302,8902,320,95.7,3.4,
"De 35 a 39 años (016)",5149,12674,12044,201,95,1.6,
"De 40 a 44 años (017)",4533,14024,13116,77,93.5,0.5,
"De 45 a 49 años (018)",3922,13783,12625,12,91.6,0.1,
"De 50 y más años (019)",10697,49621,42410,,85.5,,
"Ocupada (020)",41117,106378,95829,1362,90.1,1.3,
"De 12 a 14 años (021)",375,5,5,,100,,
"De 15 a 19 años (022)",2324,337,321,94,95.3,27.9,
"De 20 a 24 años (023)",4442,2567,2459,334,95.8,13,
"De 25 a 29 años (024)",5144,5727,5519,350,96.4,6.1,
"De 30 a 34 años (025)",5008,8919,8526,301,95.6,3.4,
"De 35 a 39 años (026)",4962,12343,11721,198,95,1.6,
"De 40 a 44 años (027)",4430,13749,12852,73,93.5,0.5,
"De 45 a 49 años (028)",3841,13520,12385,12,91.6,0.1,
"De 50 y más años (029)",10591,49211,42041,,85.4,,
"Desocupada (030)",1938,2090,1988,73,95.1,3.5,
"De 12 a 14 años (031)",9,1,1,,100,,
"De 15 a 19 años (032)",227,24,24,6,100,25,
"De 20 a 24 años (033)",446,123,119,21,96.7,17.1,
"De 25 a 29 años (034)",486,280,272,20,97.1,7.1,
"De 30 a 34 años (035)",293,383,376,19,98.2,5,
