"CUADRO Nº 1: POBLACIÓN DE 12 Y MÁS AÑOS DE EDAD, POR GRUPOS DE EDAD, SEGÚN DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y RELIGIÓN QUE PROFESA",,,,,,,
,,,,,,,
"DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y RELIGIÓN QUE PROFESA",TOTAL,"GRUPOS DE EDAD",,,,,
,,"12 A 16 AÑOS","17 A 24 AÑOS","25 A 34 AÑOS","35 A 44 AÑOS","45 A 54 AÑOS","55 A MÁS AÑOS"
,,,,,,,
"Provincia PUERTO INCA (000)",21020,3852,4434,4584,3610,2339,2201
"Católica (001)",13082,2330,2867,2920,2213,1435,1317
"Cristiana/Evangélica (002)",4643,877,864,941,854,550,557
"Otra (003)",2053,378,375,430,356,251,263
"Ninguna (004)",1242,267,328,293,187,103,64
"Hombres (006)",11806,2058,2385,2560,2040,1432,1331
"Católica (007)",7570,1272,1570,1667,1315,911,835
"Cristiana/Evangélica (008)",2409,440,454,462,434,318,301
"Otra (009)",1092,189,193,245,179,134,152
"Ninguna (010)",735,157,168,186,112,69,43
"Mujeres (012)",9214,1794,2049,2024,1570,907,870
"Católica (013)",5512,1058,1297,1253,898,524,482
"Cristiana/Evangélica (014)",2234,437,410,479,420,232,256
"Otra (015)",961,189,182,185,177,117,111
"Ninguna (016)",507,110,160,107,75,34,21
,,,,,,,
"URBANA (018)",4457,876,853,918,817,516,477
"Católica (019)",2794,525,536,580,514,335,304
"Cristiana/Evangélica (020)",1193,243,222,233,231,127,137
"Otra (021)",310,77,55,54,53,41,30
"Ninguna (022)",160,31,40,51,19,13,6
"Hombres (024)",2328,435,443,458,411,314,267
"Católica (025)",1503,267,273,304,262,212,185
"Cristiana/Evangélica (026)",576,108,120,96,119,69,64
"Otra (027)",152,42,29,25,17,24,15
"Ninguna (028)",97,18,21,33,13,9,3
"Mujeres (030)",2129,441,410,460,406,202,210
"Católica (031)",1291,258,263,276,252,123,119
"Cristiana/Evangélica (032)",617,135,102,137,112,58,73
"Otra (033)",158,35,26,29,36,17,15
"Ninguna (034)",63,13,19,18,6,4,3
,,,,,,,
"RURAL (036)",16563,2976,3581,3666,2793,1823,1724
"Católica (037)",10288,1805,2331,2340,1699,1100,1013
"Cristiana/Evangélica (038)",3450,634,642,708,623,423,420
"Otra (039)",1743,301,320,376,303,210,233
"Ninguna (040)",1082,236,288,242,168,90,58
"Hombres (042)",9478,1623,1942,2102,1629,1118,1064
"Católica (043)",6067,1005,1297,1363,1053,699,650
"Cristiana/Evangélica (044)",1833,332,334,366,315,249,237
"Otra (045)",940,147,164,220,162,110,137
"Ninguna (046)",638,139,147,153,99,60,40
"Mujeres (048)",7085,1353,1639,1564,1164,705,660
"Católica (049)",4221,800,1034,977,646,401,363
"Cristiana/Evangélica (050)",1617,302,308,342,308,174,183
"Otra (051)",803,154,156,156,141,100,96
"Ninguna (052)",444,97,141,89,69,30,18
