"CUADRO Nº 1: POBLACIÓN TOTAL, POR AFILIACIÓN A ALGÚN TIPO DE SEGURO DE SALUD, SEGÚN DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, SEXO Y GRUPOS DE EDAD",,,,,
,,,,,
"DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, SEXO Y GRUPOS DE EDAD",TOTAL,"AFILIADO A ALGÚN SEGURO DE SALUD",,,
,,"SIS (SEGURO INTEGRAL DE SALUD)",ESSALUD,"OTRO SEGURO DE SALUD",NINGUNO
,,,,,
"Provincia TRUJILLO (000)",811979,88652,181711,53406,494019
"Menos de 1 año (001)",14029,4971,2958,527,5660
"De 1 a 14 años (002)",207579,50324,45330,10595,102665
"De 15 a 29 años (003)",238302,16938,33787,15457,173171
"De 30 a 44 años (004)",167390,8988,40644,12352,107209
"De 45 a 64 años (005)",130675,5147,38472,10406,77884
"De 65 y mas años (006)",54004,2284,20520,4069,27430
"Hombres (008)",392486,40697,86403,28731,239767
"Menos de 1 año (009)",7136,2478,1532,269,2900
"De 1 a 14 años (010)",105403,25759,23044,5445,51849
"De 15 a 29 años (011)",115755,6300,16300,8714,84942
"De 30 a 44 años (012)",78901,3022,18631,6541,51684
"De 45 a 64 años (013)",60638,2123,16910,5645,36689
"De 65 y mas años (014)",24653,1015,9986,2117,11703
"Mujeres (016)",419493,47955,95308,24675,254252
"Menos de 1 año (017)",6893,2493,1426,258,2760
"De 1 a 14 años (018)",102176,24565,22286,5150,50816
"De 15 a 29 años (019)",122547,10638,17487,6743,88229
"De 30 a 44 años (020)",88489,5966,22013,5811,55525
"De 45 a 64 años (021)",70037,3024,21562,4761,41195
"De 65 y mas años (022)",29351,1269,10534,1952,15727
,,,,,
"URBANA (024)",792355,84794,179193,52911,481249
"Menos de 1 año (025)",13656,4762,2917,525,5539
"De 1 a 14 años (026)",201692,47803,44633,10531,100058
"De 15 a 29 años (027)",232871,16333,33194,15232,169157
"De 30 a 44 años (028)",163562,8709,40040,12252,104357
"De 45 a 64 años (029)",127860,4978,38111,10329,75674
"De 65 y mas años (030)",52714,2209,20298,4042,26464
"Hombres (032)",382402,38909,85059,28389,233149
"Menos de 1 año (033)",6973,2392,1505,268,2851
"De 1 a 14 años (034)",102434,24471,22681,5410,50565
"De 15 a 29 años (035)",112910,6071,15966,8525,82843
"De 30 a 44 años (036)",76941,2935,18321,6485,50177
"De 45 a 64 años (037)",59180,2057,16721,5599,35531
"De 65 y mas años (038)",23964,983,9865,2102,11182
"Mujeres (040)",409953,45885,94134,24522,248100
"Menos de 1 año (041)",6683,2370,1412,257,2688
"De 1 a 14 años (042)",99258,23332,21952,5121,49493
"De 15 a 29 años (043)",119961,10262,17228,6707,86314
"De 30 a 44 años (044)",86621,5774,21719,5767,54180
"De 45 a 64 años (045)",68680,2921,21390,4730,40143
"De 65 y mas años (046)",28750,1226,10433,1940,15282
,,,,,
"RURAL (048)",19624,3858,2518,495,12770
"Menos de 1 año (049)",373,209,41,2,121
"De 1 a 14 años (050)",5887,2521,697,64,2607
"De 15 a 29 años (051)",5431,605,593,225,4014
"De 30 a 44 años (052)",3828,279,604,100,2852
"De 45 a 64 años (053)",2815,169,361,77,2210
"De 65 y mas años (054)",1290,75,222,27,966
"Hombres (056)",10084,1788,1344,342,6618
"Menos de 1 año (057)",163,86,27,1,49
"De 1 a 14 años (058)",2969,1288,363,35,1284
"De 15 a 29 años (059)",2845,229,334,189,2099
"De 30 a 44 años (060)",1960,87,310,56,1507
"De 45 a 64 años (061)",1458,66,189,46,1158
"De 65 y mas años (062)",689,32,121,15,521
"Mujeres (064)",9540,2070,1174,153,6152
"Menos de 1 año (065)",210,123,14,1,72
"De 1 a 14 años (066)",2918,1233,334,29,1323
"De 15 a 29 años (067)",2586,376,259,36,1915
"De 30 a 44 años (068)",1868,192,294,44,1345
"De 45 a 64 años (069)",1357,103,172,31,1052
"De 65 y mas años (070)",601,43,101,12,445
