"CUADRO Nº 15: VIVIENDAS PARTICULARES CON OCUPANTES PRESENTES, POR DISPONIBILIDAD DE SERVICIO HIGIÉNICO EN LA VIVIENDA, SEGÚN DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, TIPO DE VIVIENDA Y TOTAL DE OCUPANTES PRESENTES",,,,,,,
,,,,,,,
"DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, TIPO DE VIVIENDA Y TOTAL DE OCUPANTES PRESENTES",TOTAL,"SERVICIO HIGIÉNICO CONECTADO A:",,,,,
,,"RED PÚBLICA DE DESAGÜE (DENTRO DE LA VIVIENDA)","RED PÚBLICA DE DESAGÜE (FUERA DE LA VIVIENDA PERO DENTRO DE LA EDIFICACIÓN)","POZO SÉPTICO","POZO CIEGO O NEGRO / LETRINA","RÍO, ACEQUIA O CANAL","NO TIENE"
,,,,,,,
"Provincia ICA",,,,,,,
"Viviendas particulares (001)",74305,40480,2453,2352,19920,773,8327
"Ocupantes presentes (002)",317159,183610,9787,9167,81932,3257,29406
"Casa independiente",,,,,,,
"Viviendas particulares (004)",64426,37177,1769,2049,17131,658,5642
"Ocupantes presentes (005)",281423,171185,7663,8339,70934,2781,20521
"Departamento en edificio",,,,,,,
"Viviendas particulares (007)",1490,1297,193,,,,
"Ocupantes presentes (008)",4968,4440,528,,,,
"Vivienda en quinta",,,,,,,
"Viviendas particulares (010)",1045,748,231,,,,66
"Ocupantes presentes (011)",3538,2581,731,,,,226
"Vivienda en casa de vecindad",,,,,,,
"Viviendas particulares (013)",809,262,134,,,,413
"Ocupantes presentes (014)",2576,969,389,,,,1218
"Choza o cabaña",,,,,,,
"Viviendas particulares (016)",1095,13,,162,642,20,258
"Ocupantes presentes (017)",3452,46,,288,2197,75,846
"Vivienda improvisada",,,,,,,
"Viviendas particulares (019)",4865,908,117,130,1991,94,1625
"Ocupantes presentes (020)",19551,4180,447,515,8344,395,5670
"Local no dest.para hab. humana",,,,,,,
"Viviendas particulares (022)",134,75,9,3,17,,30
"Ocupantes presentes (023)",374,209,29,8,47,,81
"Otro tipo",,,,,,,
"Viviendas particulares (025)",441,,,8,139,1,293
"Ocupantes presentes (026)",1277,,,17,410,6,844
,,,,,,,
URBANA,,,,,,,
"Viviendas particulares (028)",67219,40300,2416,1721,15081,574,7127
"Ocupantes presentes (029)",290530,182916,9643,7396,62818,2496,25261
"Casa independiente",,,,,,,
"Viviendas particulares (031)",58458,37011,1732,1585,12938,479,4713
"Ocupantes presentes (032)",258311,170538,7519,6865,54035,2095,17259
"Departamento en edificio",,,,,,,
"Viviendas particulares (034)",1490,1297,193,,,,
"Ocupantes presentes (035)",4968,4440,528,,,,
"Vivienda en quinta",,,,,,,
"Viviendas particulares (037)",1045,748,231,,,,66
"Ocupantes presentes (038)",3538,2581,731,,,,226
"Vivienda en casa de vecindad",,,,,,,
"Viviendas particulares (040)",809,262,134,,,,413
"Ocupantes presentes (041)",2576,969,389,,,,1218
"Choza o cabaña",,,,,,,
"Vivienda improvisada",,,,,,,
"Viviendas particulares (046)",4865,908,117,130,1991,94,1625
"Ocupantes presentes (047)",19551,4180,447,515,8344,395,5670
"Local no dest.para hab. humana",,,,,,,
"Viviendas particulares (049)",122,74,9,3,14,,22
"Ocupantes presentes (050)",336,208,29,8,37,,54
"Otro tipo",,,,,,,
"Viviendas particulares (052)",430,,,3,138,1,288
"Ocupantes presentes (053)",1250,,,8,402,6,834
,,,,,,,
RURAL,,,,,,,
"Viviendas particulares (055)",7086,180,37,631,4839,199,1200
"Ocupantes presentes (056)",26629,694,144,1771,19114,761,4145
"Casa independiente",,,,,,,
"Viviendas particulares (058)",5968,166,37,464,4193,179,929
"Ocupantes presentes (059)",23112,647,144,1474,16899,686,3262
"Departamento en edificio",,,,,,,
"Vivienda en quinta",,,,,,,
"Vivienda en casa de vecindad",,,,,,,
"Choza o cabaña",,,,,,,
"Viviendas particulares (070)",1095,13,,162,642,20,258
"Ocupantes presentes (071)",3452,46,,288,2197,75,846
"Vivienda improvisada",,,,,,,
"Local no dest.para hab. humana",,,,,,,
"Viviendas particulares (076)",12,1,,,3,,8
"Ocupantes presentes (077)",38,1,,,10,,27
"Otro tipo",,,,,,,
"Viviendas particulares (079)",11,,,5,1,,5
"Ocupantes presentes (080)",27,,,9,8,,10
