"CUADRO Nº 12: VIVIENDAS PARTICULARES CON OCUPANTES PRESENTES QUE SI DISPONEN DEL SERVICIO DE AGUA POTABLE TODOS LOS DÍAS DE LA SEMANA, POR NÚMERO DE HORAS AL DÍA, SEGÚN DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, TIPO DE VIVIENDA Y TOTAL DE OCUPANTES PRESENTES",,,,,,,,,
,,,,,,,,,
"DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, TIPO DE VIVIENDA Y TOTAL DE OCUPANTES PRESENTES",TOTAL,"NÚMERO DE HORAS AL DÍA QUE DISPONE DE AGUA POTABLE",,,,,,,
,,1-3,4-6,7-9,10-12,13-15,16-18,19-21,22-24
,,,,,,,,,
"Provincia ABANCAY",,,,,,,,,
"Viviendas particulares (001)",14440,748,2148,2113,2886,755,737,822,4231
"Ocupantes presentes (002)",55298,3100,8381,7935,10820,2771,2792,3076,16423
"Casa independiente",,,,,,,,,
"Viviendas particulares (004)",11734,651,1735,1702,2261,583,555,617,3630
"Ocupantes presentes (005)",46966,2747,7056,6668,8936,2244,2226,2485,14604
"Departamento en edificio",,,,,,,,,
"Viviendas particulares (007)",273,9,25,31,69,17,22,20,80
"Ocupantes presentes (008)",888,32,101,100,246,52,64,54,239
"Vivienda en quinta",,,,,,,,,
"Viviendas particulares (010)",126,7,18,19,32,12,4,6,28
"Ocupantes presentes (011)",396,36,64,54,106,36,6,17,77
"Vivienda en casa de vecindad",,,,,,,,,
"Viviendas particulares (013)",2278,81,365,356,515,139,156,179,487
"Ocupantes presentes (014)",6953,285,1147,1100,1504,427,496,520,1474
"Choza o cabaña",,,,,,,,,
"Viviendas particulares (016)",3,,,,3,,,,
"Ocupantes presentes (017)",11,,,,11,,,,
"Vivienda improvisada",,,,,,,,,
"Viviendas particulares (019)",3,,1,1,,,,,1
"Ocupantes presentes (020)",16,,1,9,,,,,6
"Local no dest.para hab. humana",,,,,,,,,
"Viviendas particulares (022)",23,,4,4,6,4,,,5
"Ocupantes presentes (023)",68,,12,4,17,12,,,23
"Otro tipo",,,,,,,,,
,,,,,,,,,
URBANA,,,,,,,,,
"Viviendas particulares (028)",13250,708,2102,2095,2758,717,730,806,3334
"Ocupantes presentes (029)",50554,2946,8181,7861,10329,2611,2763,3021,12842
"Casa independiente",,,,,,,,,
"Viviendas particulares (031)",10548,611,1689,1684,2136,545,548,601,2734
"Ocupantes presentes (032)",42234,2593,6856,6594,8456,2084,2197,2430,11024
"Departamento en edificio",,,,,,,,,
"Viviendas particulares (034)",273,9,25,31,69,17,22,20,80
"Ocupantes presentes (035)",888,32,101,100,246,52,64,54,239
"Vivienda en quinta",,,,,,,,,
"Viviendas particulares (037)",126,7,18,19,32,12,4,6,28
"Ocupantes presentes (038)",396,36,64,54,106,36,6,17,77
"Vivienda en casa de vecindad",,,,,,,,,
"Viviendas particulares (040)",2278,81,365,356,515,139,156,179,487
"Ocupantes presentes (041)",6953,285,1147,1100,1504,427,496,520,1474
"Choza o cabaña",,,,,,,,,
"Vivienda improvisada",,,,,,,,,
"Viviendas particulares (046)",3,,1,1,,,,,1
"Ocupantes presentes (047)",16,,1,9,,,,,6
"Local no dest.para hab. humana",,,,,,,,,
"Viviendas particulares (049)",22,,4,4,6,4,,,4
"Ocupantes presentes (050)",67,,12,4,17,12,,,22
"Otro tipo",,,,,,,,,
,,,,,,,,,
RURAL,,,,,,,,,
"Viviendas particulares (055)",1190,40,46,18,128,38,7,16,897
"Ocupantes presentes (056)",4744,154,200,74,491,160,29,55,3581
"Casa independiente",,,,,,,,,
"Viviendas particulares (058)",1186,40,46,18,125,38,7,16,896
"Ocupantes presentes (059)",4732,154,200,74,480,160,29,55,3580
"Departamento en edificio",,,,,,,,,
"Vivienda en quinta",,,,,,,,,
"Vivienda en casa de vecindad",,,,,,,,,
"Choza o cabaña",,,,,,,,,
"Viviendas particulares (070)",3,,,,3,,,,
"Ocupantes presentes (071)",11,,,,11,,,,
"Vivienda improvisada",,,,,,,,,
"Local no dest.para hab. humana",,,,,,,,,
"Viviendas particulares (076)",1,,,,,,,,1
"Ocupantes presentes (077)",1,,,,,,,,1
"Otro tipo",,,,,,,,,
