"CUADRO Nº 14: VIVIENDAS PARTICULARES CON OCUPANTES PRESENTES QUE NO DISPONEN DEL SERVICIO DE AGUA TODOS LOS DÍAS DE LA SEMANA, POR NÚMERO DE HORAS AL DÍA QUE DISPONEN DEL SERVICIO EN LOS DÍAS QUE CUENTAN CON ESTE SERVICIO, SEGÚN DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, TIPO DE VIVIENDA Y TOTAL DE OCUPANTES PRESENTES",,,,,,,,,
,,,,,,,,,
"DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, TIPO DE VIVIENDA Y TOTAL DE OCUPANTES PRESENTES",TOTAL,"NÚMERO DE HORAS AL DÍA QUE DISPONE DE AGUA",,,,,,,
,,1-3,4-6,7-9,10-12,13-15,16-18,19-21,22-24
,,,,,,,,,
"Provincia ZARUMILLA",,,,,,,,,
"Viviendas particulares (001)",1034,606,269,43,66,6,4,1,39
"Ocupantes presentes (002)",3867,2283,960,165,240,30,18,5,166
"Casa independiente",,,,,,,,,
"Viviendas particulares (004)",996,577,264,40,66,6,4,1,38
"Ocupantes presentes (005)",3742,2185,945,154,240,30,18,5,165
"Departamento en edificio",,,,,,,,,
"Vivienda en quinta",,,,,,,,,
"Viviendas particulares (010)",15,9,3,2,,,,,1
"Ocupantes presentes (011)",47,32,6,8,,,,,1
"Vivienda en casa de vecindad",,,,,,,,,
"Viviendas particulares (013)",14,14,,,,,,,
"Ocupantes presentes (014)",50,50,,,,,,,
"Choza o cabaña",,,,,,,,,
"Vivienda improvisada",,,,,,,,,
"Viviendas particulares (019)",4,3,1,,,,,,
"Ocupantes presentes (020)",17,9,8,,,,,,
"Local no dest.para hab. humana",,,,,,,,,
"Viviendas particulares (022)",3,2,1,,,,,,
"Ocupantes presentes (023)",7,6,1,,,,,,
"Otro tipo",,,,,,,,,
"Viviendas particulares (025)",2,1,,1,,,,,
"Ocupantes presentes (026)",4,1,,3,,,,,
,,,,,,,,,
URBANA,,,,,,,,,
"Viviendas particulares (028)",996,581,257,42,66,6,4,1,39
"Ocupantes presentes (029)",3719,2184,914,162,240,30,18,5,166
"Casa independiente",,,,,,,,,
"Viviendas particulares (031)",958,552,252,39,66,6,4,1,38
"Ocupantes presentes (032)",3594,2086,899,151,240,30,18,5,165
"Departamento en edificio",,,,,,,,,
"Vivienda en quinta",,,,,,,,,
"Viviendas particulares (037)",15,9,3,2,,,,,1
"Ocupantes presentes (038)",47,32,6,8,,,,,1
"Vivienda en casa de vecindad",,,,,,,,,
"Viviendas particulares (040)",14,14,,,,,,,
"Ocupantes presentes (041)",50,50,,,,,,,
"Choza o cabaña",,,,,,,,,
"Vivienda improvisada",,,,,,,,,
"Viviendas particulares (046)",4,3,1,,,,,,
"Ocupantes presentes (047)",17,9,8,,,,,,
"Local no dest.para hab. humana",,,,,,,,,
"Viviendas particulares (049)",3,2,1,,,,,,
"Ocupantes presentes (050)",7,6,1,,,,,,
"Otro tipo",,,,,,,,,
"Viviendas particulares (052)",2,1,,1,,,,,
"Ocupantes presentes (053)",4,1,,3,,,,,
,,,,,,,,,
RURAL,,,,,,,,,
"Viviendas particulares (055)",38,25,12,1,,,,,
"Ocupantes presentes (056)",148,99,46,3,,,,,
"Casa independiente",,,,,,,,,
"Viviendas particulares (058)",38,25,12,1,,,,,
"Ocupantes presentes (059)",148,99,46,3,,,,,
"Departamento en edificio",,,,,,,,,
"Vivienda en quinta",,,,,,,,,
"Vivienda en casa de vecindad",,,,,,,,,
"Choza o cabaña",,,,,,,,,
"Vivienda improvisada",,,,,,,,,
"Local no dest.para hab. humana",,,,,,,,,
"Otro tipo",,,,,,,,,
