"CUADRO Nº 4: POBLACIÓN DE 6 Y MÁS AÑOS DE EDAD, POR AFILIACIÓN A ALGÚN TIPO DE SEGURO DE SALUD, SEGÚN DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, SEXO Y CONDICIÓN DE ACTIVIDAD",,,,,
,,,,,
"DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, SEXO Y CONDICION DE ACTIVIDAD",TOTAL,"AFILIADO A ALGÚN SEGURO DE SALUD",,,
,,"SIS (SEGURO INTEGRAL DE SALUD)",ESSALUD,"OTRO SEGURO DE SALUD",NINGUNO
,,,,,
"Provincia ASUNCION (000)",7890,1758,869,168,5105
"Hombres (001)",3779,866,471,108,2343
"Mujeres (002)",4111,892,398,60,2762
"PEA (003)",2370,106,404,72,1798
"Hombres (004)",1771,65,255,58,1402
"Mujeres (005)",599,41,149,14,396
"Ocupada (006)",2278,99,400,70,1719
"Hombres (007)",1694,60,253,56,1334
"Mujeres (008)",584,39,147,14,385
"Desocupada (009)",92,7,4,2,79
"Hombres (010)",77,5,2,2,68
"Mujeres (011)",15,2,2,,11
"No PEA (012)",5520,1652,465,96,3307
"Hombres (013)",2008,801,216,50,941
"Mujeres (014)",3512,851,249,46,2366
,,,,,
"URBANA (018)",1942,237,544,128,1042
"Hombres (019)",971,120,286,86,487
"Mujeres (020)",971,117,258,42,555
"PEA (021)",847,23,299,55,479
"Hombres (022)",536,15,171,44,314
"Mujeres (023)",311,8,128,11,165
"Ocupada (024)",821,22,297,53,458
"Hombres (025)",516,15,170,42,297
"Mujeres (026)",305,7,127,11,161
"Desocupada (027)",26,1,2,2,21
"Hombres (028)",20,,1,2,17
"Mujeres (029)",6,1,1,,4
"No PEA (030)",1095,214,245,73,563
"Hombres (031)",435,105,115,42,173
"Mujeres (032)",660,109,130,31,390
,,,,,
"RURAL (036)",5948,1521,325,40,4063
"Hombres (037)",2808,746,185,22,1856
"Mujeres (038)",3140,775,140,18,2207
"PEA (039)",1523,83,105,17,1319
"Hombres (040)",1235,50,84,14,1088
"Mujeres (041)",288,33,21,3,231
"Ocupada (042)",1457,77,103,17,1261
"Hombres (043)",1178,45,83,14,1037
"Mujeres (044)",279,32,20,3,224
"Desocupada (045)",66,6,2,,58
"Hombres (046)",57,5,1,,51
"Mujeres (047)",9,1,1,,7
"No PEA (048)",4425,1438,220,23,2744
"Hombres (049)",1573,696,101,8,768
"Mujeres (050)",2852,742,119,15,1976
