"CUADRO Nº 27: POBLACIÓN OCUPADA DE 6 Y MÁS AÑOS DE EDAD, POR CATEGORÍA DE OCUPACIÓN, SEGÚN DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y NIVEL EDUCATIVO ALCANZADO",,,,,,,
,,,,,,,
"DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y NIVEL EDUCATIVO ALCANZADO",TOTAL,"CATEGORIA DE OCUPACION",,,,,
,,EMPLEADO,OBRERO,"TRABAJADOR INDEPENDIENTE","EMPLEADOR O PATRONO","TRABAJADOR FAMILIAR NO REMUNERADO","TRABAJADOR DEL HOGAR"
,,,,,,,
"Provincia HUACAYBAMBA (000)",4423,549,532,2615,22,622,83
"Sin nivel (001)",542,1,51,365,3,108,14
"Primaria (003)",2123,6,300,1474,8,292,43
"Secundaria (004)",1137,65,158,678,9,205,22
"Superior no univ. incompleta (005)",96,39,10,38,1,8,
"Superior no univ. completa (006)",277,223,11,37,,5,1
"Superior univ. incompleta (007)",53,36,2,10,1,2,2
"Superior univ. completa (008)",195,179,,13,,2,1
"Hombres (010)",3670,359,503,2314,19,458,17
"Sin nivel (011)",390,1,46,276,3,61,3
"Primaria (013)",1878,5,285,1355,7,219,7
"Secundaria (014)",978,53,149,598,9,165,4
"Superior no univ. incompleta (015)",71,22,10,33,,6,
"Superior no univ. completa (016)",180,133,11,31,,4,1
"Superior univ. incompleta (017)",42,26,2,10,,2,2
"Superior univ. completa (018)",131,119,,11,,1,
"Mujeres (020)",753,190,29,301,3,164,66
"Sin nivel (021)",152,,5,89,,47,11
"Primaria (023)",245,1,15,119,1,73,36
"Secundaria (024)",159,12,9,80,,40,18
"Superior no univ. incompleta (025)",25,17,,5,1,2,
"Superior no univ. completa (026)",97,90,,6,,1,
"Superior univ. incompleta (027)",11,10,,,1,,
"Superior univ. completa (028)",64,60,,2,,1,1
,,,,,,,
"URBANA (030)",1069,359,121,428,10,109,42
"Sin nivel (031)",32,,4,17,,7,4
"Primaria (033)",285,4,43,172,4,42,20
"Secundaria (034)",363,41,60,193,4,51,14
"Superior no univ. incompleta (035)",56,25,7,17,1,6,
"Superior no univ. completa (036)",174,149,6,17,,1,1
"Superior univ. incompleta (037)",36,27,1,4,1,1,2
"Superior univ. completa (038)",123,113,,8,,1,1
"Hombres (040)",766,240,115,331,7,65,8
"Sin nivel (041)",14,,2,10,,2,
"Primaria (043)",208,4,41,135,3,22,3
"Secundaria (044)",284,35,58,151,4,34,2
"Superior no univ. incompleta (045)",36,13,7,12,,4,
"Superior no univ. completa (046)",113,92,6,13,,1,1
"Superior univ. incompleta (047)",30,22,1,4,,1,2
"Superior univ. completa (048)",81,74,,6,,1,
"Mujeres (050)",303,119,6,97,3,44,34
"Sin nivel (051)",18,,2,7,,5,4
"Primaria (053)",77,,2,37,1,20,17
"Secundaria (054)",79,6,2,42,,17,12
"Superior no univ. incompleta (055)",20,12,,5,1,2,
"Superior no univ. completa (056)",61,57,,4,,,
"Superior univ. incompleta (057)",6,5,,,1,,
"Superior univ. completa (058)",42,39,,2,,,1
,,,,,,,
"RURAL (060)",3354,190,411,2187,12,513,41
"Sin nivel (061)",510,1,47,348,3,101,10
"Primaria (063)",1838,2,257,1302,4,250,23
"Secundaria (064)",774,24,98,485,5,154,8
"Superior no univ. incompleta (065)",40,14,3,21,,2,
"Superior no univ. completa (066)",103,74,5,20,,4,
"Superior univ. incompleta (067)",17,9,1,6,,1,
"Superior univ. completa (068)",72,66,,5,,1,
"Hombres (070)",2904,119,388,1983,12,393,9
"Sin nivel (071)",376,1,44,266,3,59,3
"Primaria (073)",1670,1,244,1220,4,197,4
"Secundaria (074)",694,18,91,447,5,131,2
"Superior no univ. incompleta (075)",35,9,3,21,,2,
"Superior no univ. completa (076)",67,41,5,18,,3,
"Superior univ. incompleta (077)",12,4,1,6,,1,
"Superior univ. completa (078)",50,45,,5,,,
"Mujeres (080)",450,71,23,204,,120,32
"Sin nivel (081)",134,,3,82,,42,7
"Primaria (083)",168,1,13,82,,53,19
"Secundaria (084)",80,6,7,38,,23,6
"Superior no univ. incompleta (085)",5,5,,,,,
"Superior no univ. completa (086)",36,33,,2,,1,
"Superior univ. incompleta (087)",5,5,,,,,
"Superior univ. completa (088)",22,21,,,,1,
