"CUADRO Nº 5: POBLACIÓN EN VIVIENDAS COLECTIVAS Y OTRO TIPO, POR ÁREA URBANA Y RURAL, SEGÚN DEPARTAMENTO, PROVINCIA Y TIPO DE VIVIENDA",,,
,,,
"DEPARTAMENTO, PROVINCIA Y TIPO DE VIVIENDA",TOTAL,ÁREA,
,,URBANA,RURAL
,,,
"Provincia SAN ROMAN (000)",2495,2427,68
"Vivienda colectiva",,,
"Hotel,hostal, hospedaje (002)",345,345,
"Casa pensión (003)",97,97,
"Hospital, clinica (004)",281,281,
"Cárcel, centro de readaptación social (005)",537,537,
"Asilo (006)",36,36,
"Aldea infantil, orfelinato, etc (007)",60,60,
"Otro (008)",1025,957,68
"Otro tipo",,,
"En la calle, personas sin vivienda, garita, puerto (010)",114,114,
