"CUADRO Nº 11: VIVIENDAS PARTICULARES CON OCUPANTES PRESENTES, POR TIPO DE ABASTECIMIENTO DE AGUA POTABLE, SEGÚN DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, DISPONIBILIDAD DE AGUA TODOS LOS DÍAS DE LA SEMANA, TIPO DE VIVIENDA Y TOTAL DE OCUPANTES PRESENTES",,,,
,,,,
"DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, DISPONIBILIDAD DE AGUA TODOS LOS DÍAS DE LA SEMANA, TIPO DE VIVIENDA Y TOTAL DE OCUPANTES PRESENTES",TOTAL,"TIPO DE ABASTECIMIENTO DE AGUA POTABLE",,
,,"RED PÚBLICA DENTRO DE LA VIVIENDA (AGUA POTABLE)","RED PÚBLICA FUERA DE LA VIVIENDA PERO DENTRO DE LA EDIFICACIÓN (AGUA POTABLE)","PILÓN DE USO PÚBLICO (AGUA POTABLE)"
,,,,
"Provincia CAMANA",,,,
"Viviendas particulares (001)",10558,8233,1145,1180
"Ocupantes presentes (002)",40361,31944,4433,3984
"Casa independiente",,,,
"Viviendas particulares (004)",9928,7800,1055,1073
"Ocupantes presentes (005)",38343,30601,4122,3620
"Departamento en edificio",,,,
"Viviendas particulares (007)",231,220,11,
"Ocupantes presentes (008)",782,735,47,
"Vivienda en quinta",,,,
"Viviendas particulares (010)",124,93,31,
"Ocupantes presentes (011)",353,253,100,
"Vivienda en casa de vecindad",,,,
"Viviendas particulares (013)",171,103,46,22
"Ocupantes presentes (014)",525,309,156,60
"Choza o cabaña",,,,
"Viviendas particulares (016)",7,,,7
"Ocupantes presentes (017)",13,,,13
"Vivienda improvisada",,,,
"Viviendas particulares (019)",81,8,2,71
"Ocupantes presentes (020)",303,22,8,273
"Local no dest.para hab. humana",,,,
"Viviendas particulares (022)",9,9,,
"Ocupantes presentes (023)",24,24,,
"Otro tipo",,,,
"Viviendas particulares (025)",7,,,7
"Ocupantes presentes (026)",18,,,18
Si,,,,
"Viviendas particulares (028)",8730,6929,816,985
"Ocupantes presentes (029)",33474,27015,3168,3291
"Casa independiente",,,,
"Viviendas particulares (031)",8122,6504,726,892
"Ocupantes presentes (032)",31539,25697,2857,2985
"Departamento en edificio",,,,
"Viviendas particulares (034)",230,219,11,
"Ocupantes presentes (035)",778,731,47,
"Vivienda en quinta",,,,
"Viviendas particulares (037)",122,91,31,
"Ocupantes presentes (038)",348,248,100,
"Vivienda en casa de vecindad",,,,
"Viviendas particulares (040)",162,98,46,18
"Ocupantes presentes (041)",494,293,156,45
"Choza o cabaña",,,,
"Viviendas particulares (043)",7,,,7
"Ocupantes presentes (044)",13,,,13
"Vivienda improvisada",,,,
"Viviendas particulares (046)",71,8,2,61
"Ocupantes presentes (047)",260,22,8,230
"Local no dest.para hab. humana",,,,
"Viviendas particulares (049)",9,9,,
"Ocupantes presentes (050)",24,24,,
"Otro tipo",,,,
"Viviendas particulares (052)",7,,,7
"Ocupantes presentes (053)",18,,,18
No,,,,
"Viviendas particulares (055)",1828,1304,329,195
"Ocupantes presentes (056)",6887,4929,1265,693
"Casa independiente",,,,
"Viviendas particulares (058)",1806,1296,329,181
"Ocupantes presentes (059)",6804,4904,1265,635
"Departamento en edificio",,,,
"Viviendas particulares (061)",1,1,,
"Ocupantes presentes (062)",4,4,,
"Vivienda en quinta",,,,
"Viviendas particulares (064)",2,2,,
"Ocupantes presentes (065)",5,5,,
"Vivienda en casa de vecindad",,,,
"Viviendas particulares (067)",9,5,,4
"Ocupantes presentes (068)",31,16,,15
"Choza o cabaña",,,,
"Vivienda improvisada",,,,
"Viviendas particulares (073)",10,,,10
"Ocupantes presentes (074)",43,,,43
"Local no dest.para hab. humana",,,,
"Otro tipo",,,,
"No especificado",,,,
"Casa independiente",,,,
"Departamento en edificio",,,,
"Vivienda en quinta",,,,
"Vivienda en casa de vecindad",,,,
"Choza o cabaña",,,,
"Vivienda improvisada",,,,
"Local no dest.para hab. humana",,,,
"Otro tipo",,,,
,,,,
URBANA,,,,
"Viviendas particulares (109)",10133,7972,1126,1035
"Ocupantes presentes (110)",38836,30857,4378,3601
"Casa independiente",,,,
"Viviendas particulares (112)",9510,7539,1036,935
"Ocupantes presentes (113)",36831,29514,4067,3250
"Departamento en edificio",,,,
"Viviendas particulares (115)",231,220,11,
"Ocupantes presentes (116)",782,735,47,
"Vivienda en quinta",,,,
"Viviendas particulares (118)",124,93,31,
"Ocupantes presentes (119)",353,253,100,
"Vivienda en casa de vecindad",,,,
"Viviendas particulares (121)",171,103,46,22
"Ocupantes presentes (122)",525,309,156,60
"Choza o cabaña",,,,
"Vivienda improvisada",,,,
"Viviendas particulares (127)",81,8,2,71
"Ocupantes presentes (128)",303,22,8,273
"Local no dest.para hab. humana",,,,
"Viviendas particulares (130)",9,9,,
"Ocupantes presentes (131)",24,24,,
"Otro tipo",,,,
"Viviendas particulares (133)",7,,,7
"Ocupantes presentes (134)",18,,,18
Si,,,,
"Viviendas particulares (136)",8388,6710,797,881
"Ocupantes presentes (137)",32233,26124,3113,2996
"Casa independiente",,,,
"Viviendas particulares (139)",7787,6285,707,795
"Ocupantes presentes (140)",30311,24806,2802,2703
"Departamento en edificio",,,,
"Viviendas particulares (142)",230,219,11,
"Ocupantes presentes (143)",778,731,47,
"Vivienda en quinta",,,,
"Viviendas particulares (145)",122,91,31,
"Ocupantes presentes (146)",348,248,100,
"Vivienda en casa de vecindad",,,,
"Viviendas particulares (148)",162,98,46,18
"Ocupantes presentes (149)",494,293,156,45
"Choza o cabaña",,,,
"Vivienda improvisada",,,,
"Viviendas particulares (154)",71,8,2,61
"Ocupantes presentes (155)",260,22,8,230
"Local no dest.para hab. humana",,,,
"Viviendas particulares (157)",9,9,,
"Ocupantes presentes (158)",24,24,,
"Otro tipo",,,,
"Viviendas particulares (160)",7,,,7
"Ocupantes presentes (161)",18,,,18
No,,,,
"Viviendas particulares (163)",1745,1262,329,154
"Ocupantes presentes (164)",6603,4733,1265,605
"Casa independiente",,,,
"Viviendas particulares (166)",1723,1254,329,140
"Ocupantes presentes (167)",6520,4708,1265,547
"Departamento en edificio",,,,
"Viviendas particulares (169)",1,1,,
"Ocupantes presentes (170)",4,4,,
"Vivienda en quinta",,,,
"Viviendas particulares (172)",2,2,,
"Ocupantes presentes (173)",5,5,,
"Vivienda en casa de vecindad",,,,
"Viviendas particulares (175)",9,5,,4
"Ocupantes presentes (176)",31,16,,15
"Choza o cabaña",,,,
"Vivienda improvisada",,,,
"Viviendas particulares (181)",10,,,10
"Ocupantes presentes (182)",43,,,43
"Local no dest.para hab. humana",,,,
"Otro tipo",,,,
"No especificado",,,,
"Casa independiente",,,,
"Departamento en edificio",,,,
"Vivienda en quinta",,,,
"Vivienda en casa de vecindad",,,,
"Choza o cabaña",,,,
"Vivienda improvisada",,,,
"Local no dest.para hab. humana",,,,
"Otro tipo",,,,
,,,,
RURAL,,,,
"Viviendas particulares (217)",425,261,19,145
"Ocupantes presentes (218)",1525,1087,55,383
"Casa independiente",,,,
"Viviendas particulares (220)",418,261,19,138
"Ocupantes presentes (221)",1512,1087,55,370
"Departamento en edificio",,,,
"Vivienda en quinta",,,,
"Vivienda en casa de vecindad",,,,
"Choza o cabaña",,,,
"Viviendas particulares (232)",7,,,7
"Ocupantes presentes (233)",13,,,13
"Vivienda improvisada",,,,
"Local no dest.para hab. humana",,,,
"Otro tipo",,,,
Si,,,,
"Viviendas particulares (244)",342,219,19,104
"Ocupantes presentes (245)",1241,891,55,295
"Casa independiente",,,,
"Viviendas particulares (247)",335,219,19,97
"Ocupantes presentes (248)",1228,891,55,282
"Departamento en edificio",,,,
"Vivienda en quinta",,,,
"Vivienda en casa de vecindad",,,,
"Choza o cabaña",,,,
"Viviendas particulares (259)",7,,,7
"Ocupantes presentes (260)",13,,,13
"Vivienda improvisada",,,,
"Local no dest.para hab. humana",,,,
"Otro tipo",,,,
No,,,,
"Viviendas particulares (271)",83,42,,41
"Ocupantes presentes (272)",284,196,,88
"Casa independiente",,,,
"Viviendas particulares (274)",83,42,,41
"Ocupantes presentes (275)",284,196,,88
"Departamento en edificio",,,,
"Vivienda en quinta",,,,
"Vivienda en casa de vecindad",,,,
"Choza o cabaña",,,,
"Vivienda improvisada",,,,
"Local no dest.para hab. humana",,,,
"Otro tipo",,,,
"No especificado",,,,
"Casa independiente",,,,
"Departamento en edificio",,,,
"Vivienda en quinta",,,,
"Vivienda en casa de vecindad",,,,
"Choza o cabaña",,,,
"Vivienda improvisada",,,,
"Local no dest.para hab. humana",,,,
"Otro tipo",,,,
