"CUADRO Nº 1: POBLACIÓN DE 6 Y MÁS AÑOS DE EDAD, POR GRANDES GRUPOS DE EDAD, SEGÚN DEPARTAMENTO, PROVINCIA Y DISTRITO, ÁREA URBANA Y RURAL, SEXO Y CONDICIÓN DE ACTIVIDAD ECONÓMICA",,,,,,
,,,,,,
"DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, SEXO Y CONDICIÓN DE ACTIVIDAD ECONÓMICA",TOTAL,"GRANDES GRUPOS DE EDAD",,,,
,,"6 A 14 AÑOS","15 A 29 AÑOS","30 A 44 AÑOS","45 A 64 AÑOS","65 A MÁS AÑOS"
,,,,,,
"Provincia JAUJA (000)",81532,19380,22418,16030,14610,9094
"Hombres (001)",38923,9854,11063,7188,6663,4155
"Mujeres (002)",42609,9526,11355,8842,7947,4939
"PEA (003)",30771,402,8917,10353,8582,2517
"Hombres (004)",19241,242,5707,6264,5360,1668
"Mujeres (005)",11530,160,3210,4089,3222,849
"Ocupada (006)",28936,377,7964,9847,8289,2459
"Hombres (007)",17920,230,5058,5909,5103,1620
"Mujeres (008)",11016,147,2906,3938,3186,839
"Desocupada (009)",1835,25,953,506,293,58
"Hombres (010)",1321,12,649,355,257,48
"Mujeres (011)",514,13,304,151,36,10
"No PEA (012)",50761,18978,13501,5677,6028,6577
"Hombres (013)",19682,9612,5356,924,1303,2487
"Mujeres (014)",31079,9366,8145,4753,4725,4090
,,,,,,
"URBANA (018)",57035,12760,15944,11447,10336,6548
"Hombres (019)",26984,6421,7835,5050,4670,3008
"Mujeres (020)",30051,6339,8109,6397,5666,3540
"PEA (021)",22037,250,6218,7659,6175,1735
"Hombres (022)",13272,150,3854,4425,3716,1127
"Mujeres (023)",8765,100,2364,3234,2459,608
"Ocupada (024)",20631,236,5505,7248,5952,1690
"Hombres (025)",12296,143,3389,4150,3524,1090
"Mujeres (026)",8335,93,2116,3098,2428,600
"Desocupada (027)",1406,14,713,411,223,45
"Hombres (028)",976,7,465,275,192,37
"Mujeres (029)",430,7,248,136,31,8
"No PEA (030)",34998,12510,9726,3788,4161,4813
"Hombres (031)",13712,6271,3981,625,954,1881
"Mujeres (032)",21286,6239,5745,3163,3207,2932
,,,,,,
"RURAL (036)",24497,6620,6474,4583,4274,2546
"Hombres (037)",11939,3433,3228,2138,1993,1147
"Mujeres (038)",12558,3187,3246,2445,2281,1399
"PEA (039)",8734,152,2699,2694,2407,782
"Hombres (040)",5969,92,1853,1839,1644,541
"Mujeres (041)",2765,60,846,855,763,241
"Ocupada (042)",8305,141,2459,2599,2337,769
"Hombres (043)",5624,87,1669,1759,1579,530
"Mujeres (044)",2681,54,790,840,758,239
"Desocupada (045)",429,11,240,95,70,13
"Hombres (046)",345,5,184,80,65,11
"Mujeres (047)",84,6,56,15,5,2
"No PEA (048)",15763,6468,3775,1889,1867,1764
"Hombres (049)",5970,3341,1375,299,349,606
"Mujeres (050)",9793,3127,2400,1590,1518,1158
