"CUADRO Nº 4: POBLACIÓN TOTAL EN VIVIENDAS PARTICULARES, POR GRANDES GRUPOS DE EDAD, SEGÚN DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y PARENTESCO CON EL JEFE DEL HOGAR",,,,,,,
,,,,,,,
"PROVINCIA, DISTRITO, ÁREA, URBANA Y RURAL, SEXO Y PARENTESCO CON EL JEFE DEL HOGAR",TOTAL,"GRANDES GRUPOS DE EDAD",,,,,
,,"MENOS DE 1 AÑO","1 A 14 AÑOS","15 A 29 AÑOS","30 A 44 AÑOS","45 A 64 AÑOS","65 A MÁS AÑOS"
,,,,,,,
"Provincia VICTOR FAJARDO (000)",24942,459,7923,5132,4223,4103,3102
"Jefe o Jefa (001)",8013,,33,1080,2218,2579,2103
"Esposa(o) / compañera(o) (002)",3965,,13,804,1371,1180,597
"Hijo(a) / hijastro(a) (003)",10021,355,6558,2643,356,101,8
"Yerno / nuera (004)",209,,2,127,63,16,1
"Nieto(a) (005)",1020,76,817,121,5,1,
"Padres / suegros (006)",343,,,,4,52,287
"Otro(a) pariente (007)",1136,24,476,273,123,141,99
"Trabajador(a) del hogar (008)",5,,,4,,,1
"Otro(a) no pariente (010)",230,4,24,80,83,33,6
"Hombres (011)",11876,234,4017,2513,2026,1787,1299
"Jefe o Jefa (012)",5144,,17,745,1652,1577,1153
"Esposa(o) / compañera(o) (013)",215,,6,46,65,59,39
"Hijo(a) / hijastro(a) (014)",5157,180,3340,1420,165,51,1
"Yerno / nuera (015)",100,,1,52,37,10,
"Nieto(a) (016)",531,39,419,69,4,,
"Padres / suegros (017)",82,,,,2,14,66
"Otro(a) pariente (018)",534,14,220,139,63,59,39
"Otro(a) no pariente (021)",113,1,14,42,38,17,1
"Mujeres (022)",13066,225,3906,2619,2197,2316,1803
"Jefe o Jefa (023)",2869,,16,335,566,1002,950
"Esposa(o) / compañera(o) (024)",3750,,7,758,1306,1121,558
"Hijo(a) / hijastro(a) (025)",4864,175,3218,1223,191,50,7
"Yerno / nuera (026)",109,,1,75,26,6,1
"Nieto(a) (027)",489,37,398,52,1,1,
"Padres / suegros (028)",261,,,,2,38,221
"Otro(a) pariente (029)",602,10,256,134,60,82,60
"Trabajador(a) del hogar (030)",5,,,4,,,1
"Otro(a) no pariente (032)",117,3,10,38,45,16,5
,,,,,,,
"URBANA (033)",18434,328,5850,3892,3221,2996,2147
"Jefe o Jefa (034)",5692,,23,742,1641,1847,1439
"Esposa(o) / compañera(o) (035)",2912,,9,579,1059,863,402
"Hijo(a) / hijastro(a) (036)",7543,251,4821,2084,296,84,7
"Yerno / nuera (037)",180,,2,110,52,16,
"Nieto(a) (038)",766,57,614,89,5,1,
"Padres / suegros (039)",261,,,,4,41,216
"Otro(a) pariente (040)",917,17,368,232,102,120,78
"Trabajador(a) del hogar (041)",4,,,3,,,1
"Otro(a) no pariente (043)",159,3,13,53,62,24,4
"Hombres (044)",8788,173,2951,1929,1533,1320,882
"Jefe o Jefa (045)",3670,,12,528,1223,1140,767
"Esposa(o) / compañera(o) (046)",178,,5,31,60,52,30
"Hijo(a) / hijastro(a) (047)",3887,133,2446,1123,141,43,1
"Yerno / nuera (048)",86,,1,47,28,10,
"Nieto(a) (049)",397,29,314,50,4,,
"Padres / suegros (050)",66,,,,2,11,53
"Otro(a) pariente (051)",428,10,164,121,52,51,30
"Otro(a) no pariente (054)",76,1,9,29,23,13,1
"Mujeres (055)",9646,155,2899,1963,1688,1676,1265
"Jefe o Jefa (056)",2022,,11,214,418,707,672
"Esposa(o) / compañera(o) (057)",2734,,4,548,999,811,372
"Hijo(a) / hijastro(a) (058)",3656,118,2375,961,155,41,6
"Yerno / nuera (059)",94,,1,63,24,6,
"Nieto(a) (060)",369,28,300,39,1,1,
"Padres / suegros (061)",195,,,,2,30,163
"Otro(a) pariente (062)",489,7,204,111,50,69,48
"Trabajador(a) del hogar (063)",4,,,3,,,1
"Otro(a) no pariente (065)",83,2,4,24,39,11,3
,,,,,,,
"RURAL (066)",6508,131,2073,1240,1002,1107,955
"Jefe o Jefa (067)",2321,,10,338,577,732,664
"Esposa(o) / compañera(o) (068)",1053,,4,225,312,317,195
"Hijo(a) / hijastro(a) (069)",2478,104,1737,559,60,17,1
"Yerno / nuera (070)",29,,,17,11,,1
"Nieto(a) (071)",254,19,203,32,,,
"Padres / suegros (072)",82,,,,,11,71
"Otro(a) pariente (073)",219,7,108,41,21,21,21
"Trabajador(a) del hogar (074)",1,,,1,,,
"Otro(a) no pariente (076)",71,1,11,27,21,9,2
"Hombres (077)",3088,61,1066,584,493,467,417
"Jefe o Jefa (078)",1474,,5,217,429,437,386
"Esposa(o) / compañera(o) (079)",37,,1,15,5,7,9
"Hijo(a) / hijastro(a) (080)",1270,47,894,297,24,8,
"Yerno / nuera (081)",14,,,5,9,,
"Nieto(a) (082)",134,10,105,19,,,
"Padres / suegros (083)",16,,,,,3,13
"Otro(a) pariente (084)",106,4,56,18,11,8,9
"Otro(a) no pariente (087)",37,,5,13,15,4,
"Mujeres (088)",3420,70,1007,656,509,640,538
"Jefe o Jefa (089)",847,,5,121,148,295,278
"Esposa(o) / compañera(o) (090)",1016,,3,210,307,310,186
"Hijo(a) / hijastro(a) (091)",1208,57,843,262,36,9,1
"Yerno / nuera (092)",15,,,12,2,,1
"Nieto(a) (093)",120,9,98,13,,,
"Padres / suegros (094)",66,,,,,8,58
"Otro(a) pariente (095)",113,3,52,23,10,13,12
"Trabajador(a) del hogar (096)",1,,,1,,,
"Otro(a) no pariente (098)",34,1,6,14,6,5,2
