"CUADRO Nº 12: VIVIENDAS PARTICULARES CON OCUPANTES PRESENTES QUE SI DISPONEN DEL SERVICIO DE AGUA POTABLE TODOS LOS DÍAS DE LA SEMANA, POR NÚMERO DE HORAS AL DÍA, SEGÚN DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, TIPO DE VIVIENDA Y TOTAL DE OCUPANTES PRESENTES",,,,,,,,,
,,,,,,,,,
"DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, TIPO DE VIVIENDA Y TOTAL DE OCUPANTES PRESENTES",TOTAL,"NÚMERO DE HORAS AL DÍA QUE DISPONE DE AGUA POTABLE",,,,,,,
,,1-3,4-6,7-9,10-12,13-15,16-18,19-21,22-24
,,,,,,,,,
"Provincia YAULI",,,,,,,,,
"Viviendas particulares (001)",9046,931,299,190,315,13,18,43,7237
"Ocupantes presentes (002)",32887,3308,1097,665,1068,61,51,153,26484
"Casa independiente",,,,,,,,,
"Viviendas particulares (004)",6436,737,229,149,256,8,14,32,5011
"Ocupantes presentes (005)",23959,2613,838,528,846,42,44,117,18931
"Departamento en edificio",,,,,,,,,
"Viviendas particulares (007)",1424,65,23,19,23,5,2,7,1280
"Ocupantes presentes (008)",4645,261,75,49,73,19,3,25,4140
"Vivienda en quinta",,,,,,,,,
"Viviendas particulares (010)",598,51,19,14,17,,,2,495
"Ocupantes presentes (011)",2088,148,66,49,64,,,6,1755
"Vivienda en casa de vecindad",,,,,,,,,
"Viviendas particulares (013)",553,74,27,8,18,,,2,424
"Ocupantes presentes (014)",2110,278,116,39,84,,,5,1588
"Choza o cabaña",,,,,,,,,
"Viviendas particulares (016)",3,,,,,,,,3
"Ocupantes presentes (017)",15,,,,,,,,15
"Vivienda improvisada",,,,,,,,,
"Viviendas particulares (019)",10,1,,,1,,,,8
"Ocupantes presentes (020)",19,1,,,1,,,,17
"Local no dest.para hab. humana",,,,,,,,,
"Viviendas particulares (022)",20,1,1,,,,2,,16
"Ocupantes presentes (023)",45,1,2,,,,4,,38
"Otro tipo",,,,,,,,,
"Viviendas particulares (025)",2,2,,,,,,,
"Ocupantes presentes (026)",6,6,,,,,,,
,,,,,,,,,
URBANA,,,,,,,,,
"Viviendas particulares (028)",8376,853,264,185,295,12,15,39,6713
"Ocupantes presentes (029)",30996,3076,1042,649,1037,56,46,146,24944
"Casa independiente",,,,,,,,,
"Viviendas particulares (031)",5771,659,194,144,236,7,13,28,4490
"Ocupantes presentes (032)",22087,2381,783,512,815,37,43,110,17406
"Departamento en edificio",,,,,,,,,
"Viviendas particulares (034)",1424,65,23,19,23,5,2,7,1280
"Ocupantes presentes (035)",4645,261,75,49,73,19,3,25,4140
"Vivienda en quinta",,,,,,,,,
"Viviendas particulares (037)",598,51,19,14,17,,,2,495
"Ocupantes presentes (038)",2088,148,66,49,64,,,6,1755
"Vivienda en casa de vecindad",,,,,,,,,
"Viviendas particulares (040)",553,74,27,8,18,,,2,424
"Ocupantes presentes (041)",2110,278,116,39,84,,,5,1588
"Choza o cabaña",,,,,,,,,
"Vivienda improvisada",,,,,,,,,
"Viviendas particulares (046)",10,1,,,1,,,,8
"Ocupantes presentes (047)",19,1,,,1,,,,17
"Local no dest.para hab. humana",,,,,,,,,
"Viviendas particulares (049)",18,1,1,,,,,,16
"Ocupantes presentes (050)",41,1,2,,,,,,38
"Otro tipo",,,,,,,,,
"Viviendas particulares (052)",2,2,,,,,,,
"Ocupantes presentes (053)",6,6,,,,,,,
,,,,,,,,,
RURAL,,,,,,,,,
"Viviendas particulares (055)",670,78,35,5,20,1,3,4,524
"Ocupantes presentes (056)",1891,232,55,16,31,5,5,7,1540
"Casa independiente",,,,,,,,,
"Viviendas particulares (058)",665,78,35,5,20,1,1,4,521
"Ocupantes presentes (059)",1872,232,55,16,31,5,1,7,1525
"Departamento en edificio",,,,,,,,,
"Vivienda en quinta",,,,,,,,,
"Vivienda en casa de vecindad",,,,,,,,,
"Choza o cabaña",,,,,,,,,
"Viviendas particulares (070)",3,,,,,,,,3
"Ocupantes presentes (071)",15,,,,,,,,15
"Vivienda improvisada",,,,,,,,,
"Local no dest.para hab. humana",,,,,,,,,
"Viviendas particulares (076)",2,,,,,,2,,
"Ocupantes presentes (077)",4,,,,,,4,,
"Otro tipo",,,,,,,,,
