"CUADRO Nº 6: POBLACIÓN DE 18 Y MÁS AÑOS DE EDAD, POR TENENCIA DE DOCUMENTO NACIONAL DE IDENTIDAD (DNI), SEGÚN DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, SEXO Y GRANDES GRUPOS DE EDAD",,,
,,,
"DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, SEXO Y GRANDES GRUPOS DE EDAD",TOTAL,"TENENCIA DE DOCUMENTO NACIONAL DE IDENTIDAD (DNI)",
,,"TIENE DOCUMENTO NACIONAL DE IDENTIDAD (DNI)","NO TIENE DOCUMENTO NACIONAL DE IDENTIDAD (DNI)"
,,,
"Provincia CARHUAZ (000)",26894,26202,692
"Hombres (001)",12657,12449,208
"Mujeres (002)",14237,13753,484
"De 18 a 29 años (003)",8605,8375,230
"Hombres (004)",4263,4150,113
"Mujeres (005)",4342,4225,117
"De 30 a 44 años (006)",8099,8057,42
"Hombres (007)",3868,3850,18
"Mujeres (008)",4231,4207,24
"De 45 a 64 años (009)",6477,6390,87
"Hombres (010)",3000,2977,23
"Mujeres (011)",3477,3413,64
"De 65 y más años (012)",3713,3380,333
"Hombres (013)",1526,1472,54
"Mujeres (014)",2187,1908,279
,,,
"URBANA (015)",9602,9382,220
"Hombres (016)",4581,4510,71
"Mujeres (017)",5021,4872,149
"De 18 a 29 años (018)",3038,2958,80
"Hombres (019)",1512,1471,41
"Mujeres (020)",1526,1487,39
"De 30 a 44 años (021)",2942,2926,16
"Hombres (022)",1417,1413,4
"Mujeres (023)",1525,1513,12
"De 45 a 64 años (024)",2345,2327,18
"Hombres (025)",1122,1115,7
"Mujeres (026)",1223,1212,11
"De 65 y más años (027)",1277,1171,106
"Hombres (028)",530,511,19
"Mujeres (029)",747,660,87
,,,
"RURAL (030)",17292,16820,472
"Hombres (031)",8076,7939,137
"Mujeres (032)",9216,8881,335
"De 18 a 29 años (033)",5567,5417,150
"Hombres (034)",2751,2679,72
"Mujeres (035)",2816,2738,78
"De 30 a 44 años (036)",5157,5131,26
"Hombres (037)",2451,2437,14
"Mujeres (038)",2706,2694,12
"De 45 a 64 años (039)",4132,4063,69
"Hombres (040)",1878,1862,16
"Mujeres (041)",2254,2201,53
"De 65 y más años (042)",2436,2209,227
"Hombres (043)",996,961,35
"Mujeres (044)",1440,1248,192
