"CUADRO Nº 17: POBLACIÓN OCUPADA DE 6 Y MÁS AÑOS DE EDAD, POR CATEGORÍA DE OCUPACIÓN, SEGÚN DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y OCUPACIÓN PRINCIPAL",,,,,,,
,,,,,,,
"DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y OCUPACION PRINCIPAL",TOTAL,"CATEGORIA DE OCUPACION",,,,,
,,EMPLEADO,OBRERO,"TRABAJADOR INDEPENDIENTE","EMPLEADOR O PATRONO","TRABAJADOR FAMILIAR NO REMUNERADO","TRABAJADOR DEL HOGAR"
,,,,,,,
"Provincia CARLOS FERMIN FITZCARRALD (000)",5092,976,740,1822,734,728,92
"Miembros p.ejec.y leg.direct., adm.pub.y emp. (001)",11,11,,,,,
"Profes., científicos e intelectuales (002)",565,526,,37,1,1,
"Técnicos de nivel medio y trab. asimilados (003)",82,70,,11,1,,
"Jefes y empleados de oficina (004)",206,206,,,,,
"Trab.de serv.pers.y vend.del comerc.y mcdo. (005)",276,40,3,192,9,32,
"Agricult.trabaj.calif.agrop.y pesqueros (006)",1988,7,,1260,719,2,
"Obreros y oper.minas,cant.,ind.manuf.y otros (007)",209,,121,79,1,8,
"Obreros construc.,conf.,papel, fab., instr. (008)",157,15,106,31,1,4,
"Trabaj.no calif.serv.,peon,vend.,amb., y afines (009)",1320,73,481,71,,603,92
"Otra (010)",1,1,,,,,
"Ocupación no especificada (011)",277,27,29,141,2,78,
"Hombres (012)",3727,569,684,1425,679,370,
"Miembros p.ejec.y leg.direct., adm.pub.y emp. (013)",9,9,,,,,
"Profes., científicos e intelectuales (014)",350,325,,24,1,,
"Técnicos de nivel medio y trab. asimilados (015)",40,30,,9,1,,
"Jefes y empleados de oficina (016)",106,106,,,,,
"Trab.de serv.pers.y vend.del comerc.y mcdo. (017)",109,27,,72,4,6,
"Agricult.trabaj.calif.agrop.y pesqueros (018)",1869,7,,1189,671,2,
"Obreros y oper.minas,cant.,ind.manuf.y otros (019)",181,,109,63,1,8,
"Obreros construc.,conf.,papel, fab., instr. (020)",157,15,106,31,1,4,
"Trabaj.no calif.serv.,peon,vend.,amb., y afines (021)",839,38,455,5,,341,
"Otra (022)",1,1,,,,,
"Ocupación no especificada (023)",66,11,14,32,,9,
"Mujeres (024)",1365,407,56,397,55,358,92
"Miembros p.ejec.y leg.direct., adm.pub.y emp. (025)",2,2,,,,,
"Profes., científicos e intelectuales (026)",215,201,,13,,1,
"Técnicos de nivel medio y trab. asimilados (027)",42,40,,2,,,
"Jefes y empleados de oficina (028)",100,100,,,,,
"Trab.de serv.pers.y vend.del comerc.y mcdo. (029)",167,13,3,120,5,26,
"Agricult.trabaj.calif.agrop.y pesqueros (030)",119,,,71,48,,
"Obreros y oper.minas,cant.,ind.manuf.y otros (031)",28,,12,16,,,
"Trabaj.no calif.serv.,peon,vend.,amb., y afines (033)",481,35,26,66,,262,92
"Ocupación no especificada (035)",211,16,15,109,2,69,
,,,,,,,
"URBANA (036)",1303,593,144,419,11,108,28
"Miembros p.ejec.y leg.direct., adm.pub.y emp. (037)",9,9,,,,,
"Profes., científicos e intelectuales (038)",350,331,,18,,1,
"Técnicos de nivel medio y trab. asimilados (039)",55,48,,7,,,
"Jefes y empleados de oficina (040)",125,125,,,,,
"Trab.de serv.pers.y vend.del comerc.y mcdo. (041)",195,20,1,140,8,26,
"Agricult.trabaj.calif.agrop.y pesqueros (042)",154,,,152,2,,
"Obreros y oper.minas,cant.,ind.manuf.y otros (043)",81,,35,42,,4,
"Obreros construc.,conf.,papel, fab., instr. (044)",67,12,31,22,1,1,
"Trabaj.no calif.serv.,peon,vend.,amb., y afines (045)",206,30,75,11,,62,28
"Otra (046)",1,1,,,,,
"Ocupación no especificada (047)",60,17,2,27,,14,
"Hombres (048)",796,334,139,273,7,43,
"Miembros p.ejec.y leg.direct., adm.pub.y emp. (049)",7,7,,,,,
"Profes., científicos e intelectuales (050)",203,191,,12,,,
"Técnicos de nivel medio y trab. asimilados (051)",27,22,,5,,,
"Jefes y empleados de oficina (052)",66,66,,,,,
"Trab.de serv.pers.y vend.del comerc.y mcdo. (053)",78,15,,55,4,4,
"Agricult.trabaj.calif.agrop.y pesqueros (054)",139,,,137,2,,
"Obreros y oper.minas,cant.,ind.manuf.y otros (055)",72,,34,34,,4,
"Obreros construc.,conf.,papel, fab., instr. (056)",67,12,31,22,1,1,
"Trabaj.no calif.serv.,peon,vend.,amb., y afines (057)",123,15,72,2,,34,
"Otra (058)",1,1,,,,,
"Ocupación no especificada (059)",13,5,2,6,,,
"Mujeres (060)",507,259,5,146,4,65,28
"Miembros p.ejec.y leg.direct., adm.pub.y emp. (061)",2,2,,,,,
"Profes., científicos e intelectuales (062)",147,140,,6,,1,
"Técnicos de nivel medio y trab. asimilados (063)",28,26,,2,,,
"Jefes y empleados de oficina (064)",59,59,,,,,
"Trab.de serv.pers.y vend.del comerc.y mcdo. (065)",117,5,1,85,4,22,
"Agricult.trabaj.calif.agrop.y pesqueros (066)",15,,,15,,,
"Obreros y oper.minas,cant.,ind.manuf.y otros (067)",9,,1,8,,,
"Trabaj.no calif.serv.,peon,vend.,amb., y afines (069)",83,15,3,9,,28,28
"Ocupación no especificada (071)",47,12,,21,,14,
,,,,,,,
"RURAL (072)",3789,383,596,1403,723,620,64
"Miembros p.ejec.y leg.direct., adm.pub.y emp. (073)",2,2,,,,,
"Profes., científicos e intelectuales (074)",215,195,,19,1,,
"Técnicos de nivel medio y trab. asimilados (075)",27,22,,4,1,,
"Jefes y empleados de oficina (076)",81,81,,,,,
"Trab.de serv.pers.y vend.del comerc.y mcdo. (077)",81,20,2,52,1,6,
"Agricult.trabaj.calif.agrop.y pesqueros (078)",1834,7,,1108,717,2,
"Obreros y oper.minas,cant.,ind.manuf.y otros (079)",128,,86,37,1,4,
"Obreros construc.,conf.,papel, fab., instr. (080)",90,3,75,9,,3,
"Trabaj.no calif.serv.,peon,vend.,amb., y afines (081)",1114,43,406,60,,541,64
"Ocupación no especificada (083)",217,10,27,114,2,64,
"Hombres (084)",2931,235,545,1152,672,327,
"Miembros p.ejec.y leg.direct., adm.pub.y emp. (085)",2,2,,,,,
"Profes., científicos e intelectuales (086)",147,134,,12,1,,
"Técnicos de nivel medio y trab. asimilados (087)",13,8,,4,1,,
"Jefes y empleados de oficina (088)",40,40,,,,,
"Trab.de serv.pers.y vend.del comerc.y mcdo. (089)",31,12,,17,,2,
"Agricult.trabaj.calif.agrop.y pesqueros (090)",1730,7,,1052,669,2,
"Obreros y oper.minas,cant.,ind.manuf.y otros (091)",109,,75,29,1,4,
"Obreros construc.,conf.,papel, fab., instr. (092)",90,3,75,9,,3,
"Trabaj.no calif.serv.,peon,vend.,amb., y afines (093)",716,23,383,3,,307,
"Ocupación no especificada (095)",53,6,12,26,,9,
"Mujeres (096)",858,148,51,251,51,293,64
"Profes., científicos e intelectuales (098)",68,61,,7,,,
"Técnicos de nivel medio y trab. asimilados (099)",14,14,,,,,
"Jefes y empleados de oficina (100)",41,41,,,,,
"Trab.de serv.pers.y vend.del comerc.y mcdo. (101)",50,8,2,35,1,4,
"Agricult.trabaj.calif.agrop.y pesqueros (102)",104,,,56,48,,
"Obreros y oper.minas,cant.,ind.manuf.y otros (103)",19,,11,8,,,
"Trabaj.no calif.serv.,peon,vend.,amb., y afines (105)",398,20,23,57,,234,64
"Ocupación no especificada (107)",164,4,15,88,2,55,
