"CUADRO Nº 2: TOTAL DE HOGARES EN VIVIENDAS PARTICULARES CON OCUPANTES PRESENTES, POR VARIEDAD DE ARTEFACTOS Y EQUIPOS QUE POSEE, SEGÚN DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, TIPO DE VIVIENDA Y TOTAL DE OCUPANTES PRESENTES",,,,,,,,
,,,,,,,,
"DEPARTAMENTO Y PROVINCIA, ÁREA URBANA Y RURAL, TIPO DE VIVIENDA Y TOTAL DE OCUPANTES PRESENTES",TOTAL,"ARTEFACTOS Y EQUIPOS QUE POSEE EL HOGAR",,,,,,
,,RADIO,"TELEVISOR A COLOR","EQUIPO DE SONIDO","LAVADORA DE ROPA","REFRIGERADORA O CONGELADORA",COMPUTADORA,NINGUNO
,,,,,,,,
"Provincia HUANCA SANCOS",,,,,,,,
"Hogares (001)",3506,1995,617,83,5,12,53,1404
"Ocupantes presentes (002)",10465,6686,2233,312,14,36,189,3411
"Casa independiente",,,,,,,,
"Hogares (004)",2952,1775,603,79,5,12,51,1071
"Ocupantes presentes (005)",9438,6219,2178,300,14,36,180,2852
"Departamento en edificio",,,,,,,,
"Hogares (007)",5,4,4,2,,,,
"Ocupantes presentes (008)",13,12,9,3,,,,
"Vivienda en quinta",,,,,,,,
"Hogares (010)",20,19,5,2,,,2,1
"Ocupantes presentes (011)",65,62,20,9,,,9,3
"Vivienda en casa de vecindad",,,,,,,,
"Hogares (013)",11,8,2,,,,,3
"Ocupantes presentes (014)",32,22,5,,,,,10
"Choza o cabaña",,,,,,,,
"Hogares (016)",511,183,,,,,,328
"Ocupantes presentes (017)",883,339,,,,,,544
"Vivienda improvisada",,,,,,,,
"Hogares (019)",1,1,,,,,,
"Ocupantes presentes (020)",5,5,,,,,,
"Local no dest.para hab. humana",,,,,,,,
"Hogares (022)",5,4,3,,,,,1
"Ocupantes presentes (023)",26,24,21,,,,,2
"Otro tipo",,,,,,,,
"Hogares (025)",1,1,,,,,,
"Ocupantes presentes (026)",3,3,,,,,,
,,,,,,,,
URBANA,,,,,,,,
"Hogares (028)",2221,1436,574,81,5,12,53,685
"Ocupantes presentes (029)",7076,4990,2058,298,14,36,189,1747
"Casa independiente",,,,,,,,
"Hogares (031)",2180,1400,560,77,5,12,51,681
"Ocupantes presentes (032)",6937,4865,2003,286,14,36,180,1734
"Departamento en edificio",,,,,,,,
"Hogares (034)",5,4,4,2,,,,
"Ocupantes presentes (035)",13,12,9,3,,,,
"Vivienda en quinta",,,,,,,,
"Hogares (037)",20,19,5,2,,,2,1
"Ocupantes presentes (038)",65,62,20,9,,,9,3
"Vivienda en casa de vecindad",,,,,,,,
"Hogares (040)",11,8,2,,,,,3
"Ocupantes presentes (041)",32,22,5,,,,,10
"Choza o cabaña",,,,,,,,
"Vivienda improvisada",,,,,,,,
"Hogares (046)",1,1,,,,,,
"Ocupantes presentes (047)",5,5,,,,,,
"Local no dest.para hab. humana",,,,,,,,
"Hogares (049)",4,4,3,,,,,
"Ocupantes presentes (050)",24,24,21,,,,,
"Otro tipo",,,,,,,,
,,,,,,,,
RURAL,,,,,,,,
"Hogares (055)",1285,559,43,2,,,,719
"Ocupantes presentes (056)",3389,1696,175,14,,,,1664
"Casa independiente",,,,,,,,
"Hogares (058)",772,375,43,2,,,,390
"Ocupantes presentes (059)",2501,1354,175,14,,,,1118
"Departamento en edificio",,,,,,,,
"Vivienda en quinta",,,,,,,,
"Vivienda en casa de vecindad",,,,,,,,
"Choza o cabaña",,,,,,,,
"Hogares (070)",511,183,,,,,,328
"Ocupantes presentes (071)",883,339,,,,,,544
"Vivienda improvisada",,,,,,,,
"Local no dest.para hab. humana",,,,,,,,
"Hogares (076)",1,,,,,,,1
"Ocupantes presentes (077)",2,,,,,,,2
"Otro tipo",,,,,,,,
"Hogares (079)",1,1,,,,,,
"Ocupantes presentes (080)",3,3,,,,,,
