"CUADRO Nº 6: POBLACIÓN DE 18 Y MÁS AÑOS DE EDAD, POR TENENCIA DE DOCUMENTO NACIONAL DE IDENTIDAD (DNI), SEGÚN DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, SEXO Y GRANDES GRUPOS DE EDAD",,,
,,,
"DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, SEXO Y GRANDES GRUPOS DE EDAD",TOTAL,"TENENCIA DE DOCUMENTO NACIONAL DE IDENTIDAD (DNI)",
,,"TIENE DOCUMENTO NACIONAL DE IDENTIDAD (DNI)","NO TIENE DOCUMENTO NACIONAL DE IDENTIDAD (DNI)"
,,,
"Provincia FERREÑAFE (000)",55789,53040,2749
"Hombres (001)",26980,26056,924
"Mujeres (002)",28809,26984,1825
"De 18 a 29 años (003)",17946,16653,1293
"Hombres (004)",8718,8140,578
"Mujeres (005)",9228,8513,715
"De 30 a 44 años (006)",17718,17277,441
"Hombres (007)",8273,8155,118
"Mujeres (008)",9445,9122,323
"De 45 a 64 años (009)",14204,13713,491
"Hombres (010)",6990,6879,111
"Mujeres (011)",7214,6834,380
"De 65 y más años (012)",5921,5397,524
"Hombres (013)",2999,2882,117
"Mujeres (014)",2922,2515,407
,,,
"URBANA (015)",32220,31329,891
"Hombres (016)",15326,14955,371
"Mujeres (017)",16894,16374,520
"De 18 a 29 años (018)",9898,9377,521
"Hombres (019)",4731,4481,250
"Mujeres (020)",5167,4896,271
"De 30 a 44 años (021)",10273,10160,113
"Hombres (022)",4633,4585,48
"Mujeres (023)",5640,5575,65
"De 45 a 64 años (024)",8425,8330,95
"Hombres (025)",4132,4097,35
"Mujeres (026)",4293,4233,60
"De 65 y más años (027)",3624,3462,162
"Hombres (028)",1830,1792,38
"Mujeres (029)",1794,1670,124
,,,
"RURAL (030)",23569,21711,1858
"Hombres (031)",11654,11101,553
"Mujeres (032)",11915,10610,1305
"De 18 a 29 años (033)",8048,7276,772
"Hombres (034)",3987,3659,328
"Mujeres (035)",4061,3617,444
"De 30 a 44 años (036)",7445,7117,328
"Hombres (037)",3640,3570,70
"Mujeres (038)",3805,3547,258
"De 45 a 64 años (039)",5779,5383,396
"Hombres (040)",2858,2782,76
"Mujeres (041)",2921,2601,320
"De 65 y más años (042)",2297,1935,362
"Hombres (043)",1169,1090,79
"Mujeres (044)",1128,845,283
