"CUADRO Nº 3: POBLACIÓN FEMENINA DE 12 Y MÁS AÑOS DE EDAD, POR NÚMERO DE HIJOS NACIDOS VIVOS, SEGÚN DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, CONDICIÓN DE ACTIVIDAD Y GRUPOS QUINQUENALES DE EDAD",,,,,,,,,,,,
,,,,,,,,,,,,
"DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, CONDICIÓN DE ACTIVIDAD Y GRUPOS QUINQUENALES DE EDAD","TOTAL DE MUJERES","POBLACIÓN FEMENINA POR NÚMERO DE HIJOS NACIDOS VIVOS",,,,,,,,,"SIN DECLARACIÓN","TOTAL DE HIJOS NACIDOS VIVOS"
,,TOTAL,0,1,2,3,"4 A 5","6 A 7","8 A 9","10 A MÁS",,
,,,,,,,,,,,,
"Provincia SANTIAGO DE CHUCO (000)",19776,19169,5814,2240,2192,1823,2872,2010,1294,924,607,58980
"De 12 a 14 años (001)",2243,2232,2225,6,1,,,,,,11,8
"De 15 a 19 años (002)",2750,2692,2290,327,64,8,3,,,,58,491
"De 20 a 24 años (003)",2184,1985,630,715,448,152,39,1,,,199,2234
"De 25 a 29 años (004)",1849,1718,177,408,513,324,258,35,3,,131,3751
"De 30 a 34 años (005)",1794,1707,124,234,368,352,454,145,26,4,87,5183
"De 35 a 39 años (006)",1745,1714,74,138,251,306,541,272,102,30,31,6880
"De 40 a 44 años (007)",1379,1353,50,88,148,189,386,279,154,59,26,6370
"De 45 a 49 años (008)",1164,1153,30,61,98,148,308,250,180,78,11,6043
"De 50 y más años (009)",4668,4615,214,263,301,344,883,1028,829,753,53,28020
"PEA (010)",2883,2674,641,463,422,346,404,223,105,70,209,7213
"De 12 a 14 años (011)",43,43,42,1,,,,,,,,1
"De 15 a 19 años (012)",269,263,230,27,6,,,,,,6,39
"De 20 a 24 años (013)",406,339,172,116,33,12,5,1,,,67,246
"De 25 a 29 años (014)",373,315,68,103,80,35,24,5,,,58,501
"De 30 a 34 años (015)",379,330,49,80,89,61,38,11,2,,49,689
"De 35 a 39 años (016)",370,354,23,48,80,82,88,26,4,3,16,1065
"De 40 a 44 años (017)",289,284,17,30,49,54,78,32,18,6,5,1048
"De 45 a 49 años (018)",238,236,8,19,35,40,68,41,23,2,2,989
"De 50 y más años (019)",516,510,32,39,50,62,103,107,58,59,6,2635
"Ocupada (020)",2719,2538,562,444,410,336,393,220,104,69,181,7055
"De 12 a 14 años (021)",38,38,37,1,,,,,,,,1
"De 15 a 19 años (022)",220,217,185,26,6,,,,,,3,38
