"CUADRO Nº 5: POBLACIÓN ECONÓMICAMENTE ACTIVA DE 6 Y MÁS DE EDAD, POR GRANDES GRUPOS DE EDAD, SEGÚN DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y RAMA DE ACTIVIDAD ECONÓMICA",,,,,,
,,,,,,
"DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y ACTIVIDAD ECONOMICA",TOTAL,"GRANDES GRUPOS DE EDAD",,,,
,,"6 A 14 AÑOS","15 A 29 AÑOS","30 A 44 AÑOS","45 A 64 AÑOS","65 Y MÁS AÑOS"
,,,,,,
"Provincia AMBO (000)",16833,387,5495,5437,4142,1372
"Agric., ganadería, caza y silvicultura (001)",11289,305,3579,3462,2797,1146
"Pesca (002)",2,,1,1,,
"Explotación de minas y canteras (003)",125,4,49,50,22,
"Industrias manufactureras (004)",342,2,136,97,81,26
"Suministro de electricidad, gas y agua (005)",2,,,,2,
"Construcción (006)",465,4,149,175,124,13
"Comerc., rep. veh. autom.,motoc. efect. pers. (007)",1233,17,342,475,329,70
"Venta, mant.y rep. veh.autom.y motoc. (008)",98,,53,32,10,3
"Comercio al por mayor (009)",61,,20,30,11,
"Comercio al por menor (010)",1074,17,269,413,308,67
"Hoteles y restaurantes (011)",331,6,87,124,91,23
"Trans., almac. y comunicaciones (012)",599,3,218,231,138,9
"Intermediación financiera (013)",9,,1,3,5,
"Activid.inmobil., empres. y alquileres (014)",77,,28,31,15,3
"Admin.pub. y defensa; p. segur.soc afil (015)",193,,49,82,60,2
"Enseñanza (016)",435,,88,192,150,5
"Servicios sociales y de salud (017)",140,,51,62,26,1
"Otras activ. serv.comun.soc y personales (018)",142,2,50,53,33,4
"Hogares privados con servicio doméstico (019)",183,3,92,48,34,6
"Actividad economica no especificada (021)",311,,102,89,88,32
"Desocupado (022)",955,41,473,262,147,32
"Hombres (023)",13680,273,4350,4398,3443,1216
"Agric., ganadería, caza y silvicultura (024)",10119,224,3141,3142,2543,1069
"Pesca (025)",2,,1,1,,
"Explotación de minas y canteras (026)",125,4,49,50,22,
"Industrias manufactureras (027)",269,2,106,73,70,18
"Suministro de electricidad, gas y agua (028)",2,,,,2,
"Construcción (029)",460,4,146,174,123,13
"Comerc., rep. veh. autom.,motoc. efect. pers. (030)",610,10,184,220,156,40
"Venta, mant.y rep. veh.autom.y motoc. (031)",90,,51,26,10,3
"Comercio al por mayor (032)",35,,9,21,5,
"Comercio al por menor (033)",485,10,124,173,141,37
"Hoteles y restaurantes (034)",67,2,15,22,18,10
"Trans., almac. y comunicaciones (035)",586,3,210,230,134,9
"Intermediación financiera (036)",7,,,2,5,
"Activid.inmobil., empres. y alquileres (037)",57,,17,24,13,3
"Admin.pub. y defensa; p. segur.soc afil (038)",139,,30,53,54,2
"Enseñanza (039)",252,,41,108,98,5
"Servicios sociales y de salud (040)",48,,14,16,18,
"Otras activ. serv.comun.soc y personales (041)",76,2,29,23,20,2
