"CUADRO Nº 10: VIVIENDAS PARTICULARES CON OCUPANTES PRESENTES, POR DISPONIBILIDAD DEL SERVICIO DE AGUA POTABLE TODOS LOS DÍAS DE LA SEMANA, SEGÚN DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, TIPO DE VIVIENDA Y TOTAL DE OCUPANTES PRESENTES",,,
,,,
"DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, TIPO DE VIVIENDA Y TOTAL DE OCUPANTES PRESENTES",TOTAL,"DISPONE DE AGUA POTABLE TODOS LOS DÍAS DE LA SEMANA",
,,SI,NO
,,,
"Provincia PASCO",,,
"Viviendas particulares (001)",17778,9791,7987
"Ocupantes presentes (002)",76027,41215,34812
"Casa independiente",,,
"Viviendas particulares (004)",15283,8175,7108
"Ocupantes presentes (005)",66236,34801,31435
"Departamento en edificio",,,
"Viviendas particulares (007)",711,637,74
"Ocupantes presentes (008)",2958,2683,275
"Vivienda en quinta",,,
"Viviendas particulares (010)",1028,541,487
"Ocupantes presentes (011)",3810,1981,1829
"Vivienda en casa de vecindad",,,
"Viviendas particulares (013)",656,374,282
"Ocupantes presentes (014)",2628,1498,1130
"Choza o cabaña",,,
"Viviendas particulares (016)",45,36,9
"Ocupantes presentes (017)",217,157,60
"Vivienda improvisada",,,
"Viviendas particulares (019)",23,6,17
"Ocupantes presentes (020)",77,21,56
"Local no dest.para hab. humana",,,
"Viviendas particulares (022)",31,21,10
"Ocupantes presentes (023)",100,73,27
"Otro tipo",,,
"Viviendas particulares (025)",1,1,
"Ocupantes presentes (026)",1,1,
,,,
URBANA,,,
"Viviendas particulares (028)",16514,8789,7725
"Ocupantes presentes (029)",70299,36707,33592
"Casa independiente",,,
"Viviendas particulares (031)",14067,7211,6856
"Ocupantes presentes (032)",60740,30462,30278
"Departamento en edificio",,,
"Viviendas particulares (034)",711,637,74
"Ocupantes presentes (035)",2958,2683,275
"Vivienda en quinta",,,
"Viviendas particulares (037)",1028,541,487
"Ocupantes presentes (038)",3810,1981,1829
"Vivienda en casa de vecindad",,,
"Viviendas particulares (040)",656,374,282
"Ocupantes presentes (041)",2628,1498,1130
"Choza o cabaña",,,
"Vivienda improvisada",,,
"Viviendas particulares (046)",23,6,17
"Ocupantes presentes (047)",77,21,56
"Local no dest.para hab. humana",,,
"Viviendas particulares (049)",28,19,9
"Ocupantes presentes (050)",85,61,24
"Otro tipo",,,
"Viviendas particulares (052)",1,1,
"Ocupantes presentes (053)",1,1,
,,,
RURAL,,,
"Viviendas particulares (055)",1264,1002,262
"Ocupantes presentes (056)",5728,4508,1220
"Casa independiente",,,
"Viviendas particulares (058)",1216,964,252
"Ocupantes presentes (059)",5496,4339,1157
"Departamento en edificio",,,
"Vivienda en quinta",,,
"Vivienda en casa de vecindad",,,
"Choza o cabaña",,,
"Viviendas particulares (070)",45,36,9
"Ocupantes presentes (071)",217,157,60
"Vivienda improvisada",,,
"Local no dest.para hab. humana",,,
"Viviendas particulares (076)",3,2,1
"Ocupantes presentes (077)",15,12,3
"Otro tipo",,,
