"CUADRO Nº 13: POBLACIÓN FEMENINA DE 12 Y MÁS AÑOS DE EDAD, POR EDAD QUE TENÍA CUANDO NACIÓ SU PRIMER HIJO(A) NACIDO VIVO, SEGÚN DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, Y NIVEL EDUCATIVO ALCANZADO",,,,,,,,,,,
,,,,,,,,,,,
"DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL; Y NIVEL EDUCATIVO ALCANZADO",TOTAL,"EDAD QUE TENÍA CUANDO NACIÓ SU PRIMER HIJO",,,,,,,,,"NO ESPECIFICADO"
,,"DE 12 A 14 AÑOS","DE 15 A 19 AÑOS","DE 20 A 24 AÑOS","DE 25 A 29 AÑOS","DE 30 A 34 AÑOS","DE 35 A 39 AÑOS","DE 40 A 44 AÑOS","DE 45 A 49 AÑOS","DE 50 A MÁS AÑOS",
,,,,,,,,,,,
"Provincia ICA (000)",96745,928,27571,29357,13733,5588,2267,540,81,,16680
"Sin Nivel (001)",3681,151,1531,909,284,148,85,43,8,,522
"Educación Inicial (002)",50,1,13,6,4,2,,,,,24
"Primaria (003)",18180,407,8028,5260,1633,715,418,136,18,,1565
"Secundaria (004)",36634,298,13523,12188,3906,1293,604,149,16,,4657
"Sup. no Univ. Incompleta (005)",5779,15,1232,2041,797,198,63,16,2,,1415
"Sup. no Univ. Completa (006)",11997,22,1391,3788,2551,1003,289,50,10,,2893
"Sup. Univ. Incompleta (007)",4961,8,699,1534,719,253,79,18,2,,1649
"Sup. Univ. Completa (008)",15463,26,1154,3631,3839,1976,729,128,25,,3955
,,,,,,,,,,,
"URBANA (010)",88690,822,24730,26892,12875,5276,2143,498,69,,15385
"Sin Nivel (011)",3018,120,1267,721,231,125,78,37,6,,433
"Educación Inicial (012)",49,1,12,6,4,2,,,,,24
"Primaria (013)",15803,359,6932,4580,1435,626,382,118,12,,1359
"Secundaria (014)",33220,273,12207,11092,3579,1190,561,138,14,,4166
"Sup. no Univ. Incompleta (015)",5433,14,1175,1905,754,188,56,16,2,,1323
"Sup. no Univ. Completa (016)",11386,21,1336,3594,2436,970,282,49,9,,2689
"Sup. Univ. Incompleta (017)",4775,8,679,1472,699,241,77,17,2,,1580
"Sup. Univ. Completa (018)",15006,26,1122,3522,3737,1934,707,123,24,,3811
,,,,,,,,,,,
"RURAL (020)",8055,106,2841,2465,858,312,124,42,12,,1295
"Sin Nivel (021)",663,31,264,188,53,23,7,6,2,,89
"Educación Inicial (022)",1,,1,,,,,,,,
"Primaria (023)",2377,48,1096,680,198,89,36,18,6,,206
"Secundaria (024)",3414,25,1316,1096,327,103,43,11,2,,491
"Sup. no Univ. Incompleta (025)",346,1,57,136,43,10,7,,,,92
"Sup. no Univ. Completa (026)",611,1,55,194,115,33,7,1,1,,204
"Sup. Univ. Incompleta (027)",186,,20,62,20,12,2,1,,,69
"Sup. Univ. Completa (028)",457,,32,109,102,42,22,5,1,,144
