"CUADRO Nº 37: POBLACIÓN DESOCUPADA DE 14 Y MÁS AÑOS DE EDAD, POR TIPO DE DESEMPLEO, SEGÚN DEPARTAMENTO, PROVINCIA Y DISTRITO, ÁREA URBANA Y RURAL, SEXO Y NIVEL EDUCATIVO ALCANZADO",,,
,,,
"DEPARTAMENTO Y PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y NIVEL EDUCATIVO ALCANZADO",TOTAL,"TIPO DE DESEMPLEO",
,,ASPIRANTE,CESANTE
,,,
"Provincia ATALAYA (000)",646,191,455
"Sin nivel (001)",102,25,77
"Educación inicial (002)",6,1,5
"Primaria (003)",263,95,168
"Secundaria (004)",222,57,165
"Superior no univ. incompleta (005)",26,7,19
"Superior no univ. completa (006)",9,3,6
"Superior univ. incompleta (007)",5,1,4
"Superior univ. completa (008)",13,2,11
"Hombres (010)",484,147,337
"Sin nivel (011)",65,21,44
"Educación inicial (012)",5,1,4
"Primaria (013)",198,72,126
"Secundaria (014)",180,44,136
"Superior no univ. incompleta (015)",22,4,18
"Superior no univ. completa (016)",6,2,4
"Superior univ. incompleta (017)",3,1,2
"Superior univ. completa (018)",5,2,3
"Mujeres (020)",162,44,118
"Sin nivel (021)",37,4,33
"Educación inicial (022)",1,,1
"Primaria (023)",65,23,42
"Secundaria (024)",42,13,29
"Superior no univ. incompleta (025)",4,3,1
"Superior no univ. completa (026)",3,1,2
"Superior univ. incompleta (027)",2,,2
"Superior univ. completa (028)",8,,8
,,,
"AREA URBANA (030)",261,63,198
"Sin nivel (031)",10,1,9
"Educación inicial (032)",6,1,5
"Primaria (033)",73,20,53
"Secundaria (034)",126,31,95
"Superior no univ. incompleta (035)",20,5,15
"Superior no univ. completa (036)",8,2,6
"Superior univ. incompleta (037)",5,1,4
"Superior univ. completa (038)",13,2,11
"Hombres (040)",200,48,152
"Sin nivel (041)",5,,5
"Educación inicial (042)",5,1,4
"Primaria (043)",63,18,45
"Secundaria (044)",97,22,75
"Superior no univ. incompleta (045)",17,3,14
"Superior no univ. completa (046)",5,1,4
"Superior univ. incompleta (047)",3,1,2
"Superior univ. completa (048)",5,2,3
"Mujeres (050)",61,15,46
"Sin nivel (051)",5,1,4
"Educación inicial (052)",1,,1
"Primaria (053)",10,2,8
"Secundaria (054)",29,9,20
"Superior no univ. incompleta (055)",3,2,1
"Superior no univ. completa (056)",3,1,2
"Superior univ. incompleta (057)",2,,2
"Superior univ. completa (058)",8,,8
,,,
"AREA RURAL (060)",385,128,257
"Sin nivel (061)",92,24,68
"Primaria (063)",190,75,115
"Secundaria (064)",96,26,70
"Superior no univ. incompleta (065)",6,2,4
"Superior no univ. completa (066)",1,1,
"Hombres (070)",284,99,185
"Sin nivel (071)",60,21,39
"Primaria (073)",135,54,81
"Secundaria (074)",83,22,61
"Superior no univ. incompleta (075)",5,1,4
"Superior no univ. completa (076)",1,1,
"Mujeres (080)",101,29,72
"Sin nivel (081)",32,3,29
"Primaria (083)",55,21,34
"Secundaria (084)",13,4,9
"Superior no univ. incompleta (085)",1,1,
