"CUADRO Nº 36: POBLACIÓN DESOCUPADA DE 14 Y MÁS AÑOS DE EDAD, POR TIPO DE DESEMPLEO, SEGÚN DEPARTAMENTO, PROVINCIA Y DISTRITO, ÁREA URBANA Y RURAL, SEXO Y GRUPOS DE EDAD",,,
,,,
"DEPARTAMENTO Y PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y GRUPOS DE EDAD",TOTAL,"TIPO DE DESEMPLEO",
,,ASPIRANTE,CESANTE
,,,
"Provincia CAJATAMBO (000)",90,20,70
"De 14 a 29 años (001)",53,17,36
"De 30 a 44 años (002)",19,3,16
"De 45 a 64 años (003)",11,,11
"De 65 y más años (004)",7,,7
"Hombres (005)",81,17,64
"De 14 a 29 años (006)",49,14,35
"De 30 a 44 años (007)",17,3,14
"De 45 a 64 años (008)",11,,11
"De 65 y más años (009)",4,,4
"Mujeres (010)",9,3,6
"De 14 a 29 años (011)",4,3,1
"De 30 a 44 años (012)",2,,2
"De 65 y más años (014)",3,,3
,,,
"AREA URBANA (015)",54,10,44
"De 14 a 29 años (016)",31,9,22
"De 30 a 44 años (017)",10,1,9
"De 45 a 64 años (018)",7,,7
"De 65 y más años (019)",6,,6
"Hombres (020)",48,9,39
"De 14 a 29 años (021)",29,8,21
"De 30 a 44 años (022)",9,1,8
"De 45 a 64 años (023)",7,,7
"De 65 y más años (024)",3,,3
"Mujeres (025)",6,1,5
"De 14 a 29 años (026)",2,1,1
"De 30 a 44 años (027)",1,,1
"De 65 y más años (029)",3,,3
,,,
"AREA RURAL (030)",36,10,26
"De 14 a 29 años (031)",22,8,14
"De 30 a 44 años (032)",9,2,7
"De 45 a 64 años (033)",4,,4
"De 65 y más años (034)",1,,1
"Hombres (035)",33,8,25
"De 14 a 29 años (036)",20,6,14
"De 30 a 44 años (037)",8,2,6
"De 45 a 64 años (038)",4,,4
"De 65 y más años (039)",1,,1
"Mujeres (040)",3,2,1
"De 14 a 29 años (041)",2,2,
"De 30 a 44 años (042)",1,,1
