"CUADRO Nº 10: POBLACIÓN DE 3 A 24 AÑOS DE EDAD, POR GRUPOS DE EDAD NORMATIVA, SEGÚN DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, SEXO Y ASISTENCIA A UN CENTRO DE ENSEÑANZA REGULAR",,,,,
,,,,,
"DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, SEXO Y ASISTENCIA A UN CENTRO DE ENSEÑANZA REGULAR",TOTAL,"GRUPOS DE EDAD NORMATIVA",,,
,,"3 A 5 AÑOS","6 A 11 AÑOS","12 A 16 AÑOS","17 A 24 AÑOS"
,,,,,
"Provincia CHICLAYO (000)",321685,41196,86021,78880,115588
"Asiste actualmente (001)",227836,25400,82855,70427,49154
"No asiste (002)",93849,15796,3166,8453,66434
"Hombres (004)",159332,20873,43627,39169,55663
"Asiste actualmente (005)",113809,12741,41995,35134,23939
"No asiste (006)",45523,8132,1632,4035,31724
"Mujeres (008)",162353,20323,42394,39711,59925
"Asiste actualmente (009)",114027,12659,40860,35293,25215
"No asiste (010)",48326,7664,1534,4418,34710
,,,,,
"URBANA (012)",299589,38031,79892,73133,108533
"Asiste actualmente (013)",214145,23774,77043,65850,47478
"No asiste (014)",85444,14257,2849,7283,61055
"Hombres (016)",147893,19249,40448,36177,52019
"Asiste actualmente (017)",106630,11915,38990,32682,23043
"No asiste (018)",41263,7334,1458,3495,28976
"Mujeres (020)",151696,18782,39444,36956,56514
"Asiste actualmente (021)",107515,11859,38053,33168,24435
"No asiste (022)",44181,6923,1391,3788,32079
,,,,,
"RURAL (024)",22096,3165,6129,5747,7055
"Asiste actualmente (025)",13691,1626,5812,4577,1676
"No asiste (026)",8405,1539,317,1170,5379
"Hombres (028)",11439,1624,3179,2992,3644
"Asiste actualmente (029)",7179,826,3005,2452,896
"No asiste (030)",4260,798,174,540,2748
"Mujeres (032)",10657,1541,2950,2755,3411
"Asiste actualmente (033)",6512,800,2807,2125,780
"No asiste (034)",4145,741,143,630,2631
