"CUADRO Nº 38: POBLACIÓN DESOCUPADA DE 14 Y MÁS AÑOS DE EDAD, POR TIPO DE DESEMPLEO, SEGÚN DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, GRUPOS DE EDAD Y NIVEL EDUCATIVO ALCANZADO",,,
,,,
"DEPARTAMENTO Y PROVINCIA, ÁREA URBANA Y RURAL, GRUPOS DE EDAD Y NIVEL EDUCATIVO ALCANZADO",TOTAL,"TIPO DE DESEMPLEO",
,,ASPIRANTE,CESANTE
,,,
"Provincia MARAÑON (000)",207,83,124
"Sin nivel (001)",20,7,13
"Primaria (003)",115,39,76
"Secundaria (004)",56,30,26
"Superior no univ. incompleta (005)",1,,1
"Superior no univ. completa (006)",10,4,6
"Superior univ. incompleta (007)",4,3,1
"Superior univ. completa (008)",1,,1
"De 14 a 29 años (010)",119,62,57
"Sin nivel (011)",6,3,3
"Primaria (013)",60,26,34
"Secundaria (014)",43,27,16
"Superior no univ. completa (016)",6,3,3
"Superior univ. incompleta (017)",4,3,1
"De 30 a 44 años (020)",59,20,39
"Sin nivel (021)",9,3,6
"Primaria (023)",36,13,23
"Secundaria (024)",9,3,6
"Superior no univ. completa (026)",4,1,3
"Superior univ. completa (028)",1,,1
"De 45 a 64 años (030)",25,1,24
"Sin nivel (031)",3,1,2
"Primaria (033)",17,,17
"Secundaria (034)",4,,4
"Superior no univ. incompleta (035)",1,,1
"De 65 y más años (040)",4,,4
"Sin nivel (041)",2,,2
"Primaria (043)",2,,2
,,,
"AREA URBANA (050)",35,15,20
"Sin nivel (051)",1,,1
"Primaria (053)",15,6,9
"Secundaria (054)",10,6,4
"Superior no univ. incompleta (055)",1,,1
"Superior no univ. completa (056)",3,,3
"Superior univ. incompleta (057)",4,3,1
"Superior univ. completa (058)",1,,1
"De 14 a 29 años (060)",18,13,5
"Primaria (063)",5,4,1
"Secundaria (064)",8,6,2
"Superior no univ. completa (066)",1,,1
"Superior univ. incompleta (067)",4,3,1
"De 30 a 44 años (070)",12,2,10
"Sin nivel (071)",1,,1
"Primaria (073)",7,2,5
"Secundaria (074)",1,,1
"Superior no univ. completa (076)",2,,2
"Superior univ. completa (078)",1,,1
"De 45 a 64 años (080)",4,,4
"Primaria (083)",2,,2
"Secundaria (084)",1,,1
"Superior no univ. incompleta (085)",1,,1
"De 65 y más años (090)",1,,1
"Primaria (093)",1,,1
,,,
"AREA RURAL (100)",172,68,104
"Sin nivel (101)",19,7,12
"Primaria (103)",100,33,67
"Secundaria (104)",46,24,22
"Superior no univ. completa (106)",7,4,3
"De 14 a 29 años (110)",101,49,52
"Sin nivel (111)",6,3,3
"Primaria (113)",55,22,33
"Secundaria (114)",35,21,14
"Superior no univ. completa (116)",5,3,2
"De 30 a 44 años (120)",47,18,29
"Sin nivel (121)",8,3,5
"Primaria (123)",29,11,18
"Secundaria (124)",8,3,5
"Superior no univ. completa (126)",2,1,1
"De 45 a 64 años (130)",21,1,20
"Sin nivel (131)",3,1,2
"Primaria (133)",15,,15
"Secundaria (134)",3,,3
"De 65 y más años (140)",3,,3
"Sin nivel (141)",2,,2
"Primaria (143)",1,,1
