"CUADRO Nº 29: POBLACIÓN OCUPADA DE 14 Y MÁS AÑOS DE EDAD, POR CATEGORÍA DE OCUPACIÓN, SEGÚN DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y NIVEL EDUCATIVO ALCANZADO",,,,,,,
,,,,,,,
"DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y NIVEL EDUCATIVO ALCANZADO",TOTAL,"CATEGORIA DE OCUPACION",,,,,
,,EMPLEADO,OBRERO,"TRABAJADOR INDEPENDIENTE","EMPLEADOR O PATRONO","TRABAJADOR FAMILIAR NO REMUNERADO","TRABAJADOR DEL HOGAR"
,,,,,,,
"Provincia VILCAS HUAMAN (000)",5803,773,1029,2918,34,1019,30
"Sin nivel (001)",637,5,108,347,2,167,8
"Educación inicial (002)",3,,1,1,,1,
"Primaria (003)",2475,32,493,1418,21,500,11
"Secundaria (004)",1841,141,378,978,6,329,9
"Superior no univ. incompleta (005)",143,62,15,53,2,10,1
"Superior no univ. completa (006)",274,201,13,52,2,5,1
"Superior univ. incompleta (007)",69,29,5,30,1,4,
"Superior univ. completa (008)",361,303,16,39,,3,
"Hombres (010)",4430,536,819,2376,31,663,5
"Sin nivel (011)",338,,51,219,1,66,1
"Educación inicial (012)",3,,1,1,,1,
"Primaria (013)",1924,15,385,1184,19,319,2
"Secundaria (014)",1551,104,337,838,6,265,1
"Superior no univ. incompleta (015)",101,41,13,40,2,4,1
"Superior no univ. completa (016)",191,136,12,37,2,4,
"Superior univ. incompleta (017)",55,23,5,24,1,2,
"Superior univ. completa (018)",267,217,15,33,,2,
"Mujeres (020)",1373,237,210,542,3,356,25
"Sin nivel (021)",299,5,57,128,1,101,7
"Primaria (023)",551,17,108,234,2,181,9
"Secundaria (024)",290,37,41,140,,64,8
"Superior no univ. incompleta (025)",42,21,2,13,,6,
"Superior no univ. completa (026)",83,65,1,15,,1,1
"Superior univ. incompleta (027)",14,6,,6,,2,
"Superior univ. completa (028)",94,86,1,6,,1,
,,,,,,,
"URBANA (030)",2170,580,341,988,12,233,16
"Sin nivel (031)",132,3,23,69,,35,2
"Educación inicial (032)",1,,,1,,,
"Primaria (033)",663,20,132,406,8,92,5
"Secundaria (034)",750,104,160,385,1,93,7
"Superior no univ. incompleta (035)",104,44,9,42,2,6,1
"Superior no univ. completa (036)",182,141,8,29,,3,1
"Superior univ. incompleta (037)",51,22,3,22,1,3,
"Superior univ. completa (038)",287,246,6,34,,1,
"Hombres (040)",1514,384,269,721,11,125,4
"Sin nivel (041)",61,,11,42,,8,
"Educación inicial (042)",1,,,1,,,
"Primaria (043)",453,7,96,293,7,48,2
"Secundaria (044)",567,73,137,291,1,64,1
"Superior no univ. incompleta (045)",69,27,8,30,2,1,1
"Superior no univ. completa (046)",115,86,8,19,,2,
"Superior univ. incompleta (047)",41,18,3,17,1,2,
"Superior univ. completa (048)",207,173,6,28,,,
"Mujeres (050)",656,196,72,267,1,108,12
"Sin nivel (051)",71,3,12,27,,27,2
"Primaria (053)",210,13,36,113,1,44,3
"Secundaria (054)",183,31,23,94,,29,6
"Superior no univ. incompleta (055)",35,17,1,12,,5,
"Superior no univ. completa (056)",67,55,,10,,1,1
"Superior univ. incompleta (057)",10,4,,5,,1,
"Superior univ. completa (058)",80,73,,6,,1,
,,,,,,,
"RURAL (060)",3633,193,688,1930,22,786,14
"Sin nivel (061)",505,2,85,278,2,132,6
"Educación inicial (062)",2,,1,,,1,
"Primaria (063)",1812,12,361,1012,13,408,6
"Secundaria (064)",1091,37,218,593,5,236,2
"Superior no univ. incompleta (065)",39,18,6,11,,4,
"Superior no univ. completa (066)",92,60,5,23,2,2,
"Superior univ. incompleta (067)",18,7,2,8,,1,
"Superior univ. completa (068)",74,57,10,5,,2,
"Hombres (070)",2916,152,550,1655,20,538,1
"Sin nivel (071)",277,,40,177,1,58,1
"Educación inicial (072)",2,,1,,,1,
"Primaria (073)",1471,8,289,891,12,271,
"Secundaria (074)",984,31,200,547,5,201,
"Superior no univ. incompleta (075)",32,14,5,10,,3,
"Superior no univ. completa (076)",76,50,4,18,2,2,
"Superior univ. incompleta (077)",14,5,2,7,,,
"Superior univ. completa (078)",60,44,9,5,,2,
"Mujeres (080)",717,41,138,275,2,248,13
"Sin nivel (081)",228,2,45,101,1,74,5
"Primaria (083)",341,4,72,121,1,137,6
"Secundaria (084)",107,6,18,46,,35,2
"Superior no univ. incompleta (085)",7,4,1,1,,1,
"Superior no univ. completa (086)",16,10,1,5,,,
"Superior univ. incompleta (087)",4,2,,1,,1,
"Superior univ. completa (088)",14,13,1,,,,
