"CUADRO Nº 1: POBLACIÓN TOTAL, POR AFILIACIÓN A ALGÚN TIPO DE SEGURO DE SALUD, SEGÚN DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, SEXO Y GRUPOS DE EDAD",,,,,
,,,,,
"DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, SEXO Y GRUPOS DE EDAD",TOTAL,"AFILIADO A ALGÚN SEGURO DE SALUD",,,
,,"SIS (SEGURO INTEGRAL DE SALUD)",ESSALUD,"OTRO SEGURO DE SALUD",NINGUNO
,,,,,
"Provincia SATIPO (000)",193872,46176,8798,4258,134874
"Menos de 1 año (001)",4384,2499,187,65,1638
"De 1 a 14 años (002)",72171,34204,2896,1120,34026
"De 15 a 29 años (003)",57794,6149,1721,1765,48245
"De 30 a 44 años (004)",34810,2275,2505,790,29289
"De 45 a 64 años (005)",19758,889,1271,437,17179
"De 65 y mas años (006)",4955,160,218,81,4497
"Hombres (008)",103868,22914,4590,2720,73800
"Menos de 1 año (009)",2236,1269,100,37,835
"De 1 a 14 años (010)",37190,17416,1461,571,17777
"De 15 a 29 años (011)",31345,2677,837,1253,26643
"De 30 a 44 años (012)",18884,990,1297,504,16128
"De 45 a 64 años (013)",11248,474,762,301,9726
"De 65 y mas años (014)",2965,88,133,54,2691
"Mujeres (016)",90004,23262,4208,1538,61074
"Menos de 1 año (017)",2148,1230,87,28,803
"De 1 a 14 años (018)",34981,16788,1435,549,16249
"De 15 a 29 años (019)",26449,3472,884,512,21602
"De 30 a 44 años (020)",15926,1285,1208,286,13161
"De 45 a 64 años (021)",8510,415,509,136,7453
"De 65 y mas años (022)",1990,72,85,27,1806
,,,,,
"URBANA (024)",53531,6260,6070,2135,39140
"Menos de 1 año (025)",986,323,129,23,512
"De 1 a 14 años (026)",17346,4384,1949,406,10618
"De 15 a 29 años (027)",16297,1028,1156,886,13248
"De 30 a 44 años (028)",10839,317,1802,482,8264
"De 45 a 64 años (029)",6510,158,905,292,5170
"De 65 y mas años (030)",1553,50,129,46,1328
"Hombres (032)",27526,3043,3184,1348,20002
"Menos de 1 año (033)",520,159,73,11,278
"De 1 a 14 años (034)",8824,2211,997,210,5411
"De 15 a 29 años (035)",8321,447,571,574,6743
"De 30 a 44 años (036)",5457,114,939,316,4107
"De 45 a 64 años (037)",3556,86,531,208,2743
"De 65 y mas años (038)",848,26,73,29,720
"Mujeres (040)",26005,3217,2886,787,19138
"Menos de 1 año (041)",466,164,56,12,234
"De 1 a 14 años (042)",8522,2173,952,196,5207
"De 15 a 29 años (043)",7976,581,585,312,6505
"De 30 a 44 años (044)",5382,203,863,166,4157
"De 45 a 64 años (045)",2954,72,374,84,2427
"De 65 y mas años (046)",705,24,56,17,608
,,,,,
"RURAL (048)",140341,39916,2728,2123,95734
"Menos de 1 año (049)",3398,2176,58,42,1126
"De 1 a 14 años (050)",54825,29820,947,714,23408
"De 15 a 29 años (051)",41497,5121,565,879,34997
"De 30 a 44 años (052)",23971,1958,703,308,21025
"De 45 a 64 años (053)",13248,731,366,145,12009
"De 65 y mas años (054)",3402,110,89,35,3169
"Hombres (056)",76342,19871,1406,1372,53798
"Menos de 1 año (057)",1716,1110,27,26,557
"De 1 a 14 años (058)",28366,15205,464,361,12366
"De 15 a 29 años (059)",23024,2230,266,679,19900
"De 30 a 44 años (060)",13427,876,358,188,12021
"De 45 a 64 años (061)",7692,388,231,93,6983
"De 65 y mas años (062)",2117,62,60,25,1971
"Mujeres (064)",63999,20045,1322,751,41936
"Menos de 1 año (065)",1682,1066,31,16,569
"De 1 a 14 años (066)",26459,14615,483,353,11042
"De 15 a 29 años (067)",18473,2891,299,200,15097
"De 30 a 44 años (068)",10544,1082,345,120,9004
"De 45 a 64 años (069)",5556,343,135,52,5026
"De 65 y mas años (070)",1285,48,29,10,1198
