"CUADRO Nº 38: POBLACIÓN DESOCUPADA DE 14 Y MÁS AÑOS DE EDAD, POR TIPO DE DESEMPLEO, SEGÚN DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, GRUPOS DE EDAD Y NIVEL EDUCATIVO ALCANZADO",,,
,,,
"DEPARTAMENTO Y PROVINCIA, ÁREA URBANA Y RURAL, GRUPOS DE EDAD Y NIVEL EDUCATIVO ALCANZADO",TOTAL,"TIPO DE DESEMPLEO",
,,ASPIRANTE,CESANTE
,,,
"Provincia CAMANA (000)",1017,208,809
"Sin nivel (001)",44,2,42
"Educación inicial (002)",3,,3
"Primaria (003)",230,24,206
"Secundaria (004)",402,97,305
"Superior no univ. incompleta (005)",97,29,68
"Superior no univ. completa (006)",123,29,94
"Superior univ. incompleta (007)",44,12,32
"Superior univ. completa (008)",74,15,59
"De 14 a 29 años (010)",450,153,297
"Sin nivel (011)",5,1,4
"Educación inicial (012)",2,,2
"Primaria (013)",40,8,32
"Secundaria (014)",212,70,142
"Superior no univ. incompleta (015)",69,29,40
"Superior no univ. completa (016)",73,28,45
"Superior univ. incompleta (017)",24,9,15
"Superior univ. completa (018)",25,8,17
"De 30 a 44 años (020)",336,42,294
"Sin nivel (021)",20,1,19
"Educación inicial (022)",1,,1
"Primaria (023)",81,10,71
"Secundaria (024)",132,21,111
"Superior no univ. incompleta (025)",16,,16
"Superior no univ. completa (026)",37,1,36
"Superior univ. incompleta (027)",14,3,11
"Superior univ. completa (028)",35,6,29
"De 45 a 64 años (030)",195,13,182
"Sin nivel (031)",11,,11
"Primaria (033)",94,6,88
"Secundaria (034)",52,6,46
"Superior no univ. incompleta (035)",8,,8
"Superior no univ. completa (036)",12,,12
"Superior univ. incompleta (037)",6,,6
"Superior univ. completa (038)",12,1,11
"De 65 y más años (040)",36,,36
"Sin nivel (041)",8,,8
"Primaria (043)",15,,15
"Secundaria (044)",6,,6
"Superior no univ. incompleta (045)",4,,4
"Superior no univ. completa (046)",1,,1
"Superior univ. completa (048)",2,,2
,,,
"AREA URBANA (050)",962,202,760
"Sin nivel (051)",41,2,39
"Educación inicial (052)",3,,3
"Primaria (053)",208,24,184
"Secundaria (054)",382,95,287
"Superior no univ. incompleta (055)",92,26,66
"Superior no univ. completa (056)",119,28,91
"Superior univ. incompleta (057)",43,12,31
"Superior univ. completa (058)",74,15,59
"De 14 a 29 años (060)",429,147,282
"Sin nivel (061)",5,1,4
"Educación inicial (062)",2,,2
"Primaria (063)",37,8,29
"Secundaria (064)",202,68,134
"Superior no univ. incompleta (065)",64,26,38
"Superior no univ. completa (066)",70,27,43
"Superior univ. incompleta (067)",24,9,15
"Superior univ. completa (068)",25,8,17
"De 30 a 44 años (070)",320,42,278
"Sin nivel (071)",19,1,18
"Educación inicial (072)",1,,1
"Primaria (073)",74,10,64
"Secundaria (074)",126,21,105
"Superior no univ. incompleta (075)",16,,16
"Superior no univ. completa (076)",36,1,35
"Superior univ. incompleta (077)",13,3,10
"Superior univ. completa (078)",35,6,29
"De 45 a 64 años (080)",180,13,167
"Sin nivel (081)",10,,10
"Primaria (083)",84,6,78
"Secundaria (084)",48,6,42
"Superior no univ. incompleta (085)",8,,8
"Superior no univ. completa (086)",12,,12
"Superior univ. incompleta (087)",6,,6
"Superior univ. completa (088)",12,1,11
"De 65 y más años (090)",33,,33
"Sin nivel (091)",7,,7
"Primaria (093)",13,,13
"Secundaria (094)",6,,6
"Superior no univ. incompleta (095)",4,,4
"Superior no univ. completa (096)",1,,1
"Superior univ. completa (098)",2,,2
,,,
"AREA RURAL (100)",55,6,49
"Sin nivel (101)",3,,3
"Primaria (103)",22,,22
"Secundaria (104)",20,2,18
"Superior no univ. incompleta (105)",5,3,2
"Superior no univ. completa (106)",4,1,3
"Superior univ. incompleta (107)",1,,1
"De 14 a 29 años (110)",21,6,15
"Primaria (113)",3,,3
"Secundaria (114)",10,2,8
"Superior no univ. incompleta (115)",5,3,2
"Superior no univ. completa (116)",3,1,2
"De 30 a 44 años (120)",16,,16
"Sin nivel (121)",1,,1
"Primaria (123)",7,,7
"Secundaria (124)",6,,6
"Superior no univ. completa (126)",1,,1
"Superior univ. incompleta (127)",1,,1
"De 45 a 64 años (130)",15,,15
"Sin nivel (131)",1,,1
"Primaria (133)",10,,10
"Secundaria (134)",4,,4
"De 65 y más años (140)",3,,3
"Sin nivel (141)",1,,1
"Primaria (143)",2,,2
