"CUADRO Nº 9: POBLACIÓN FEMENINA DE 12 Y MÁS AÑOS DE EDAD, POR NÚMERO DE HIJOS NACIDOS VIVOS, HIJOS SOBREVIVIENTES, HIJOS NACIDOS EL ÚLTIMO AÑO, SEGÚN DEPARTAMENTO, PROVIINCIA, ÁREA URBANA Y RURAL, CONDICIÓN DE ACTIVIDAD Y GRUPOS QUINQUENALES DE EDAD",,,,,,,
,,,,,,,
"DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, CONDICION DE ACTIVIDAD Y GRUPOS QUINQUENALES DE EDAD","TOTAL DE MUJERES","HIJOS NACIDOS VIVOS",,"NACIDOS VIVOS ULTIMO AÑO",PROPORCION,,
,,TOTAL,SOBREVIVIENTES,,TOTAL,"ULTIMO AÑO",
,,,,,,,
"Provincia JULCAN (000)",11317,34556,31078,,712,89.9,2.1
"De 12 a 14 años (001)",1352,3,2,,1,66.7,33.3
"De 15 a 19 años (002)",1506,288,283,89,98.3,30.9,
"De 20 a 24 años (003)",1253,1447,1403,193,97,13.3,
"De 25 a 29 años (004)",1066,2271,2194,157,96.6,6.9,
"De 30 a 34 años (005)",1026,2958,2855,129,96.5,4.4,
"De 35 a 39 años (006)",1035,4099,3907,96,95.3,2.3,
"De 40 a 44 años (007)",842,3769,3539,39,93.9,1,
"De 45 a 49 años (008)",671,3664,3364,8,91.8,0.2,
"De 50 y más años (009)",2566,16057,13531,,84.3,,
"PEA (010)",1034,2526,2400,43,95,1.7,
"De 12 a 14 años (011)",35,,,,,,
"De 15 a 19 años (012)",159,19,18,3,94.7,15.8,
"De 20 a 24 años (013)",132,100,100,11,100,11,
"De 25 a 29 años (014)",111,136,134,8,98.5,5.9,
"De 30 a 34 años (015)",119,219,217,7,99.1,3.2,
"De 35 a 39 años (016)",133,372,360,11,96.8,3,
"De 40 a 44 años (017)",92,340,336,3,98.8,0.9,
"De 45 a 49 años (018)",68,284,267,,94,,
"De 50 y más años (019)",185,1056,968,,91.7,,
"Ocupada (020)",880,2405,2287,42,95.1,1.7,
"De 12 a 14 años (021)",10,,,,,,
"De 15 a 19 años (022)",95,17,16,2,94.1,11.8,
"De 20 a 24 años (023)",108,98,98,11,100,11.2,
"De 25 a 29 años (024)",100,129,127,8,98.4,6.2,
"De 30 a 34 años (025)",110,206,204,7,99,3.4,
"De 35 a 39 años (026)",125,338,326,11,96.4,3.3,
"De 40 a 44 años (027)",89,328,324,3,98.8,0.9,
"De 45 a 49 años (028)",66,277,260,,93.9,,
"De 50 y más años (029)",177,1012,932,,92.1,,
"Desocupada (030)",154,121,113,1,93.4,0.8,
"De 12 a 14 años (031)",25,,,,,,
"De 15 a 19 años (032)",64,2,2,1,100,50,
"De 20 a 24 años (033)",24,2,2,,100,,
"De 25 a 29 años (034)",11,7,7,,100,,
"De 30 a 34 años (035)",9,13,13,,100,,
"De 35 a 39 años (036)",8,34,34,,100,,
"De 40 a 44 años (037)",3,12,12,,100,,
"De 45 a 49 años (038)",2,7,7,,100,,
"De 50 y más años (039)",8,44,36,,81.8,,
