"CUADRO Nº 1: POBLACIÓN TOTAL, POR AFILIACIÓN A ALGÚN TIPO DE SEGURO DE SALUD, SEGÚN DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, SEXO Y GRUPOS DE EDAD",,,,,
,,,,,
"DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, SEXO Y GRUPOS DE EDAD",TOTAL,"AFILIADO A ALGÚN SEGURO DE SALUD",,,
,,"SIS (SEGURO INTEGRAL DE SALUD)",ESSALUD,"OTRO SEGURO DE SALUD",NINGUNO
,,,,,
"Provincia LAMAS (000)",79075,26369,6116,2148,44599
"Menos de 1 año (001)",1767,1165,148,36,419
"De 1 a 14 años (002)",26279,14181,2115,520,9506
"De 15 a 29 años (003)",21390,5090,1134,564,14623
"De 30 a 44 años (004)",15050,3093,1369,477,10157
"De 45 a 64 años (005)",10595,2059,980,400,7193
"De 65 y mas años (006)",3994,781,370,151,2701
"Hombres (008)",41489,12963,3052,1204,24354
"Menos de 1 año (009)",859,555,79,19,207
"De 1 a 14 años (010)",13429,7211,1068,282,4891
"De 15 a 29 años (011)",11490,2370,497,323,8306
"De 30 a 44 años (012)",8101,1471,698,276,5680
"De 45 a 64 años (013)",5656,1006,520,226,3926
"De 65 y mas años (014)",1954,350,190,78,1344
"Mujeres (016)",37586,13406,3064,944,20245
"Menos de 1 año (017)",908,610,69,17,212
"De 1 a 14 años (018)",12850,6970,1047,238,4615
"De 15 a 29 años (019)",9900,2720,637,241,6317
"De 30 a 44 años (020)",6949,1622,671,201,4477
"De 45 a 64 años (021)",4939,1053,460,174,3267
"De 65 y mas años (022)",2040,431,180,73,1357
,,,,,
"URBANA (024)",37822,13312,4638,1505,18490
"Menos de 1 año (025)",710,461,92,16,142
"De 1 a 14 años (026)",11274,6269,1409,291,3338
"De 15 a 29 años (027)",9917,2848,842,423,5819
"De 30 a 44 años (028)",7674,1858,1137,349,4365
"De 45 a 64 años (029)",5770,1316,837,299,3349
"De 65 y mas años (030)",2477,560,321,127,1477
"Hombres (032)",19357,6434,2280,859,9849
"Menos de 1 año (033)",339,213,49,10,68
"De 1 a 14 años (034)",5688,3163,695,161,1688
"De 15 a 29 años (035)",5197,1333,370,254,3244
"De 30 a 44 años (036)",3952,849,573,208,2340
"De 45 a 64 años (037)",3010,634,430,161,1801
"De 65 y mas años (038)",1171,242,163,65,708
"Mujeres (040)",18465,6878,2358,646,8641
"Menos de 1 año (041)",371,248,43,6,74
"De 1 a 14 años (042)",5586,3106,714,130,1650
"De 15 a 29 años (043)",4720,1515,472,169,2575
"De 30 a 44 años (044)",3722,1009,564,141,2025
"De 45 a 64 años (045)",2760,682,407,138,1548
"De 65 y mas años (046)",1306,318,158,62,769
,,,,,
"RURAL (048)",41253,13057,1478,643,26109
"Menos de 1 año (049)",1057,704,56,20,277
"De 1 a 14 años (050)",15005,7912,706,229,6168
"De 15 a 29 años (051)",11473,2242,292,141,8804
"De 30 a 44 años (052)",7376,1235,232,128,5792
"De 45 a 64 años (053)",4825,743,143,101,3844
"De 65 y mas años (054)",1517,221,49,24,1224
"Hombres (056)",22132,6529,772,345,14505
"Menos de 1 año (057)",520,342,30,9,139
"De 1 a 14 años (058)",7741,4048,373,121,3203
"De 15 a 29 años (059)",6293,1037,127,69,5062
"De 30 a 44 años (060)",4149,622,125,68,3340
"De 45 a 64 años (061)",2646,372,90,65,2125
"De 65 y mas años (062)",783,108,27,13,636
"Mujeres (064)",19121,6528,706,298,11604
"Menos de 1 año (065)",537,362,26,11,138
"De 1 a 14 años (066)",7264,3864,333,108,2965
"De 15 a 29 años (067)",5180,1205,165,72,3742
"De 30 a 44 años (068)",3227,613,107,60,2452
"De 45 a 64 años (069)",2179,371,53,36,1719
"De 65 y mas años (070)",734,113,22,11,588
