"CUADRO Nº 12: POBLACIÓN FEMENINA DE 12 Y MÁS AÑOS DE EDAD, POR AÑO EN QUE NACIÓ SU ÚLTIMO HIJO NACIDO VIVO, SEGÚN DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, CONDICIÓN DE ACTIVIDAD Y GRUPOS QUINQUENALES DE EDAD",,,,,,,,
,,,,,,,,
"DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, CONDICIÓN DE ACTIVIDAD Y GRUPOS QUINQUENALES DE EDAD",TOTAL,"GRUPO DE AÑOS EN QUE NACIÓ SU ÚLTIMO HIJO NACIDO VIVO",,,,,,"NO ESPECIFICADO"
,,"ANTES DE 1960","1960 A 1969","1970 A 1979","1980 A 1989","1990 A 1999","2000 A 2007",
,,,,,,,,
"Provincia ANGARAES (000)",13251,46,150,528,1121,2043,5496,3867
"De 12 a 14 años (001)",41,,,,,,1,40
"De 15 a 19 años (002)",420,,,,,,231,189
"De 20 a 24 años (003)",1541,,,,,1,900,640
"De 25 a 29 años (004)",1718,,,,,48,1112,558
"De 30 a 34 años (005)",1602,,,,1,161,1071,369
"De 35 a 39 años (006)",1373,,,,5,225,869,274
"De 40 a 44 años (007)",1352,,,,21,342,715,274
"De 45 a 49 años (008)",1162,,,3,91,388,503,177
"De 50 y más años (009)",4042,46,150,525,1003,878,94,1346
"PEA (010)",2602,7,22,87,220,481,905,880
"De 12 a 14 años (011)",2,,,,,,,2
"De 15 a 19 años (012)",56,,,,,,32,24
"De 20 a 24 años (013)",254,,,,,1,119,134
"De 25 a 29 años (014)",338,,,,,12,165,161
"De 30 a 34 años (015)",381,,,,,48,205,128
"De 35 a 39 años (016)",325,,,,4,67,165,89
"De 40 a 44 años (017)",302,,,,9,102,120,71
"De 45 a 49 años (018)",251,,,2,25,90,87,47
"De 50 y más años (019)",693,7,22,85,182,161,12,224
"Ocupada (020)",2451,7,22,85,215,459,860,803
"De 12 a 14 años (021)",2,,,,,,,2
"De 15 a 19 años (022)",49,,,,,,29,20
"De 20 a 24 años (023)",219,,,,,1,108,110
"De 25 a 29 años (024)",309,,,,,11,158,140
"De 30 a 34 años (025)",354,,,,,40,196,118
"De 35 a 39 años (026)",314,,,,3,64,161,86
"De 40 a 44 años (027)",282,,,,9,96,114,63
"De 45 a 49 años (028)",241,,,1,25,89,82,44
"De 50 y más años (029)",681,7,22,84,178,158,12,220
"Desocupada (030)",151,,,2,5,22,45,77
"De 15 a 19 años (032)",7,,,,,,3,4
"De 20 a 24 años (033)",35,,,,,,11,24
"De 25 a 29 años (034)",29,,,,,1,7,21
"De 30 a 34 años (035)",27,,,,,8,9,10
"De 35 a 39 años (036)",11,,,,1,3,4,3
"De 40 a 44 años (037)",20,,,,,6,6,8
"De 45 a 49 años (038)",10,,,1,,1,5,3
"De 50 y más años (039)",12,,,1,4,3,,4
"No PEA (040)",10649,39,128,441,901,1562,4591,2987
"De 12 a 14 años (041)",39,,,,,,1,38
"De 15 a 19 años (042)",364,,,,,,199,165
"De 20 a 24 años (043)",1287,,,,,,781,506
"De 25 a 29 años (044)",1380,,,,,36,947,397
"De 30 a 34 años (045)",1221,,,,1,113,866,241
"De 35 a 39 años (046)",1048,,,,1,158,704,185
"De 40 a 44 años (047)",1050,,,,12,240,595,203
"De 45 a 49 años (048)",911,,,1,66,298,416,130
