"CUADRO Nº 1: POBLACIÓN DE 12 Y MÁS AÑOS DE EDAD, POR GRUPOS DE EDAD, SEGÚN DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y RELIGIÓN QUE PROFESA",,,,,,,
,,,,,,,
"DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y RELIGIÓN QUE PROFESA",TOTAL,"GRUPOS DE EDAD",,,,,
,,"12 A 16 AÑOS","17 A 24 AÑOS","25 A 34 AÑOS","35 A 44 AÑOS","45 A 54 AÑOS","55 A MÁS AÑOS"
,,,,,,,
"Provincia YAROWILCA (000)",21397,4432,3749,3576,3216,2410,4014
"Católica (001)",18577,3927,3426,3217,2765,2003,3239
"Cristiana/Evangélica (002)",2730,493,308,343,435,394,757
"Otra (003)",49,4,9,7,5,10,14
"Ninguna (004)",41,8,6,9,11,3,4
"Hombres (006)",10082,2172,1817,1633,1479,1087,1894
"Católica (007)",8841,1939,1675,1495,1288,919,1525
"Cristiana/Evangélica (008)",1195,227,134,130,179,163,362
"Otra (009)",22,2,5,3,4,3,5
"Ninguna (010)",24,4,3,5,8,2,2
"Mujeres (012)",11315,2260,1932,1943,1737,1323,2120
"Católica (013)",9736,1988,1751,1722,1477,1084,1714
"Cristiana/Evangélica (014)",1535,266,174,213,256,231,395
"Otra (015)",27,2,4,4,1,7,9
"Ninguna (016)",17,4,3,4,3,1,2
,,,,,,,
"URBANA (018)",5405,1029,997,1037,904,596,842
"Católica (019)",4621,889,908,921,767,486,650
"Cristiana/Evangélica (020)",740,136,82,107,127,100,188
"Otra (021)",23,1,3,4,5,7,3
"Ninguna (022)",21,3,4,5,5,3,1
"Hombres (024)",2619,506,506,482,435,286,404
"Católica (025)",2275,443,469,437,375,237,314
"Cristiana/Evangélica (026)",321,61,33,41,51,45,90
"Otra (027)",10,1,1,2,4,2,
"Ninguna (028)",13,1,3,2,5,2,
"Mujeres (030)",2786,523,491,555,469,310,438
"Católica (031)",2346,446,439,484,392,249,336
"Cristiana/Evangélica (032)",419,75,49,66,76,55,98
"Otra (033)",13,,2,2,1,5,3
"Ninguna (034)",8,2,1,3,,1,1
,,,,,,,
"RURAL (036)",15992,3403,2752,2539,2312,1814,3172
"Católica (037)",13956,3038,2518,2296,1998,1517,2589
"Cristiana/Evangélica (038)",1990,357,226,236,308,294,569
"Otra (039)",26,3,6,3,,3,11
"Ninguna (040)",20,5,2,4,6,,3
"Hombres (042)",7463,1666,1311,1151,1044,801,1490
"Católica (043)",6566,1496,1206,1058,913,682,1211
"Cristiana/Evangélica (044)",874,166,101,89,128,118,272
"Otra (045)",12,1,4,1,,1,5
"Ninguna (046)",11,3,,3,3,,2
"Mujeres (048)",8529,1737,1441,1388,1268,1013,1682
"Católica (049)",7390,1542,1312,1238,1085,835,1378
"Cristiana/Evangélica (050)",1116,191,125,147,180,176,297
"Otra (051)",14,2,2,2,,2,6
"Ninguna (052)",9,2,2,1,3,,1
