"CUADRO Nº 4: POBLACIÓN TOTAL EN VIVIENDAS PARTICULARES, POR GRANDES GRUPOS DE EDAD, SEGÚN DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y PARENTESCO CON EL JEFE DEL HOGAR",,,,,,,
,,,,,,,
"PROVINCIA, DISTRITO, ÁREA, URBANA Y RURAL, SEXO Y PARENTESCO CON EL JEFE DEL HOGAR",TOTAL,"GRANDES GRUPOS DE EDAD",,,,,
,,"MENOS DE 1 AÑO","1 A 14 AÑOS","15 A 29 AÑOS","30 A 44 AÑOS","45 A 64 AÑOS","65 A MÁS AÑOS"
,,,,,,,
"Provincia PAUCAR DEL SARA SARA (000)",10758,173,3282,2286,1859,1737,1421
"Jefe o Jefa (001)",3264,,6,431,841,1035,951
"Esposa(o) / compañera(o) (002)",1659,,5,314,596,466,278
"Hijo(a) / hijastro(a) (003)",4281,117,2679,1129,246,104,6
"Yerno / nuera (004)",108,,2,68,35,3,
"Nieto(a) (005)",546,44,406,90,6,,
"Padres / suegros (006)",149,,,,1,30,118
"Otro(a) pariente (007)",564,12,163,175,83,74,57
"Trabajador(a) del hogar (008)",17,,3,7,4,2,1
"Pensionistas (009)",13,,,7,5,1,
"Otro(a) no pariente (010)",157,,18,65,42,22,10
"Hombres (011)",5371,82,1648,1200,920,890,631
"Jefe o Jefa (012)",2165,,1,312,609,707,536
"Esposa(o) / compañera(o) (013)",136,,3,15,53,47,18
"Hijo(a) / hijastro(a) (014)",2278,59,1361,641,147,67,3
"Yerno / nuera (015)",57,,1,27,27,2,
"Nieto(a) (016)",259,17,188,51,3,,
"Padres / suegros (017)",50,,,,,14,36
"Otro(a) pariente (018)",315,6,86,106,50,37,30
"Trabajador(a) del hogar (019)",3,,1,,1,,1
"Pensionistas (020)",8,,,5,3,,
"Otro(a) no pariente (021)",100,,7,43,27,16,7
"Mujeres (022)",5387,91,1634,1086,939,847,790
"Jefe o Jefa (023)",1099,,5,119,232,328,415
"Esposa(o) / compañera(o) (024)",1523,,2,299,543,419,260
"Hijo(a) / hijastro(a) (025)",2003,58,1318,488,99,37,3
"Yerno / nuera (026)",51,,1,41,8,1,
"Nieto(a) (027)",287,27,218,39,3,,
"Padres / suegros (028)",99,,,,1,16,82
"Otro(a) pariente (029)",249,6,77,69,33,37,27
"Trabajador(a) del hogar (030)",14,,2,7,3,2,
"Pensionistas (031)",5,,,2,2,1,
"Otro(a) no pariente (032)",57,,11,22,15,6,3
,,,,,,,
"URBANA (033)",7318,129,2251,1606,1309,1154,869
"Jefe o Jefa (034)",2192,,5,322,595,701,569
"Esposa(o) / compañera(o) (035)",1128,,4,225,436,297,166
"Hijo(a) / hijastro(a) (036)",2954,90,1857,768,167,67,5
"Yerno / nuera (037)",74,,2,48,23,1,
"Nieto(a) (038)",347,33,252,57,5,,
"Padres / suegros (039)",106,,,,1,24,81
"Otro(a) pariente (040)",373,6,114,124,42,46,41
"Trabajador(a) del hogar (041)",15,,3,5,4,2,1
"Pensionistas (042)",8,,,4,3,1,
"Otro(a) no pariente (043)",121,,14,53,33,15,6
"Hombres (044)",3634,62,1132,844,633,597,366
"Jefe o Jefa (045)",1421,,,223,417,472,309
"Esposa(o) / compañera(o) (046)",103,,3,14,43,35,8
"Hijo(a) / hijastro(a) (047)",1573,43,942,441,102,42,3
"Yerno / nuera (048)",44,,1,22,20,1,
"Nieto(a) (049)",162,14,115,30,3,,
"Padres / suegros (050)",33,,,,,11,22
"Otro(a) pariente (051)",219,5,66,78,26,24,20
"Trabajador(a) del hogar (052)",3,,1,,1,,1
"Pensionistas (053)",4,,,3,1,,
"Otro(a) no pariente (054)",72,,4,33,20,12,3
"Mujeres (055)",3684,67,1119,762,676,557,503
"Jefe o Jefa (056)",771,,5,99,178,229,260
"Esposa(o) / compañera(o) (057)",1025,,1,211,393,262,158
"Hijo(a) / hijastro(a) (058)",1381,47,915,327,65,25,2
"Yerno / nuera (059)",30,,1,26,3,,
"Nieto(a) (060)",185,19,137,27,2,,
"Padres / suegros (061)",73,,,,1,13,59
"Otro(a) pariente (062)",154,1,48,46,16,22,21
"Trabajador(a) del hogar (063)",12,,2,5,3,2,
"Pensionistas (064)",4,,,1,2,1,
"Otro(a) no pariente (065)",49,,10,20,13,3,3
,,,,,,,
"RURAL (066)",3440,44,1031,680,550,583,552
"Jefe o Jefa (067)",1072,,1,109,246,334,382
"Esposa(o) / compañera(o) (068)",531,,1,89,160,169,112
"Hijo(a) / hijastro(a) (069)",1327,27,822,361,79,37,1
"Yerno / nuera (070)",34,,,20,12,2,
"Nieto(a) (071)",199,11,154,33,1,,
"Padres / suegros (072)",43,,,,,6,37
"Otro(a) pariente (073)",191,6,49,51,41,28,16
"Trabajador(a) del hogar (074)",2,,,2,,,
"Pensionistas (075)",5,,,3,2,,
"Otro(a) no pariente (076)",36,,4,12,9,7,4
"Hombres (077)",1737,20,516,356,287,293,265
"Jefe o Jefa (078)",744,,1,89,192,235,227
"Esposa(o) / compañera(o) (079)",33,,,1,10,12,10
"Hijo(a) / hijastro(a) (080)",705,16,419,200,45,25,
"Yerno / nuera (081)",13,,,5,7,1,
"Nieto(a) (082)",97,3,73,21,,,
"Padres / suegros (083)",17,,,,,3,14
"Otro(a) pariente (084)",96,1,20,28,24,13,10
"Pensionistas (086)",4,,,2,2,,
"Otro(a) no pariente (087)",28,,3,10,7,4,4
"Mujeres (088)",1703,24,515,324,263,290,287
"Jefe o Jefa (089)",328,,,20,54,99,155
"Esposa(o) / compañera(o) (090)",498,,1,88,150,157,102
"Hijo(a) / hijastro(a) (091)",622,11,403,161,34,12,1
"Yerno / nuera (092)",21,,,15,5,1,
"Nieto(a) (093)",102,8,81,12,1,,
"Padres / suegros (094)",26,,,,,3,23
"Otro(a) pariente (095)",95,5,29,23,17,15,6
"Trabajador(a) del hogar (096)",2,,,2,,,
"Pensionistas (097)",1,,,1,,,
"Otro(a) no pariente (098)",8,,1,2,2,3,
