"CUADRO Nº 10: POBLACIÓN OCUPADA DE 6 Y MÁS AÑOS DE EDAD, POR TAMAÑO DE ESTABLECIMIENTO DONDE TRABAJA, SEGÚN DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y GRANDES GRUPOS DE EDAD",,,,,
,,,,,
"DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y GRANDES GRUPOS DE EDAD",TOTAL,"TAMAÑO DE ESTABLECIMIENTO",,,
,,"1 A 5 PERSONAS","6 A 10 PERSONAS","11 A 50 PERSONAS","51 Y MÁS PERSONAS"
,,,,,
"Provincia TAYACAJA (000)",30831,27510,1918,546,857
"Hombres (001)",21687,19328,1369,378,612
"Mujeres (002)",9144,8182,549,168,245
"De 06 a 14 años (003)",707,657,46,4,
"Hombres (004)",414,387,24,3,
"Mujeres (005)",293,270,22,1,
"De 15 a 29 años (006)",9788,8700,640,129,319
"Hombres (007)",6729,5988,455,85,201
"Mujeres (008)",3059,2712,185,44,118
"De 30 a 44 años (009)",10199,8858,721,270,350
"Hombres (010)",7162,6246,488,178,250
"Mujeres (011)",3037,2612,233,92,100
"De 45 a 64 años (012)",7741,6989,436,140,176
"Hombres (013)",5579,4975,343,110,151
"Mujeres (014)",2162,2014,93,30,25
"De 65 y más años (015)",2396,2306,75,3,12
"Hombres (016)",1803,1732,59,2,10
"Mujeres (017)",593,574,16,1,2
,,,,,
"URBANA (018)",8593,6712,770,437,674
"Hombres (019)",5299,4030,496,294,479
"Mujeres (020)",3294,2682,274,143,195
"De 06 a 14 años (021)",265,235,28,2,
"Hombres (022)",144,130,12,2,
"Mujeres (023)",121,105,16,,
"De 15 a 29 años (024)",2495,1928,256,84,227
"Hombres (025)",1498,1138,167,51,142
"Mujeres (026)",997,790,89,33,85
"De 30 a 44 años (027)",3123,2300,304,228,291
"Hombres (028)",1912,1371,187,148,206
"Mujeres (029)",1211,929,117,80,85
"De 45 a 64 años (030)",2115,1692,157,120,146
"Hombres (031)",1361,1034,114,91,122
"Mujeres (032)",754,658,43,29,24
"De 65 y más años (033)",595,557,25,3,10
"Hombres (034)",384,357,16,2,9
"Mujeres (035)",211,200,9,1,1
,,,,,
"RURAL (036)",22238,20798,1148,109,183
"Hombres (037)",16388,15298,873,84,133
"Mujeres (038)",5850,5500,275,25,50
"De 06 a 14 años (039)",442,422,18,2,
"Hombres (040)",270,257,12,1,
"Mujeres (041)",172,165,6,1,
"De 15 a 29 años (042)",7293,6772,384,45,92
"Hombres (043)",5231,4850,288,34,59
"Mujeres (044)",2062,1922,96,11,33
"De 30 a 44 años (045)",7076,6558,417,42,59
"Hombres (046)",5250,4875,301,30,44
"Mujeres (047)",1826,1683,116,12,15
"De 45 a 64 años (048)",5626,5297,279,20,30
"Hombres (049)",4218,3941,229,19,29
"Mujeres (050)",1408,1356,50,1,1
"De 65 y más años (051)",1801,1749,50,,2
"Hombres (052)",1419,1375,43,,1
"Mujeres (053)",382,374,7,,1
