"CUADRO Nº 17: VIVIENDAS PARTICULARES CON OCUPANTES PRESENTES, POR DISPONIBILIDAD DE ALUMBRADO ELÉCTRICO, POR RED PÚBLICA, SEGÚN DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, Y TIPO DE ABASTECIMIENTO DE AGUA",,,
,,,
"DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL; Y TIPO DE ABASTECIMIENTO DE AGUA",TOTAL,"DISPONE DE ALUMBRADO ELÉCTRICO POR RED PÚBLICA",
,,SI,NO
,,,
"Provincia PARINACOCHAS (000)",8040,4581,3459
"Red pública dentro de la vivienda (001)",3966,3424,542
"Red pública fuera de la vivienda (002)",500,413,87
"Pilón de uso público (003)",249,99,150
"Camión - cisterna u otro similar (004)",18,,18
"Pozo (005)",549,118,431
"Río, acequia, manatial o similar (006)",2240,314,1926
"Vecino (007)",369,183,186
"Otro (008)",149,30,119
,,,
"URBANA (010)",4328,3373,955
"Red pública dentro de la vivienda (011)",3203,2861,342
"Red pública fuera de la vivienda (012)",357,305,52
"Pilón de uso público (013)",94,51,43
"Camión - cisterna u otro similar (014)",7,,7
"Pozo (015)",362,22,340
"Río, acequia, manatial o similar (016)",73,20,53
"Vecino (017)",185,94,91
"Otro (018)",47,20,27
,,,
"RURAL (020)",3712,1208,2504
"Red pública dentro de la vivienda (021)",763,563,200
"Red pública fuera de la vivienda (022)",143,108,35
"Pilón de uso público (023)",155,48,107
"Camión - cisterna u otro similar (024)",11,,11
"Pozo (025)",187,96,91
"Río, acequia, manatial o similar (026)",2167,294,1873
"Vecino (027)",184,89,95
"Otro (028)",102,10,92
