"CUADRO Nº 38: POBLACIÓN DESOCUPADA DE 14 Y MÁS AÑOS DE EDAD, POR TIPO DE DESEMPLEO, SEGÚN DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, GRUPOS DE EDAD Y NIVEL EDUCATIVO ALCANZADO",,,
,,,
"DEPARTAMENTO Y PROVINCIA, ÁREA URBANA Y RURAL, GRUPOS DE EDAD Y NIVEL EDUCATIVO ALCANZADO",TOTAL,"TIPO DE DESEMPLEO",
,,ASPIRANTE,CESANTE
,,,
"Provincia TARATA (000)",218,45,173
"Sin nivel (001)",5,,5
"Primaria (003)",57,12,45
"Secundaria (004)",111,24,87
"Superior no univ. incompleta (005)",6,1,5
"Superior no univ. completa (006)",27,6,21
"Superior univ. incompleta (007)",4,1,3
"Superior univ. completa (008)",8,1,7
"De 14 a 29 años (010)",104,31,73
"Primaria (013)",11,5,6
"Secundaria (014)",63,17,46
"Superior no univ. incompleta (015)",3,1,2
"Superior no univ. completa (016)",20,6,14
"Superior univ. incompleta (017)",2,1,1
"Superior univ. completa (018)",5,1,4
"De 30 a 44 años (020)",74,12,62
"Sin nivel (021)",1,,1
"Primaria (023)",21,6,15
"Secundaria (024)",40,6,34
"Superior no univ. incompleta (025)",3,,3
"Superior no univ. completa (026)",5,,5
"Superior univ. incompleta (027)",2,,2
"Superior univ. completa (028)",2,,2
"De 45 a 64 años (030)",28,2,26
"Sin nivel (031)",3,,3
"Primaria (033)",14,1,13
"Secundaria (034)",8,1,7
"Superior no univ. completa (036)",2,,2
"Superior univ. completa (038)",1,,1
"De 65 y más años (040)",12,,12
"Sin nivel (041)",1,,1
"Primaria (043)",11,,11
,,,
"AREA URBANA (050)",175,29,146
"Sin nivel (051)",3,,3
"Primaria (053)",40,6,34
"Secundaria (054)",91,15,76
"Superior no univ. incompleta (055)",4,1,3
"Superior no univ. completa (056)",25,5,20
"Superior univ. incompleta (057)",4,1,3
"Superior univ. completa (058)",8,1,7
"De 14 a 29 años (060)",82,19,63
"Primaria (063)",5,1,4
"Secundaria (064)",49,10,39
"Superior no univ. incompleta (065)",2,1,1
"Superior no univ. completa (066)",19,5,14
"Superior univ. incompleta (067)",2,1,1
"Superior univ. completa (068)",5,1,4
"De 30 a 44 años (070)",60,8,52
"Primaria (073)",15,4,11
"Secundaria (074)",34,4,30
"Superior no univ. incompleta (075)",2,,2
"Superior no univ. completa (076)",5,,5
"Superior univ. incompleta (077)",2,,2
"Superior univ. completa (078)",2,,2
"De 45 a 64 años (080)",22,2,20
"Sin nivel (081)",2,,2
"Primaria (083)",10,1,9
"Secundaria (084)",8,1,7
"Superior no univ. completa (086)",1,,1
"Superior univ. completa (088)",1,,1
"De 65 y más años (090)",11,,11
"Sin nivel (091)",1,,1
"Primaria (093)",10,,10
,,,
"AREA RURAL (100)",43,16,27
"Sin nivel (101)",2,,2
"Primaria (103)",17,6,11
"Secundaria (104)",20,9,11
"Superior no univ. incompleta (105)",2,,2
"Superior no univ. completa (106)",2,1,1
"De 14 a 29 años (110)",22,12,10
"Primaria (113)",6,4,2
"Secundaria (114)",14,7,7
"Superior no univ. incompleta (115)",1,,1
"Superior no univ. completa (116)",1,1,
"De 30 a 44 años (120)",14,4,10
"Sin nivel (121)",1,,1
"Primaria (123)",6,2,4
"Secundaria (124)",6,2,4
"Superior no univ. incompleta (125)",1,,1
"De 45 a 64 años (130)",6,,6
"Sin nivel (131)",1,,1
"Primaria (133)",4,,4
"Superior no univ. completa (136)",1,,1
"De 65 y más años (140)",1,,1
"Primaria (143)",1,,1
