"CUADRO Nº 19: POBLACIÓN ECONÓMICAMENTE ACTIVA DE 6 Y MÁS AÑOS DE EDAD, POR CATEGORÍA DE OCUPACIÓN, SEGÚN DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y RAMA DE ACTIVIDAD ECONÓMICA",,,,,,,,
,,,,,,,,
"DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y RAMA DE ACTIVIDAD ECONOMICA",TOTAL,"CATEGORIA DE OCUPACION",,,,,,DESOCUPADO
,,EMPLEADO,OBRERO,"TRABAJADOR INDEPENDIENTE","EMPLEADOR O PATRONO","TRABAJADOR FAMILIAR NO REMUNERADO","TRABAJADOR DEL HOGAR",
,,,,,,,,
"Provincia SAN MARTIN (000)",68718,18436,9535,28602,1728,5464,2964,1989
"Agric., ganadería, caza y silvicultura (001)",18012,222,3471,10174,670,3475,,
"Pesca (002)",113,7,45,48,3,10,,
"Explotación de minas y canteras (003)",64,17,41,5,,1,,
"Industrias manufactureras (004)",3804,250,991,2303,141,119,,
"Suministro de electricidad, gas y agua (005)",223,107,106,8,1,1,,
"Construcción (006)",4430,360,2814,1085,118,53,,
"Comerc., rep. veh. autom.,motoc. efect. pers. (007)",12304,3024,536,7114,372,1258,,
"Venta, mant.y rep. veh.autom.y motoc. (008)",1814,316,367,947,116,68,,
"Comercio al por mayor (009)",639,266,30,244,31,68,,
"Comercio al por menor (010)",9851,2442,139,5923,225,1122,,
"Hoteles y restaurantes (011)",3544,1284,167,1788,118,187,,
"Trans., almac. y comunicaciones (012)",5854,1492,586,3599,86,91,,
"Intermediación financiera (013)",503,489,2,8,1,3,,
"Activid.inmobil., empres. y alquileres (014)",3027,2224,100,583,92,28,,
"Admin.pub. y defensa; p. segur.soc.afil (015)",2197,1968,229,,,,,
"Enseñanza (016)",3965,3554,1,389,10,11,,
"Servicios sociales y de salud (017)",1414,1233,13,152,13,3,,
"Otras activ. serv.comun.soc y personales (018)",1735,897,118,673,22,25,,
"Hogares privados con servicio doméstico (019)",2964,,,,,,2964,
"Organiz. y organos extraterritoriales (020)",5,5,,,,,,
"Actividad economica no especificada (021)",2571,1303,315,673,81,199,,
"Desocupado (022)",1989,,,,,,,1989
"Hombres (023)",45234,10417,8276,20875,1368,2848,124,1326
"Agric., ganadería, caza y silvicultura (024)",14801,189,2826,9098,612,2076,,
"Pesca (025)",99,7,41,42,1,8,,
"Explotación de minas y canteras (026)",62,15,41,5,,1,,
"Industrias manufactureras (027)",2706,164,818,1525,120,79,,
"Suministro de electricidad, gas y agua (028)",198,82,106,8,1,1,,
"Construcción (029)",4272,314,2739,1053,115,51,,
"Comerc., rep. veh. autom.,motoc. efect. pers. (030)",6733,1644,522,3899,268,400,,
"Venta, mant.y rep. veh.autom.y motoc. (031)",1650,215,362,912,111,50,,
"Comercio al por mayor (032)",402,177,28,149,25,23,,
"Comercio al por menor (033)",4681,1252,132,2838,132,327,,
"Hoteles y restaurantes (034)",878,428,70,288,40,52,,
"Trans., almac. y comunicaciones (035)",5455,1197,568,3534,79,77,,
"Intermediación financiera (036)",323,314,2,5,1,1,,
"Activid.inmobil., empres. y alquileres (037)",2060,1435,76,465,71,13,,
"Admin.pub. y defensa; p. segur.soc.afil (038)",1582,1416,166,,,,,
"Enseñanza (039)",1872,1658,1,202,4,7,,
"Servicios sociales y de salud (040)",586,474,11,94,6,1,,
"Otras activ. serv.comun.soc y personales (041)",976,539,63,342,13,19,,
"Hogares privados con servicio doméstico (042)",124,,,,,,124,
"Organiz. y organos extraterritoriales (043)",4,4,,,,,,
"Actividad economica no especificada (044)",1177,537,226,315,37,62,,
"Desocupado (045)",1326,,,,,,,1326
"Mujeres (046)",23484,8019,1259,7727,360,2616,2840,663
"Agric., ganadería, caza y silvicultura (047)",3211,33,645,1076,58,1399,,
"Pesca (048)",14,,4,6,2,2,,
"Explotación de minas y canteras (049)",2,2,,,,,,
"Industrias manufactureras (050)",1098,86,173,778,21,40,,
"Suministro de electricidad, gas y agua (051)",25,25,,,,,,
"Construcción (052)",158,46,75,32,3,2,,
"Comerc., rep. veh. autom.,motoc. efect. pers. (053)",5571,1380,14,3215,104,858,,
"Venta, mant.y rep. veh.autom.y motoc. (054)",164,101,5,35,5,18,,
"Comercio al por mayor (055)",237,89,2,95,6,45,,
"Comercio al por menor (056)",5170,1190,7,3085,93,795,,
"Hoteles y restaurantes (057)",2666,856,97,1500,78,135,,
"Trans., almac. y comunicaciones (058)",399,295,18,65,7,14,,
"Intermediación financiera (059)",180,175,,3,,2,,
"Activid.inmobil., empres. y alquileres (060)",967,789,24,118,21,15,,
"Admin.pub. y defensa; p. segur.soc.afil (061)",615,552,63,,,,,
"Enseñanza (062)",2093,1896,,187,6,4,,
"Servicios sociales y de salud (063)",828,759,2,58,7,2,,
"Otras activ. serv.comun.soc y personales (064)",759,358,55,331,9,6,,
"Hogares privados con servicio doméstico (065)",2840,,,,,,2840,
"Organiz. y organos extraterritoriales (066)",1,1,,,,,,
"Actividad economica no especificada (067)",1394,766,89,358,44,137,,
"Desocupado (068)",663,,,,,,,663
,,,,,,,,
"URBANA (069)",62623,18141,8732,25400,1514,4147,2864,1825
"Agric., ganadería, caza y silvicultura (070)",12968,201,2819,7261,466,2221,,
"Pesca (071)",77,6,32,28,3,8,,
"Explotación de minas y canteras (072)",64,17,41,5,,1,,
"Industrias manufactureras (073)",3765,248,976,2284,141,116,,
"Suministro de electricidad, gas y agua (074)",223,107,106,8,1,1,,
"Construcción (075)",4328,357,2730,1073,116,52,,
"Comerc., rep. veh. autom.,motoc. efect. pers. (076)",12158,3007,532,7008,369,1242,,
"Venta, mant.y rep. veh.autom.y motoc. (077)",1804,313,364,944,116,67,,
"Comercio al por mayor (078)",639,266,30,244,31,68,,
"Comercio al por menor (079)",9715,2428,138,5820,222,1107,,
"Hoteles y restaurantes (080)",3495,1270,162,1761,118,184,,
"Trans., almac. y comunicaciones (081)",5765,1476,578,3535,86,90,,
"Intermediación financiera (082)",503,489,2,8,1,3,,
"Activid.inmobil., empres. y alquileres (083)",2999,2198,98,583,92,28,,
"Admin.pub. y defensa; p. segur.soc.afil (084)",2132,1910,222,,,,,
"Enseñanza (085)",3876,3469,1,386,9,11,,
"Servicios sociales y de salud (086)",1399,1220,13,151,12,3,,
"Otras activ. serv.comun.soc y personales (087)",1694,871,114,663,22,24,,
"Hogares privados con servicio doméstico (088)",2864,,,,,,2864,
"Organiz. y organos extraterritoriales (089)",5,5,,,,,,
"Actividad economica no especificada (090)",2483,1290,306,646,78,163,,
"Desocupado (091)",1825,,,,,,,1825
"Hombres (092)",40449,10200,7620,18064,1177,2076,118,1194
"Agric., ganadería, caza y silvicultura (093)",10713,168,2309,6482,428,1326,,
"Pesca (094)",66,6,28,25,1,6,,
"Explotación de minas y canteras (095)",62,15,41,5,,1,,
"Industrias manufactureras (096)",2680,162,806,1514,120,78,,
"Suministro de electricidad, gas y agua (097)",198,82,106,8,1,1,,
"Construcción (098)",4170,311,2655,1041,113,50,,
"Comerc., rep. veh. autom.,motoc. efect. pers. (099)",6652,1633,518,3838,267,396,,
"Venta, mant.y rep. veh.autom.y motoc. (100)",1641,213,359,909,111,49,,
"Comercio al por mayor (101)",402,177,28,149,25,23,,
"Comercio al por menor (102)",4609,1243,131,2780,131,324,,
"Hoteles y restaurantes (103)",863,424,70,278,40,51,,
"Trans., almac. y comunicaciones (104)",5368,1182,561,3470,79,76,,
"Intermediación financiera (105)",323,314,2,5,1,1,,
