"CUADRO Nº 2: TOTAL DE HOGARES EN VIVIENDAS PARTICULARES CON OCUPANTES PRESENTES, POR VARIEDAD DE ARTEFACTOS Y EQUIPOS QUE POSEE, SEGÚN DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, TIPO DE VIVIENDA Y TOTAL DE OCUPANTES PRESENTES",,,,,,,,
,,,,,,,,
"DEPARTAMENTO Y PROVINCIA, ÁREA URBANA Y RURAL, TIPO DE VIVIENDA Y TOTAL DE OCUPANTES PRESENTES",TOTAL,"ARTEFACTOS Y EQUIPOS QUE POSEE EL HOGAR",,,,,,
,,RADIO,"TELEVISOR A COLOR","EQUIPO DE SONIDO","LAVADORA DE ROPA","REFRIGERADORA O CONGELADORA",COMPUTADORA,NINGUNO
,,,,,,,,
"Provincia RODRIGUEZ DE MENDOZA",,,,,,,,
"Hogares (001)",6888,5204,2490,923,97,695,220,1254
"Ocupantes presentes (002)",26354,20379,9694,3683,358,2713,856,4296
"Casa independiente",,,,,,,,
"Hogares (004)",6826,5162,2470,917,95,690,218,1239
"Ocupantes presentes (005)",26147,20231,9619,3657,350,2694,848,4260
"Departamento en edificio",,,,,,,,
"Vivienda en quinta",,,,,,,,
"Hogares (010)",22,16,15,4,2,4,1,3
"Ocupantes presentes (011)",69,49,53,17,8,15,5,6
"Vivienda en casa de vecindad",,,,,,,,
"Hogares (013)",3,3,2,2,,,,
"Ocupantes presentes (014)",16,16,9,9,,,,
"Choza o cabaña",,,,,,,,
"Hogares (016)",30,20,1,,,,,9
"Ocupantes presentes (017)",94,64,6,,,,,24
"Vivienda improvisada",,,,,,,,
"Hogares (019)",2,1,,,,,,1
"Ocupantes presentes (020)",7,6,,,,,,1
"Local no dest.para hab. humana",,,,,,,,
"Hogares (022)",3,1,1,,,,1,1
"Ocupantes presentes (023)",13,9,3,,,,3,1
"Otro tipo",,,,,,,,
"Hogares (025)",2,1,1,,,1,,1
"Ocupantes presentes (026)",8,4,4,,,4,,4
,,,,,,,,
URBANA,,,,,,,,
"Hogares (028)",2341,1814,1506,588,82,527,198,278
"Ocupantes presentes (029)",8560,6775,5668,2264,310,2020,750,854
"Casa independiente",,,,,,,,
"Hogares (031)",2311,1793,1487,582,80,522,196,273
"Ocupantes presentes (032)",8460,6700,5599,2238,302,2001,742,846
"Departamento en edificio",,,,,,,,
"Vivienda en quinta",,,,,,,,
"Hogares (037)",22,16,15,4,2,4,1,3
"Ocupantes presentes (038)",69,49,53,17,8,15,5,6
"Vivienda en casa de vecindad",,,,,,,,
"Hogares (040)",3,3,2,2,,,,
"Ocupantes presentes (041)",16,16,9,9,,,,
"Choza o cabaña",,,,,,,,
"Vivienda improvisada",,,,,,,,
"Hogares (046)",2,1,,,,,,1
"Ocupantes presentes (047)",7,6,,,,,,1
"Local no dest.para hab. humana",,,,,,,,
"Hogares (049)",2,,1,,,,1,1
"Ocupantes presentes (050)",4,,3,,,,3,1
"Otro tipo",,,,,,,,
"Hogares (052)",1,1,1,,,1,,
"Ocupantes presentes (053)",4,4,4,,,4,,
,,,,,,,,
RURAL,,,,,,,,
"Hogares (055)",4547,3390,984,335,15,168,22,976
"Ocupantes presentes (056)",17794,13604,4026,1419,48,693,106,3442
"Casa independiente",,,,,,,,
"Hogares (058)",4515,3369,983,335,15,168,22,966
"Ocupantes presentes (059)",17687,13531,4020,1419,48,693,106,3414
"Departamento en edificio",,,,,,,,
"Vivienda en quinta",,,,,,,,
"Vivienda en casa de vecindad",,,,,,,,
"Choza o cabaña",,,,,,,,
"Hogares (070)",30,20,1,,,,,9
"Ocupantes presentes (071)",94,64,6,,,,,24
"Vivienda improvisada",,,,,,,,
"Local no dest.para hab. humana",,,,,,,,
"Hogares (076)",1,1,,,,,,
"Ocupantes presentes (077)",9,9,,,,,,
"Otro tipo",,,,,,,,
"Hogares (079)",1,,,,,,,1
"Ocupantes presentes (080)",4,,,,,,,4
