"CUADRO Nº 8: POBLACIÓN DE 3 Y MÁS AÑOS DE EDAD, POR GRUPOS DE EDAD, SEGÚN DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, SEXO Y CONDICIÓN DE ALFABETISMO",,,,,,,,,
,,,,,,,,,
"DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, SEXO Y CONDICIÓN DE ALFABETISMO",TOTAL,"GRUPOS DE EDAD",,,,,,,
,,"3 A 4 AÑOS","5 A 9 AÑOS","10 A 14 AÑOS","15 A 19 AÑOS","20 A 29 AÑOS","30 A 39 AÑOS","40 A 64 AÑOS","65 A MÁS AÑOS"
,,,,,,,,,
"Provincia TAHUAMANU (000)",10123,418,908,966,907,2224,1969,2331,400
"Sabe leer y escribir (001)",9255,,709,963,903,2203,1938,2225,314
"No sabe leer y escribir (002)",868,418,199,3,4,21,31,106,86
"Hombres (004)",6128,204,465,478,483,1338,1289,1613,258
"Sabe leer y escribir (005)",5747,,366,475,481,1332,1279,1589,225
"No sabe leer y escribir (006)",381,204,99,3,2,6,10,24,33
"Mujeres (008)",3995,214,443,488,424,886,680,718,142
"Sabe leer y escribir (009)",3508,,343,488,422,871,659,636,89
"No sabe leer y escribir (010)",487,214,100,,2,15,21,82,53
,,,,,,,,,
"URBANA (012)",7164,304,644,688,673,1653,1427,1543,232
"Sabe leer y escribir (013)",6602,,502,687,671,1644,1411,1498,189
"No sabe leer y escribir (014)",562,304,142,1,2,9,16,45,43
"Hombres (016)",4217,143,326,326,348,974,907,1054,139
"Sabe leer y escribir (017)",3972,,259,325,348,971,899,1044,126
"No sabe leer y escribir (018)",245,143,67,1,,3,8,10,13
"Mujeres (020)",2947,161,318,362,325,679,520,489,93
"Sabe leer y escribir (021)",2630,,243,362,323,673,512,454,63
"No sabe leer y escribir (022)",317,161,75,,2,6,8,35,30
,,,,,,,,,
"RURAL (024)",2959,114,264,278,234,571,542,788,168
"Sabe leer y escribir (025)",2653,,207,276,232,559,527,727,125
"No sabe leer y escribir (026)",306,114,57,2,2,12,15,61,43
"Hombres (028)",1911,61,139,152,135,364,382,559,119
"Sabe leer y escribir (029)",1775,,107,150,133,361,380,545,99
"No sabe leer y escribir (030)",136,61,32,2,2,3,2,14,20
"Mujeres (032)",1048,53,125,126,99,207,160,229,49
"Sabe leer y escribir (033)",878,,100,126,99,198,147,182,26
"No sabe leer y escribir (034)",170,53,25,,,9,13,47,23
