"CUADRO Nº 12: POBLACIÓN FEMENINA DE 12 Y MÁS AÑOS DE EDAD, POR AÑO EN QUE NACIÓ SU ÚLTIMO HIJO NACIDO VIVO, SEGÚN DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, CONDICIÓN DE ACTIVIDAD Y GRUPOS QUINQUENALES DE EDAD",,,,,,,,
,,,,,,,,
"DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, CONDICIÓN DE ACTIVIDAD Y GRUPOS QUINQUENALES DE EDAD",TOTAL,"GRUPO DE AÑOS EN QUE NACIÓ SU ÚLTIMO HIJO NACIDO VIVO",,,,,,"NO ESPECIFICADO"
,,"ANTES DE 1960","1960 A 1969","1970 A 1979","1980 A 1989","1990 A 1999","2000 A 2007",
,,,,,,,,
"Provincia MORROPON (000)",42539,312,1143,2847,5205,9156,13669,10207
"De 12 a 14 años (001)",98,,,,,,3,95
"De 15 a 19 años (002)",1027,,,,,,577,450
"De 20 a 24 años (003)",3910,,,,,7,2216,1687
"De 25 a 29 años (004)",4622,,,,,181,3061,1380
"De 30 a 34 años (005)",4948,,,,,671,3198,1079
"De 35 a 39 años (006)",4914,,,,34,1535,2488,857
"De 40 a 44 años (007)",4584,,,,224,2138,1446,776
"De 45 a 49 años (008)",4012,,,5,617,2127,593,670
"De 50 y más años (009)",14424,312,1143,2842,4330,2497,87,3213
"PEA (010)",8740,15,94,331,1027,2247,2636,2390
"De 12 a 14 años (011)",11,,,,,,,11
"De 15 a 19 años (012)",119,,,,,,67,52
"De 20 a 24 años (013)",743,,,,,1,338,404
"De 25 a 29 años (014)",962,,,,,38,544,380
"De 30 a 34 años (015)",1108,,,,,179,624,305
"De 35 a 39 años (016)",1298,,,,11,425,587,275
"De 40 a 44 años (017)",1215,,,,67,594,324,230
"De 45 a 49 años (018)",1079,,,2,196,527,138,216
"De 50 y más años (019)",2205,15,94,329,753,483,14,517
"Ocupada (020)",8446,14,94,330,1011,2194,2547,2256
"De 12 a 14 años (021)",11,,,,,,,11
"De 15 a 19 años (022)",109,,,,,,63,46
"De 20 a 24 años (023)",673,,,,,1,320,352
"De 25 a 29 años (024)",907,,,,,37,519,351
"De 30 a 34 años (025)",1071,,,,,173,610,288
"De 35 a 39 años (026)",1266,,,,11,415,572,268
"De 40 a 44 años (027)",1194,,,,65,585,316,228
"De 45 a 49 años (028)",1053,,,2,193,514,133,211
"De 50 y más años (029)",2162,14,94,328,742,469,14,501
"Desocupada (030)",294,1,,1,16,53,89,134
"De 15 a 19 años (032)",10,,,,,,4,6
"De 20 a 24 años (033)",70,,,,,,18,52
"De 25 a 29 años (034)",55,,,,,1,25,29
"De 30 a 34 años (035)",37,,,,,6,14,17
"De 35 a 39 años (036)",32,,,,,10,15,7
"De 40 a 44 años (037)",21,,,,2,9,8,2
"De 45 a 49 años (038)",26,,,,3,13,5,5
"De 50 y más años (039)",43,1,,1,11,14,,16
"No PEA (040)",33799,297,1049,2516,4178,6909,11033,7817
"De 12 a 14 años (041)",87,,,,,,3,84
"De 15 a 19 años (042)",908,,,,,,510,398
"De 20 a 24 años (043)",3167,,,,,6,1878,1283
"De 25 a 29 años (044)",3660,,,,,143,2517,1000
"De 30 a 34 años (045)",3840,,,,,492,2574,774
"De 35 a 39 años (046)",3616,,,,23,1110,1901,582
