"CUADRO Nº 15: POBLACIÓN OCUPADA DE 6 Y MÁS AÑOS DE EDAD, POR NIVEL EDUCATIVO ALCANZADO, SEGÚN DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y CATEGORÍA DE OCUPACIÓN",,,,,,,,,
,,,,,,,,,
"DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y CATEGORIA DE OCUPACIÓN",TOTAL,"NIVEL EDUCATIVO ALCANZADO",,,,,,,
,,"SIN NIVEL","EDUCACIÓN INICIAL",PRIMARIA,SECUNDARIA,"SUP. NO UNIV. INCOMPLETA","SUP. NO UNIV. COMPLETA","SUP. UNIV. INCOMPLETA","SUP. UNIV. COMPLETA"
,,,,,,,,,
"Provincia CORONEL PORTILLO (000)",121102,1887,110,29339,55761,8398,10405,5495,9707
"Empleado (001)",30912,96,16,1831,9579,3259,6425,2788,6918
"Obrero (002)",20664,355,17,5981,12039,990,622,413,247
"Trabajador independiente (003)",54948,1081,40,16189,27337,3486,2831,1884,2100
"Empleador o patrono (004)",2657,29,,529,1174,169,240,206,310
"Trabajador familiar no remunerado (005)",8062,239,34,3542,3489,288,190,166,114
"Trabajador del hogar (006)",3859,87,3,1267,2143,206,97,38,18
"Hombres (008)",80101,964,67,18738,39355,5487,5816,3719,5955
"Empleado (009)",17579,45,7,928,5979,1846,3142,1715,3917
"Obrero (010)",18107,257,15,4965,10829,896,552,373,220
"Trabajador independiente (011)",38318,575,25,10768,19697,2464,1870,1393,1526
"Empleador o patrono (012)",2038,18,,413,901,136,176,149,245
"Trabajador familiar no remunerado (013)",3809,64,20,1597,1805,126,66,85,46
"Trabajador del hogar (014)",250,5,,67,144,19,10,4,1
"Mujeres (016)",41001,923,43,10601,16406,2911,4589,1776,3752
"Empleado (017)",13333,51,9,903,3600,1413,3283,1073,3001
"Obrero (018)",2557,98,2,1016,1210,94,70,40,27
"Trabajador independiente (019)",16630,506,15,5421,7640,1022,961,491,574
"Empleador o patrono (020)",619,11,,116,273,33,64,57,65
"Trabajador familiar no remunerado (021)",4253,175,14,1945,1684,162,124,81,68
"Trabajador del hogar (022)",3609,82,3,1200,1999,187,87,34,17
,,,,,,,,,
"URBANA (024)",103090,959,91,20226,48928,7992,10014,5387,9493
"Empleado (025)",30224,92,16,1777,9434,3162,6236,2740,6767
"Obrero (026)",17563,157,17,4468,10766,939,574,403,239
"Trabajador independiente (027)",44703,549,31,10814,23420,3281,2710,1843,2055
"Empleador o patrono (028)",2244,13,,331,1010,154,230,201,305
"Trabajador familiar no remunerado (029)",4728,80,24,1694,2235,250,173,163,109
"Trabajador del hogar (030)",3628,68,3,1142,2063,206,91,37,18
"Hombres (032)",66575,416,57,12145,33848,5157,5520,3634,5798
"Empleado (033)",17116,42,7,899,5872,1787,3012,1680,3817
"Obrero (034)",15540,117,15,3765,9704,852,512,363,212
"Trabajador independiente (035)",29921,225,19,6421,16365,2280,1765,1361,1485
"Empleador o patrono (036)",1683,6,,245,758,121,167,145,241
"Trabajador familiar no remunerado (037)",2091,25,16,759,1013,98,56,82,42
"Trabajador del hogar (038)",224,1,,56,136,19,8,3,1
"Mujeres (040)",36515,543,34,8081,15080,2835,4494,1753,3695
"Empleado (041)",13108,50,9,878,3562,1375,3224,1060,2950
"Obrero (042)",2023,40,2,703,1062,87,62,40,27
"Trabajador independiente (043)",14782,324,12,4393,7055,1001,945,482,570
"Empleador o patrono (044)",561,7,,86,252,33,63,56,64
"Trabajador familiar no remunerado (045)",2637,55,8,935,1222,152,117,81,67
"Trabajador del hogar (046)",3404,67,3,1086,1927,187,83,34,17
,,,,,,,,,
"RURAL (048)",18012,928,19,9113,6833,406,391,108,214
"Empleado (049)",688,4,,54,145,97,189,48,151
"Obrero (050)",3101,198,,1513,1273,51,48,10,8
"Trabajador independiente (051)",10245,532,9,5375,3917,205,121,41,45
"Empleador o patrono (052)",413,16,,198,164,15,10,5,5
"Trabajador familiar no remunerado (053)",3334,159,10,1848,1254,38,17,3,5
"Trabajador del hogar (054)",231,19,,125,80,,6,1,
"Hombres (056)",13526,548,10,6593,5507,330,296,85,157
"Empleado (057)",463,3,,29,107,59,130,35,100
"Obrero (058)",2567,140,,1200,1125,44,40,10,8
"Trabajador independiente (059)",8397,350,6,4347,3332,184,105,32,41
"Empleador o patrono (060)",355,12,,168,143,15,9,4,4
"Trabajador familiar no remunerado (061)",1718,39,4,838,792,28,10,3,4
"Trabajador del hogar (062)",26,4,,11,8,,2,1,
"Mujeres (064)",4486,380,9,2520,1326,76,95,23,57
"Empleado (065)",225,1,,25,38,38,59,13,51
"Obrero (066)",534,58,,313,148,7,8,,
"Trabajador independiente (067)",1848,182,3,1028,585,21,16,9,4
"Empleador o patrono (068)",58,4,,30,21,,1,1,1
"Trabajador familiar no remunerado (069)",1616,120,6,1010,462,10,7,,1
"Trabajador del hogar (070)",205,15,,114,72,,4,,
