"CUADRO Nº 3: POBLACIÓN FEMENINA DE 12 Y MÁS AÑOS DE EDAD, POR NÚMERO DE HIJOS NACIDOS VIVOS, SEGÚN DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, CONDICIÓN DE ACTIVIDAD Y GRUPOS QUINQUENALES DE EDAD",,,,,,,,,,,,
,,,,,,,,,,,,
"DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, CONDICIÓN DE ACTIVIDAD Y GRUPOS QUINQUENALES DE EDAD","TOTAL DE MUJERES","POBLACIÓN FEMENINA POR NÚMERO DE HIJOS NACIDOS VIVOS",,,,,,,,,"SIN DECLARACIÓN","TOTAL DE HIJOS NACIDOS VIVOS"
,,TOTAL,0,1,2,3,"4 A 5","6 A 7","8 A 9","10 A MÁS",,
,,,,,,,,,,,,
"Provincia JULCAN (000)",11317,11072,3323,1298,1222,1097,1684,1120,765,563,245,34556
"De 12 a 14 años (001)",1352,1345,1342,3,,,,,,,7,3
"De 15 a 19 años (002)",1506,1493,1254,196,39,2,2,,,,13,288
"De 20 a 24 años (003)",1253,1167,341,404,275,108,35,4,,,86,1447
"De 25 a 29 años (004)",1066,1004,100,230,273,200,182,18,1,,62,2271
"De 30 a 34 años (005)",1026,1000,68,140,226,230,250,65,20,1,26,2958
"De 35 a 39 años (006)",1035,1017,36,97,148,153,335,175,58,15,18,4099
"De 40 a 44 años (007)",842,832,46,52,82,136,240,174,75,27,10,3769
"De 45 a 49 años (008)",671,668,24,39,55,74,159,152,92,73,3,3664
"De 50 y más años (009)",2566,2546,112,137,124,194,481,532,519,447,20,16057
"PEA (010)",1034,976,290,157,140,109,122,91,45,22,58,2526
"De 12 a 14 años (011)",35,35,35,,,,,,,,,
"De 15 a 19 años (012)",159,158,142,13,3,,,,,,1,19
"De 20 a 24 años (013)",132,111,49,36,17,6,3,,,,21,100
"De 25 a 29 años (014)",111,91,19,33,21,13,5,,,,20,136
"De 30 a 34 años (015)",119,113,17,29,32,25,8,1,1,,6,219
"De 35 a 39 años (016)",133,127,10,20,33,20,30,13,1,,6,372
"De 40 a 44 años (017)",92,89,6,8,16,13,26,14,6,,3,340
"De 45 a 49 años (018)",68,67,5,4,9,14,12,17,5,1,1,284
"De 50 y más años (019)",185,185,7,14,9,18,38,46,32,21,,1056
"Ocupada (020)",880,828,179,142,136,105,116,86,44,20,52,2405
"De 12 a 14 años (021)",10,10,10,,,,,,,,,
"De 15 a 19 años (022)",95,94,80,11,3,,,,,,1,17
