"CUADRO Nº 3: POBLACIÓN FEMENINA DE 12 Y MÁS AÑOS DE EDAD, POR NÚMERO DE HIJOS NACIDOS VIVOS, SEGÚN DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, CONDICIÓN DE ACTIVIDAD Y GRUPOS QUINQUENALES DE EDAD",,,,,,,,,,,,
,,,,,,,,,,,,
"DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, CONDICIÓN DE ACTIVIDAD Y GRUPOS QUINQUENALES DE EDAD","TOTAL DE MUJERES","POBLACIÓN FEMENINA POR NÚMERO DE HIJOS NACIDOS VIVOS",,,,,,,,,"SIN DECLARACIÓN","TOTAL DE HIJOS NACIDOS VIVOS"
,,TOTAL,0,1,2,3,"4 A 5","6 A 7","8 A 9","10 A MÁS",,
,,,,,,,,,,,,
"Provincia SANDIA (000)",20751,20230,6543,2580,2455,2104,3100,1959,1007,482,521,53905
"De 12 a 14 años (001)",2250,2232,2221,8,3,,,,,,18,14
"De 15 a 19 años (002)",2907,2865,2484,340,36,5,,,,,42,427
"De 20 a 24 años (003)",2459,2272,900,812,409,115,34,2,,,187,2130
"De 25 a 29 años (004)",2401,2260,330,658,640,390,221,18,3,,141,4188
"De 30 a 34 años (005)",2016,1959,170,270,513,446,455,93,11,1,57,5309
"De 35 a 39 años (006)",1999,1975,98,157,350,393,653,260,55,9,24,7129
"De 40 a 44 años (007)",1643,1631,81,86,166,229,553,347,133,36,12,7279
"De 45 a 49 años (008)",1306,1298,44,63,99,166,371,328,176,51,8,6564
"De 50 y más años (009)",3770,3738,215,186,239,360,813,911,629,385,32,20865
"PEA (010)",9629,9339,1813,1325,1330,1166,1757,1096,583,269,290,30222
"De 12 a 14 años (011)",99,95,94,,1,,,,,,4,2
"De 15 a 19 años (012)",747,731,583,129,17,2,,,,,16,169
"De 20 a 24 años (013)",1181,1087,504,348,166,53,14,2,,,94,912
"De 25 a 29 años (014)",1296,1207,222,348,326,187,113,8,3,,89,2125
"De 30 a 34 años (015)",1198,1153,126,175,297,257,243,50,5,,45,2960
"De 35 a 39 años (016)",1188,1173,64,98,225,245,369,134,33,5,15,4085
"De 40 a 44 años (017)",978,968,49,68,103,120,339,201,74,14,10,4216
"De 45 a 49 años (018)",814,809,34,46,64,109,220,198,111,27,5,3992
"De 50 y más años (019)",2128,2116,137,113,131,193,459,503,357,223,12,11761
"Ocupada (020)",9440,9166,1694,1308,1312,1157,1751,1092,583,269,274,30089
"De 12 a 14 años (021)",93,89,88,,1,,,,,,4,2
