"CUADRO Nº 15: POBLACIÓN FEMENINA DE 12 Y MÁS AÑOS DE EDAD, POR EDAD QUE TENÍA CUANDO NACIÓ SU PRIMER HIJO(A) NACIDO VIVO, SEGÚN DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, Y RELIGIÓN QUE PROFESA",,,,,,,,,,,
,,,,,,,,,,,
"DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL Y RELIGIÓN QUE PROFESA",TOTAL,"EDAD QUE TENÍA CUANDO NACIÓ SU PRIMER HIJO",,,,,,,,,"NO ESPECIFICADO"
,,"DE 12 A 14 AÑOS","DE 15 A 19 AÑOS","DE 20 A 24 AÑOS","DE 25 A 29 AÑOS","DE 30 A 34 AÑOS","DE 35 A 39 AÑOS","DE 40 A 44 AÑOS","DE 45 A 49 AÑOS","DE 50 A MÁS AÑOS",
,,,,,,,,,,,
"Provincia CANDARAVE (000)",2443,38,969,821,250,107,50,14,2,,192
"Catolica (001)",2011,29,776,689,210,90,44,11,1,,161
"Cristiana / Evangelica (002)",128,2,63,31,15,8,,2,1,,6
"Otra (003)",255,6,114,85,21,7,6,1,,,15
"Ninguna (004)",49,1,16,16,4,2,,,,,10
,,,,,,,,,,,
"URBANA (006)",1657,27,657,533,175,75,37,9,1,,143
"Catolica (007)",1362,22,522,441,152,63,34,7,,,121
"Cristiana / Evangelica (008)",83,1,42,22,5,6,,1,1,,5
"Otra (009)",180,4,82,60,16,5,3,1,,,9
"Ninguna (010)",32,,11,10,2,1,,,,,8
,,,,,,,,,,,
"RURAL (012)",786,11,312,288,75,32,13,5,1,,49
"Catolica (013)",649,7,254,248,58,27,10,4,1,,40
"Cristiana / Evangelica (014)",45,1,21,9,10,2,,1,,,1
"Otra (015)",75,2,32,25,5,2,3,,,,6
"Ninguna (016)",17,1,5,6,2,1,,,,,2
