"CUADRO Nº 8: POBLACIÓN ECONÓMICAMENTE ACTIVA DE 6 Y MÁS AÑOS DE EDAD, POR GRANDES GRUPOS DE EDAD, SEGÚN DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y CATEGORÍA DE OCUPACIÓN",,,,,,
,,,,,,
"DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y CATEGORIA DE OCUPACION",TOTAL,"GRANDES GRUPOS DE EDAD",,,,
,,"6 A 14 AÑOS","15 A 29 AÑOS","30 A 44 AÑOS","45 A 64 AÑOS","65 Y MÁS AÑOS"
,,,,,,
"Provincia OTUZCO (000)",29433,1093,10249,9053,6538,2500
"Empleado (001)",1997,21,578,1024,339,35
"Obrero (002)",2879,55,1222,900,565,137
"Trabajador independiente (003)",16350,103,4081,5576,4643,1947
"Empleador o patrono (004)",206,2,47,73,65,19
"Trabajador familiar no remunerado (005)",6469,789,3597,1092,697,294
"Trabajador del hogar (006)",652,68,299,154,106,25
"Desocupado (008)",880,55,425,234,123,43
"Hombres (009)",23463,742,8127,7192,5290,2112
"Empleado (010)",1038,8,278,513,214,25
"Obrero (011)",2568,46,1103,808,492,119
"Trabajador independiente (012)",14283,96,3540,4889,4019,1739
"Empleador o patrono (013)",181,1,44,67,53,16
"Trabajador familiar no remunerado (014)",4657,539,2828,710,406,174
"Trabajador del hogar (015)",36,13,17,3,1,2
"Desocupado (017)",700,39,317,202,105,37
"Mujeres (018)",5970,351,2122,1861,1248,388
"Empleado (019)",959,13,300,511,125,10
"Obrero (020)",311,9,119,92,73,18
"Trabajador independiente (021)",2067,7,541,687,624,208
"Empleador o patrono (022)",25,1,3,6,12,3
"Trabajador familiar no remunerado (023)",1812,250,769,382,291,120
"Trabajador del hogar (024)",616,55,282,151,105,23
"Desocupado (026)",180,16,108,32,18,6
,,,,,,
"URBANA (027)",7795,183,2257,2747,1976,632
"Empleado (028)",1676,13,454,899,281,29
"Obrero (029)",1054,16,418,318,244,58
"Trabajador independiente (030)",3616,19,740,1207,1193,457
"Empleador o patrono (031)",76,1,14,29,24,8
"Trabajador familiar no remunerado (032)",765,103,319,146,145,52
"Trabajador del hogar (033)",232,24,113,53,37,5
"Desocupado (035)",376,7,199,95,52,23
"Hombres (036)",5183,104,1505,1750,1357,467
"Empleado (037)",866,2,221,441,180,22
"Obrero (038)",921,13,376,276,206,50
"Trabajador independiente (039)",2627,15,539,864,863,346
"Empleador o patrono (040)",57,,13,25,13,6
"Trabajador familiar no remunerado (041)",413,63,208,66,53,23
"Trabajador del hogar (042)",16,4,7,3,1,1
"Desocupado (044)",283,7,141,75,41,19
"Mujeres (045)",2612,79,752,997,619,165
"Empleado (046)",810,11,233,458,101,7
"Obrero (047)",133,3,42,42,38,8
"Trabajador independiente (048)",989,4,201,343,330,111
"Empleador o patrono (049)",19,1,1,4,11,2
"Trabajador familiar no remunerado (050)",352,40,111,80,92,29
"Trabajador del hogar (051)",216,20,106,50,36,4
"Desocupado (053)",93,,58,20,11,4
,,,,,,
"RURAL (054)",21638,910,7992,6306,4562,1868
"Empleado (055)",321,8,124,125,58,6
"Obrero (056)",1825,39,804,582,321,79
"Trabajador independiente (057)",12734,84,3341,4369,3450,1490
"Empleador o patrono (058)",130,1,33,44,41,11
"Trabajador familiar no remunerado (059)",5704,686,3278,946,552,242
"Trabajador del hogar (060)",420,44,186,101,69,20
"Desocupado (062)",504,48,226,139,71,20
"Hombres (063)",18280,638,6622,5442,3933,1645
"Empleado (064)",172,6,57,72,34,3
"Obrero (065)",1647,33,727,532,286,69
"Trabajador independiente (066)",11656,81,3001,4025,3156,1393
"Empleador o patrono (067)",124,1,31,42,40,10
"Trabajador familiar no remunerado (068)",4244,476,2620,644,353,151
"Trabajador del hogar (069)",20,9,10,,,1
"Desocupado (071)",417,32,176,127,64,18
"Mujeres (072)",3358,272,1370,864,629,223
"Empleado (073)",149,2,67,53,24,3
"Obrero (074)",178,6,77,50,35,10
"Trabajador independiente (075)",1078,3,340,344,294,97
"Empleador o patrono (076)",6,,2,2,1,1
"Trabajador familiar no remunerado (077)",1460,210,658,302,199,91
"Trabajador del hogar (078)",400,35,176,101,69,19
"Desocupado (080)",87,16,50,12,7,2
