"CUADRO Nº 38: POBLACIÓN DESOCUPADA DE 14 Y MÁS AÑOS DE EDAD, POR TIPO DE DESEMPLEO, SEGÚN DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, GRUPOS DE EDAD Y NIVEL EDUCATIVO ALCANZADO",,,
,,,
"DEPARTAMENTO Y PROVINCIA, ÁREA URBANA Y RURAL, GRUPOS DE EDAD Y NIVEL EDUCATIVO ALCANZADO",TOTAL,"TIPO DE DESEMPLEO",
,,ASPIRANTE,CESANTE
,,,
"Provincia PALLASCA (000)",559,195,364
"Sin nivel (001)",35,14,21
"Primaria (003)",283,104,179
"Secundaria (004)",188,64,124
"Superior no univ. incompleta (005)",15,5,10
"Superior no univ. completa (006)",10,2,8
"Superior univ. incompleta (007)",12,2,10
"Superior univ. completa (008)",16,4,12
"De 14 a 29 años (010)",281,140,141
"Sin nivel (011)",12,8,4
"Primaria (013)",108,63,45
"Secundaria (014)",141,62,79
"Superior no univ. incompleta (015)",8,4,4
"Superior no univ. completa (016)",4,,4
"Superior univ. incompleta (017)",5,2,3
"Superior univ. completa (018)",3,1,2
"De 30 a 44 años (020)",162,45,117
"Sin nivel (021)",12,5,7
"Primaria (023)",93,34,59
"Secundaria (024)",34,1,33
"Superior no univ. incompleta (025)",3,1,2
"Superior no univ. completa (026)",6,2,4
"Superior univ. incompleta (027)",5,,5
"Superior univ. completa (028)",9,2,7
"De 45 a 64 años (030)",96,10,86
"Sin nivel (031)",8,1,7
"Primaria (033)",67,7,60
"Secundaria (034)",12,1,11
"Superior no univ. incompleta (035)",4,,4
"Superior univ. incompleta (037)",1,,1
"Superior univ. completa (038)",4,1,3
"De 65 y más años (040)",20,,20
"Sin nivel (041)",3,,3
"Primaria (043)",15,,15
"Secundaria (044)",1,,1
"Superior univ. incompleta (047)",1,,1
,,,
"AREA URBANA (050)",306,86,220
"Sin nivel (051)",12,6,6
"Primaria (053)",128,32,96
"Secundaria (054)",127,41,86
"Superior no univ. incompleta (055)",9,2,7
"Superior no univ. completa (056)",7,1,6
"Superior univ. incompleta (057)",10,1,9
"Superior univ. completa (058)",13,3,10
"De 14 a 29 años (060)",155,60,95
"Sin nivel (061)",4,3,1
"Primaria (063)",44,14,30
"Secundaria (064)",93,39,54
"Superior no univ. incompleta (065)",5,2,3
"Superior no univ. completa (066)",2,,2
"Superior univ. incompleta (067)",4,1,3
"Superior univ. completa (068)",3,1,2
"De 30 a 44 años (070)",85,20,65
"Sin nivel (071)",3,2,1
"Primaria (073)",39,14,25
"Secundaria (074)",24,1,23
"Superior no univ. incompleta (075)",2,,2
"Superior no univ. completa (076)",5,1,4
"Superior univ. incompleta (077)",4,,4
"Superior univ. completa (078)",8,2,6
"De 45 a 64 años (080)",54,6,48
"Sin nivel (081)",4,1,3
"Primaria (083)",36,4,32
"Secundaria (084)",9,1,8
"Superior no univ. incompleta (085)",2,,2
"Superior univ. incompleta (087)",1,,1
"Superior univ. completa (088)",2,,2
"De 65 y más años (090)",12,,12
"Sin nivel (091)",1,,1
"Primaria (093)",9,,9
"Secundaria (094)",1,,1
"Superior univ. incompleta (097)",1,,1
,,,
"AREA RURAL (100)",253,109,144
"Sin nivel (101)",23,8,15
"Primaria (103)",155,72,83
"Secundaria (104)",61,23,38
"Superior no univ. incompleta (105)",6,3,3
"Superior no univ. completa (106)",3,1,2
"Superior univ. incompleta (107)",2,1,1
"Superior univ. completa (108)",3,1,2
"De 14 a 29 años (110)",126,80,46
"Sin nivel (111)",8,5,3
"Primaria (113)",64,49,15
"Secundaria (114)",48,23,25
"Superior no univ. incompleta (115)",3,2,1
"Superior no univ. completa (116)",2,,2
"Superior univ. incompleta (117)",1,1,
"De 30 a 44 años (120)",77,25,52
"Sin nivel (121)",9,3,6
"Primaria (123)",54,20,34
"Secundaria (124)",10,,10
"Superior no univ. incompleta (125)",1,1,
"Superior no univ. completa (126)",1,1,
"Superior univ. incompleta (127)",1,,1
"Superior univ. completa (128)",1,,1
"De 45 a 64 años (130)",42,4,38
"Sin nivel (131)",4,,4
"Primaria (133)",31,3,28
"Secundaria (134)",3,,3
"Superior no univ. incompleta (135)",2,,2
"Superior univ. completa (138)",2,1,1
"De 65 y más años (140)",8,,8
"Sin nivel (141)",2,,2
"Primaria (143)",6,,6
