"CUADRO Nº 1: POBLACIÓN DE 12 Y MÁS AÑOS DE EDAD, POR GRUPOS DE EDAD, SEGÚN DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y RELIGIÓN QUE PROFESA",,,,,,,
,,,,,,,
"DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y RELIGIÓN QUE PROFESA",TOTAL,"GRUPOS DE EDAD",,,,,
,,"12 A 16 AÑOS","17 A 24 AÑOS","25 A 34 AÑOS","35 A 44 AÑOS","45 A 54 AÑOS","55 A MÁS AÑOS"
,,,,,,,
"Provincia CASMA (000)",32589,4743,6135,6582,5585,4025,5519
"Católica (001)",28148,4173,5371,5675,4787,3480,4662
"Cristiana/Evangélica (002)",3367,419,509,645,629,436,729
"Otra (003)",435,51,79,97,71,58,79
"Ninguna (004)",639,100,176,165,98,51,49
"Hombres (006)",16598,2402,3199,3321,2775,2006,2895
"Católica (007)",14466,2103,2836,2877,2374,1765,2511
"Cristiana/Evangélica (008)",1538,222,235,291,298,182,310
"Otra (009)",214,25,40,45,37,27,40
"Ninguna (010)",380,52,88,108,66,32,34
"Mujeres (012)",15991,2341,2936,3261,2810,2019,2624
"Católica (013)",13682,2070,2535,2798,2413,1715,2151
"Cristiana/Evangélica (014)",1829,197,274,354,331,254,419
"Otra (015)",221,26,39,52,34,31,39
"Ninguna (016)",259,48,88,57,32,19,15
,,,,,,,
"URBANA (018)",22808,3147,4265,4701,4070,2862,3763
"Católica (019)",19617,2762,3682,4041,3488,2474,3170
"Cristiana/Evangélica (020)",2304,264,368,448,440,299,485
"Otra (021)",348,42,63,77,55,47,64
"Ninguna (022)",539,79,152,135,87,42,44
"Hombres (024)",11410,1604,2154,2309,1985,1414,1944
"Católica (025)",9898,1407,1880,1985,1701,1245,1680
"Cristiana/Evangélica (026)",1024,135,166,200,199,122,202
"Otra (027)",163,19,31,34,28,21,30
"Ninguna (028)",325,43,77,90,57,26,32
"Mujeres (030)",11398,1543,2111,2392,2085,1448,1819
"Católica (031)",9719,1355,1802,2056,1787,1229,1490
"Cristiana/Evangélica (032)",1280,129,202,248,241,177,283
"Otra (033)",185,23,32,43,27,26,34
"Ninguna (034)",214,36,75,45,30,16,12
,,,,,,,
"RURAL (036)",9781,1596,1870,1881,1515,1163,1756
"Católica (037)",8531,1411,1689,1634,1299,1006,1492
"Cristiana/Evangélica (038)",1063,155,141,197,189,137,244
"Otra (039)",87,9,16,20,16,11,15
"Ninguna (040)",100,21,24,30,11,9,5
"Hombres (042)",5188,798,1045,1012,790,592,951
"Católica (043)",4568,696,956,892,673,520,831
"Cristiana/Evangélica (044)",514,87,69,91,99,60,108
"Otra (045)",51,6,9,11,9,6,10
"Ninguna (046)",55,9,11,18,9,6,2
"Mujeres (048)",4593,798,825,869,725,571,805
"Católica (049)",3963,715,733,742,626,486,661
"Cristiana/Evangélica (050)",549,68,72,106,90,77,136
"Otra (051)",36,3,7,9,7,5,5
"Ninguna (052)",45,12,13,12,2,3,3
