"CUADRO Nº 36: POBLACIÓN DESOCUPADA DE 14 Y MÁS AÑOS DE EDAD, POR TIPO DE DESEMPLEO, SEGÚN DEPARTAMENTO, PROVINCIA Y DISTRITO, ÁREA URBANA Y RURAL, SEXO Y GRUPOS DE EDAD",,,
,,,
"DEPARTAMENTO Y PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y GRUPOS DE EDAD",TOTAL,"TIPO DE DESEMPLEO",
,,ASPIRANTE,CESANTE
,,,
"Provincia PIURA (000)",13560,3276,10284
"De 14 a 29 años (001)",7273,2602,4671
"De 30 a 44 años (002)",3708,544,3164
"De 45 a 64 años (003)",2208,130,2078
"De 65 y más años (004)",371,,371
"Hombres (005)",9746,2039,7707
"De 14 a 29 años (006)",4812,1610,3202
"De 30 a 44 años (007)",2759,351,2408
"De 45 a 64 años (008)",1838,78,1760
"De 65 y más años (009)",337,,337
"Mujeres (010)",3814,1237,2577
"De 14 a 29 años (011)",2461,992,1469
"De 30 a 44 años (012)",949,193,756
"De 45 a 64 años (013)",370,52,318
"De 65 y más años (014)",34,,34
,,,
"AREA URBANA (015)",12170,2937,9233
"De 14 a 29 años (016)",6452,2308,4144
"De 30 a 44 años (017)",3350,513,2837
"De 45 a 64 años (018)",2042,116,1926
"De 65 y más años (019)",326,,326
"Hombres (020)",8541,1777,6764
"De 14 a 29 años (021)",4139,1388,2751
"De 30 a 44 años (022)",2425,324,2101
"De 45 a 64 años (023)",1683,65,1618
"De 65 y más años (024)",294,,294
"Mujeres (025)",3629,1160,2469
"De 14 a 29 años (026)",2313,920,1393
"De 30 a 44 años (027)",925,189,736
"De 45 a 64 años (028)",359,51,308
"De 65 y más años (029)",32,,32
,,,
"AREA RURAL (030)",1390,339,1051
"De 14 a 29 años (031)",821,294,527
"De 30 a 44 años (032)",358,31,327
"De 45 a 64 años (033)",166,14,152
"De 65 y más años (034)",45,,45
"Hombres (035)",1205,262,943
"De 14 a 29 años (036)",673,222,451
"De 30 a 44 años (037)",334,27,307
"De 45 a 64 años (038)",155,13,142
"De 65 y más años (039)",43,,43
"Mujeres (040)",185,77,108
"De 14 a 29 años (041)",148,72,76
"De 30 a 44 años (042)",24,4,20
"De 45 a 64 años (043)",11,1,10
"De 65 y más años (044)",2,,2
