"CUADRO Nº 10: POBLACIÓN OCUPADA DE 6 Y MÁS AÑOS DE EDAD, POR TAMAÑO DE ESTABLECIMIENTO DONDE TRABAJA, SEGÚN DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y GRANDES GRUPOS DE EDAD",,,,,
,,,,,
"DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y GRANDES GRUPOS DE EDAD",TOTAL,"TAMAÑO DE ESTABLECIMIENTO",,,
,,"1 A 5 PERSONAS","6 A 10 PERSONAS","11 A 50 PERSONAS","51 Y MÁS PERSONAS"
,,,,,
"Provincia SAN MARTIN (000)",66729,47469,7215,5969,6076
"Hombres (001)",43908,30877,5182,3845,4004
"Mujeres (002)",22821,16592,2033,2124,2072
"De 06 a 14 años (003)",1499,1330,126,41,2
"Hombres (004)",971,846,93,31,1
"Mujeres (005)",528,484,33,10,1
"De 15 a 29 años (006)",22953,16470,2951,2021,1511
"Hombres (007)",14959,10673,2063,1298,925
"Mujeres (008)",7994,5797,888,723,586
"De 30 a 44 años (009)",24089,16080,2571,2656,2782
"Hombres (010)",15443,10134,1830,1647,1832
"Mujeres (011)",8646,5946,741,1009,950
"De 45 a 64 años (012)",15602,11257,1425,1194,1726
"Hombres (013)",10668,7562,1086,822,1198
"Mujeres (014)",4934,3695,339,372,528
"De 65 y más años (015)",2586,2332,142,57,55
"Hombres (016)",1867,1662,110,47,48
"Mujeres (017)",719,670,32,10,7
,,,,,
"URBANA (018)",60798,42410,6597,5815,5976
"Hombres (019)",39255,26910,4695,3734,3916
"Mujeres (020)",21543,15500,1902,2081,2060
"De 06 a 14 años (021)",1235,1090,104,39,2
"Hombres (022)",790,680,80,29,1
"Mujeres (023)",445,410,24,10,1
"De 15 a 29 años (024)",20783,14643,2726,1952,1462
"Hombres (025)",13269,9274,1867,1246,882
"Mujeres (026)",7514,5369,859,706,580
"De 30 a 44 años (027)",22258,14541,2375,2600,2742
"Hombres (028)",13994,8912,1677,1608,1797
"Mujeres (029)",8264,5629,698,992,945
"De 45 a 64 años (030)",14289,10126,1276,1172,1715
"Hombres (031)",9631,6655,981,807,1188
"Mujeres (032)",4658,3471,295,365,527
"De 65 y más años (033)",2233,2010,116,52,55
"Hombres (034)",1571,1389,90,44,48
"Mujeres (035)",662,621,26,8,7
,,,,,
"RURAL (036)",5931,5059,618,154,100
"Hombres (037)",4653,3967,487,111,88
"Mujeres (038)",1278,1092,131,43,12
"De 06 a 14 años (039)",264,240,22,2,
"Hombres (040)",181,166,13,2,
"Mujeres (041)",83,74,9,,
"De 15 a 29 años (042)",2170,1827,225,69,49
"Hombres (043)",1690,1399,196,52,43
"Mujeres (044)",480,428,29,17,6
"De 30 a 44 años (045)",1831,1539,196,56,40
"Hombres (046)",1449,1222,153,39,35
"Mujeres (047)",382,317,43,17,5
"De 45 a 64 años (048)",1313,1131,149,22,11
"Hombres (049)",1037,907,105,15,10
"Mujeres (050)",276,224,44,7,1
"De 65 y más años (051)",353,322,26,5,
"Hombres (052)",296,273,20,3,
"Mujeres (053)",57,49,6,2,
