"CUADRO Nº 4: POBLACIÓN EN VIVIENDAS PARTICULARES DE 3 Y MÁS AÑOS DE EDAD, POR NIVEL EDUCATIVO ALCANZADO, SEGÚN DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y RELACIÓN DE PARENTESCO CON EL JEFE DEL HOGAR",,,,,,,,,
,,,,,,,,,
"DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO E IDIOMA O LENGUA CON LA QUE APRENDIÓ A HABLAR",TOTAL,"NIVEL EDUCATIVO ALCANZADO",,,,,,,
,,"SIN NIVEL","EDUCACIÓN INICIAL",PRIMARIA,SECUNDARIA,"SUP. NO UNIV. INCOMPLETA","SUP. NO UNIV. COMPLETA","SUP. UNIV. INCOMPLETA","SUP. UNIV. COMPLETA"
,,,,,,,,,
"Provincia CHINCHA (000)",180730,12327,5326,52431,70385,10801,14686,5926,8848
"Jefe o Jefa (001)",48827,1230,22,12559,21487,3054,5265,1522,3688
"Esposa(o)/ compa¤era(o) (002)",32095,968,17,9802,13667,1837,3363,692,1749
"Hijo(a)/ hijastro(a) (003)",73845,7230,4136,22336,26017,4414,4339,2941,2432
"Yerno/ nuera (004)",3833,21,3,272,2126,378,579,161,293
"Nieto(a) (005)",8740,1675,898,3375,2102,289,154,167,80
"Padres/ suegros (006)",2417,457,,1387,407,28,67,16,55
"Otro(a) pariente (007)",8800,658,230,2317,3610,622,664,304,395
"Trabajador(a) del hogar (008)",223,7,2,51,129,11,12,9,2
"Pensionista (009)",191,7,,32,91,7,21,11,22
"Otro(a) no pariente (010)",1759,74,18,300,749,161,222,103,132
"Hombres (012)",88822,5337,2736,23253,37114,5426,7131,3179,4646
"Jefe o Jefa (013)",35538,352,11,7837,16927,2360,3972,1213,2866
"Esposa(o)/ compa¤era(o) (014)",2286,43,2,459,1225,142,225,60,130
"Hijo(a)/ hijastro(a) (015)",38012,3671,2153,11344,13990,2191,2040,1497,1126
"Yerno/ nuera (016)",2041,10,2,117,1124,175,336,87,190
"Nieto(a) (017)",4562,855,442,1776,1140,146,78,89,36
"Padres/ suegros (018)",757,59,,455,171,6,28,10,28
"Otro(a) pariente (019)",4578,307,115,1083,2048,325,347,161,192
"Trabajador(a) del hogar (020)",91,2,1,19,56,4,3,6,
"Pensionista (021)",122,3,,19,67,4,11,6,12
"Otro(a) no pariente (022)",835,35,10,144,366,73,91,50,66
"Mujeres (024)",91908,6990,2590,29178,33271,5375,7555,2747,4202
"Jefe o Jefa (025)",13289,878,11,4722,4560,694,1293,309,822
"Esposa(o)/ compa¤era(o) (026)",29809,925,15,9343,12442,1695,3138,632,1619
"Hijo(a)/ hijastro(a) (027)",35833,3559,1983,10992,12027,2223,2299,1444,1306
"Yerno/ nuera (028)",1792,11,1,155,1002,203,243,74,103
"Nieto(a) (029)",4178,820,456,1599,962,143,76,78,44
"Padres/ suegros (030)",1660,398,,932,236,22,39,6,27
"Otro(a) pariente (031)",4222,351,115,1234,1562,297,317,143,203
"Trabajador(a) del hogar (032)",132,5,1,32,73,7,9,3,2
"Pensionista (033)",69,4,,13,24,3,10,5,10
"Otro(a) no pariente (034)",924,39,8,156,383,88,131,53,66
,,,,,,,,,
"URBANA (036)",160556,10423,4799,44782,62625,9942,13788,5705,8492
"Jefe o Jefa (037)",43161,875,21,10289,19085,2850,5008,1471,3562
"Esposa(o)/ compa¤era(o) (038)",28332,666,15,8112,12234,1727,3226,665,1687
"Hijo(a)/ hijastro(a) (039)",65609,6342,3721,19508,22983,3968,3955,2825,2307
"Yerno/ nuera (040)",3447,18,3,227,1890,348,528,156,277
"Nieto(a) (041)",7842,1499,820,3029,1863,258,135,163,75
"Padres/ suegros (042)",2234,383,,1292,395,26,67,16,55
