"CUADRO Nº 2: VIVIENDAS PARTICULARES, POR ÁREA URBANA Y RURAL, SEGÚN DEPARTAMENTO, PROVINCIA Y TIPO DE VIVIENDA",,,
,,,
"DEPARTAMENTO, PROVINCIA Y TIPO DE VIVIENDA",TOTAL,ÁREA,
,,URBANA,RURAL
,,,
"Provincia GENERAL SANCHEZ CERRO (000)",9830,3733,6097
"Casa independiente (001)",9100,3557,5543
"Departamento en edificio (002)",5,5,
"Vivienda en quinta (003)",6,6,
"Vivienda en casa de vecindad (004)",145,145,
"Choza o cabaña (005)",548,,548
"Vivienda improvisada (006)",10,10,
"Local no dest.para hab. humana (007)",10,6,4
"Otro tipo (008)",6,4,2
