"CUADRO Nº 6: POBLACIÓN DE 18 Y MÁS AÑOS DE EDAD, POR TENENCIA DE DOCUMENTO NACIONAL DE IDENTIDAD (DNI), SEGÚN DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, SEXO Y GRANDES GRUPOS DE EDAD",,,
,,,
"DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, SEXO Y GRANDES GRUPOS DE EDAD",TOTAL,"TENENCIA DE DOCUMENTO NACIONAL DE IDENTIDAD (DNI)",
,,"TIENE DOCUMENTO NACIONAL DE IDENTIDAD (DNI)","NO TIENE DOCUMENTO NACIONAL DE IDENTIDAD (DNI)"
,,,
"Provincia CHINCHA (000)",124414,122457,1957
"Hombres (001)",60333,59465,868
"Mujeres (002)",64081,62992,1089
"De 18 a 29 años (003)",41962,40774,1188
"Hombres (004)",20810,20191,619
"Mujeres (005)",21152,20583,569
"De 30 a 44 años (006)",39978,39711,267
"Hombres (007)",19162,19039,123
"Mujeres (008)",20816,20672,144
"De 45 a 64 años (009)",29842,29670,172
"Hombres (010)",14215,14143,72
"Mujeres (011)",15627,15527,100
"De 65 y más años (012)",12632,12302,330
"Hombres (013)",6146,6092,54
"Mujeres (014)",6486,6210,276
,,,
"URBANA (015)",110562,108828,1734
"Hombres (016)",53396,52620,776
"Mujeres (017)",57166,56208,958
"De 18 a 29 años (018)",37325,36248,1077
"Hombres (019)",18528,17967,561
"Mujeres (020)",18797,18281,516
"De 30 a 44 años (021)",35788,35558,230
"Hombres (022)",17054,16944,110
"Mujeres (023)",18734,18614,120
"De 45 a 64 años (024)",26439,26288,151
"Hombres (025)",12507,12445,62
"Mujeres (026)",13932,13843,89
"De 65 y más años (027)",11010,10734,276
"Hombres (028)",5307,5264,43
"Mujeres (029)",5703,5470,233
,,,
"RURAL (030)",13852,13629,223
"Hombres (031)",6937,6845,92
"Mujeres (032)",6915,6784,131
"De 18 a 29 años (033)",4637,4526,111
"Hombres (034)",2282,2224,58
"Mujeres (035)",2355,2302,53
"De 30 a 44 años (036)",4190,4153,37
"Hombres (037)",2108,2095,13
"Mujeres (038)",2082,2058,24
"De 45 a 64 años (039)",3403,3382,21
"Hombres (040)",1708,1698,10
"Mujeres (041)",1695,1684,11
"De 65 y más años (042)",1622,1568,54
"Hombres (043)",839,828,11
"Mujeres (044)",783,740,43
