"CUADRO Nº 9: POBLACIÓN DE 3 A 24 AÑOS DE EDAD, POR CONDICIÓN DE ALFABETISMO, SEGÚN DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, SEXO Y GRUPOS DE EDAD NORMATIVA DE ESTUDIOS",,,
,,,
"DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, SEXO Y EDAD NORMATIVA DE ESTUDIOS",TOTAL,"CONDICIÓN DE ALFABETISMO",
,,"SABE LEER Y ESCRIBIR","NO SABE LEER NI ESCRIBIR"
,,,
"Provincia ANTABAMBA (000)",5205,4157,1048
"De 3 a 5 años (001)",867,70,797
"De 6 a 11 años (002)",1777,1593,184
"De 12 a 16 años (003)",1414,1400,14
"De 17 a 24 años (004)",1147,1094,53
"Hombres (005)",2716,2183,533
"De 3 a 5 años (006)",461,35,426
"De 6 a 11 años (007)",906,815,91
"De 12 a 16 años (008)",767,759,8
"De 17 a 24 años (009)",582,574,8
"Mujeres (010)",2489,1974,515
"De 3 a 5 años (011)",406,35,371
"De 6 a 11 años (012)",871,778,93
"De 12 a 16 años (013)",647,641,6
"De 17 a 24 años (014)",565,520,45
,,,
"URBANA (015)",3853,3172,681
"De 3 a 5 años (016)",584,53,531
"De 6 a 11 años (017)",1314,1192,122
"De 12 a 16 años (018)",1141,1133,8
"De 17 a 24 años (019)",814,794,20
"Hombres (020)",2022,1650,372
"De 3 a 5 años (021)",328,27,301
"De 6 a 11 años (022)",659,596,63
"De 12 a 16 años (023)",614,609,5
"De 17 a 24 años (024)",421,418,3
"Mujeres (025)",1831,1522,309
"De 3 a 5 años (026)",256,26,230
"De 6 a 11 años (027)",655,596,59
"De 12 a 16 años (028)",527,524,3
"De 17 a 24 años (029)",393,376,17
,,,
"RURAL (030)",1352,985,367
"De 3 a 5 años (031)",283,17,266
"De 6 a 11 años (032)",463,401,62
"De 12 a 16 años (033)",273,267,6
"De 17 a 24 años (034)",333,300,33
"Hombres (035)",694,533,161
"De 3 a 5 años (036)",133,8,125
"De 6 a 11 años (037)",247,219,28
"De 12 a 16 años (038)",153,150,3
"De 17 a 24 años (039)",161,156,5
"Mujeres (040)",658,452,206
"De 3 a 5 años (041)",150,9,141
"De 6 a 11 años (042)",216,182,34
"De 12 a 16 años (043)",120,117,3
"De 17 a 24 años (044)",172,144,28
