"CUADRO Nº 2: POBLACIÓN DE 3 Y MÁS AÑOS DE EDAD, POR NIVEL EDUCATIVO ALCANZADO, SEGÚN DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, SEXO E IDIOMA O LENGUA CON LA QUE APRENDIÓ A HABLAR",,,,,,,,,
,,,,,,,,,
"DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, SEXO E IDIOMA O LENGUA CON LA QUE APRENDIÓ A HABLAR",TOTAL,"NIVEL EDUCATIVO ALCANZADO",,,,,,,
,,"SIN NIVEL","EDUCACIÓN INICIAL",PRIMARIA,SECUNDARIA,"SUP. NO UNIV. INCOMPLETA","SUP. NO UNIV. COMPLETA","SUP. UNIV. INCOMPLETA","SUP. UNIV. COMPLETA"
,,,,,,,,,
"Provincia BOLOGNESI (000)",28998,4089,1130,11166,8095,1105,1373,652,1388
"Quechua (001)",4473,1294,77,2089,699,73,101,46,94
"Aymara (002)",19,4,1,5,6,1,1,,1
"Ashaninca (003)",6,1,,4,1,,,,
"Otra lengua nativa (004)",87,4,6,33,37,1,,1,5
"Castellano (005)",24374,2763,1045,9031,7348,1029,1271,605,1282
"Idioma extranjero (006)",10,,,1,2,1,,,6
"Es sordomudo/a (007)",29,23,1,3,2,,,,
"Hombres (009)",15113,1406,544,5540,4884,626,812,401,900
"Quechua (010)",2079,262,37,1051,488,56,77,35,73
"Aymara (011)",9,,,2,6,,1,,
"Ashaninca (012)",3,1,,1,1,,,,
"Otra lengua nativa (013)",52,2,2,14,30,,,1,3
"Castellano (014)",12947,1128,504,4469,4357,569,734,365,821
"Idioma extranjero (015)",6,,,1,1,1,,,3
"Es sordomudo/a (016)",17,13,1,2,1,,,,
"Mujeres (018)",13885,2683,586,5626,3211,479,561,251,488
"Quechua (019)",2394,1032,40,1038,211,17,24,11,21
"Aymara (020)",10,4,1,3,,1,,,1
"Ashaninca (021)",3,,,3,,,,,
"Otra lengua nativa (022)",35,2,4,19,7,1,,,2
"Castellano (023)",11427,1635,541,4562,2991,460,537,240,461
"Idioma extranjero (024)",4,,,,1,,,,3
"Es sordomudo/a (025)",12,10,,1,1,,,,
,,,,,,,,,
"URBANA (027)",18349,2150,709,6625,5423,846,1028,497,1071
"Quechua (028)",1935,496,16,882,348,45,58,24,66
"Aymara (029)",12,3,,3,3,1,1,,1
"Ashaninca (030)",4,,,3,1,,,,
"Otra lengua nativa (031)",86,4,6,33,36,1,,1,5
"Castellano (032)",16289,1634,686,5702,5032,798,969,472,996
"Idioma extranjero (033)",7,,,1,2,1,,,3
"Es sordomudo/a (034)",16,13,1,1,1,,,,
"Hombres (036)",9300,717,343,3173,3155,440,536,290,646
"Quechua (037)",839,48,10,417,228,33,39,17,47
"Aymara (038)",5,,,1,3,,1,,
"Ashaninca (039)",2,,,1,1,,,,
"Otra lengua nativa (040)",51,2,2,14,29,,,1,3
"Castellano (041)",8389,658,330,2738,2893,406,496,272,596
"Idioma extranjero (042)",3,,,1,1,1,,,
"Es sordomudo/a (043)",11,9,1,1,,,,,
"Mujeres (045)",9049,1433,366,3452,2268,406,492,207,425
"Quechua (046)",1096,448,6,465,120,12,19,7,19
"Aymara (047)",7,3,,2,,1,,,1
"Ashaninca (048)",2,,,2,,,,,
"Otra lengua nativa (049)",35,2,4,19,7,1,,,2
"Castellano (050)",7900,976,356,2964,2139,392,473,200,400
"Idioma extranjero (051)",4,,,,1,,,,3
"Es sordomudo/a (052)",5,4,,,1,,,,
,,,,,,,,,
"RURAL (054)",10649,1939,421,4541,2672,259,345,155,317
"Quechua (055)",2538,798,61,1207,351,28,43,22,28
"Aymara (056)",7,1,1,2,3,,,,
"Ashaninca (057)",2,1,,1,,,,,
"Otra lengua nativa (058)",1,,,,1,,,,
"Castellano (059)",8085,1129,359,3329,2316,231,302,133,286
"Idioma extranjero (060)",3,,,,,,,,3
"Es sordomudo/a (061)",13,10,,2,1,,,,
"Hombres (063)",5813,689,201,2367,1729,186,276,111,254
"Quechua (064)",1240,214,27,634,260,23,38,18,26
"Aymara (065)",4,,,1,3,,,,
"Ashaninca (066)",1,1,,,,,,,
"Otra lengua nativa (067)",1,,,,1,,,,
"Castellano (068)",4558,470,174,1731,1464,163,238,93,225
"Idioma extranjero (069)",3,,,,,,,,3
"Es sordomudo/a (070)",6,4,,1,1,,,,
"Mujeres (072)",4836,1250,220,2174,943,73,69,44,63
"Quechua (073)",1298,584,34,573,91,5,5,4,2
"Aymara (074)",3,1,1,1,,,,,
"Ashaninca (075)",1,,,1,,,,,
"Castellano (077)",3527,659,185,1598,852,68,64,40,61
"Es sordomudo/a (079)",7,6,,1,,,,,
