"CUADRO Nº 39: POBLACIÓN ECONÓMICAMENTE INACTIVA DE 6 Y MÁS AÑOS , POR ACTIVIDAD NO LABORAL, SEGÚN DEPARTAMENTO, PROVINCIA Y DISTRITO, ÁREA URBANA Y RURAL, SEXO Y GRANDES GRUPOS DE EDAD",,,,,,,,,,
,,,,,,,,,,
"DEPARTAMENTO Y PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y GRANDES GRUPOS DE EDAD",TOTAL,"ACTIVIDAD NO LABORAL",,,,,,,,
,,"ESTUDIANDO Y NO TRABAJO","VIVIENDO DE SU PENSIÓN Y JUBILACIÓN","VIVIENDO DE SUS RENTAS","AL CUIDADO DE SU HOGAR","POR SU EDAD","DE VIAJE",DISCAPACITADO,"SERVICIO MILITAR",OTRA
,,,,,,,,,,
"Provincia MAYNAS (000)",240562,125923,4225,2417,95791,3998,102,207,1278,6621
"Hombres (001)",95188,63908,2569,1143,20653,1850,57,119,1248,3641
"Mujeres (002)",145374,62015,1656,1274,75138,2148,45,88,30,2980
"De 06 a 14 años (003)",94375,86736,,,4039,1816,2,42,,1740
"Hombres (004)",47501,44019,,,1711,924,2,22,,823
"Mujeres (005)",46874,42717,,,2328,892,,20,,917
"De 15 a 29 años (006)",81075,37651,126,795,38766,,36,60,1267,2374
"Hombres (007)",30355,19271,47,335,8038,,18,33,1238,1375
"Mujeres (008)",50720,18380,79,460,30728,,18,27,29,999
"De 30 a 44 años (009)",28493,1126,197,554,25505,,29,25,11,1046
"Hombres (010)",5688,428,81,240,4260,,20,17,10,632
"Mujeres (011)",22805,698,116,314,21245,,9,8,1,414
"De 45 a 64 años (012)",22668,357,1688,624,19137,23,24,27,,788
"Hombres (013)",6278,164,1001,326,4261,16,12,17,,481
"Mujeres (014)",16390,193,687,298,14876,7,12,10,,307
"De 65 y más años (015)",13951,53,2214,444,8344,2159,11,53,,673
"Hombres (016)",5366,26,1440,242,2383,910,5,30,,330
"Mujeres (017)",8585,27,774,202,5961,1249,6,23,,343
,,,,,,,,,,
"AREA URBANA (018)",194343,100494,4131,2172,77360,3319,90,159,861,5757
"Hombres (019)",76573,50378,2491,1011,17029,1507,51,97,836,3173
"Mujeres (020)",117770,50116,1640,1161,60331,1812,39,62,25,2584
"De 06 a 14 años (021)",71463,65754,,,3185,1293,2,28,,1201
"Hombres (022)",35832,33193,,,1378,666,2,17,,576
"Mujeres (023)",35631,32561,,,1807,627,,11,,625
"De 15 a 29 años (024)",68230,33342,122,691,30929,,31,46,853,2216
"Hombres (025)",25737,16621,45,284,6642,,16,28,829,1272
"Mujeres (026)",42493,16721,77,407,24287,,15,18,24,944
"De 30 a 44 años (027)",23400,1033,190,488,20642,,26,19,8,994
"Hombres (028)",4784,384,76,208,3484,,18,13,7,594
"Mujeres (029)",18616,649,114,280,17158,,8,6,1,400
"De 45 a 64 años (030)",19049,324,1662,573,15686,18,22,24,,740
"Hombres (031)",5456,157,980,295,3543,12,10,15,,444
"Mujeres (032)",13593,167,682,278,12143,6,12,9,,296
"De 65 y más años (033)",12201,41,2157,420,6918,2008,9,42,,606
"Hombres (034)",4764,23,1390,224,1982,829,5,24,,287
"Mujeres (035)",7437,18,767,196,4936,1179,4,18,,319
,,,,,,,,,,
"AREA RURAL (036)",46219,25429,94,245,18431,679,12,48,417,864
"Hombres (037)",18615,13530,78,132,3624,343,6,22,412,468
"Mujeres (038)",27604,11899,16,113,14807,336,6,26,5,396
"De 06 a 14 años (039)",22912,20982,,,854,523,,14,,539
"Hombres (040)",11669,10826,,,333,258,,5,,247
"Mujeres (041)",11243,10156,,,521,265,,9,,292
"De 15 a 29 años (042)",12845,4309,4,104,7837,,5,14,414,158
"Hombres (043)",4618,2650,2,51,1396,,2,5,409,103
"Mujeres (044)",8227,1659,2,53,6441,,3,9,5,55
"De 30 a 44 años (045)",5093,93,7,66,4863,,3,6,3,52
"Hombres (046)",904,44,5,32,776,,2,4,3,38
"Mujeres (047)",4189,49,2,34,4087,,1,2,,14
"De 45 a 64 años (048)",3619,33,26,51,3451,5,2,3,,48
"Hombres (049)",822,7,21,31,718,4,2,2,,37
"Mujeres (050)",2797,26,5,20,2733,1,,1,,11
"De 65 y más años (051)",1750,12,57,24,1426,151,2,11,,67
"Hombres (052)",602,3,50,18,401,81,,6,,43
"Mujeres (053)",1148,9,7,6,1025,70,2,5,,24
