"CUADRO Nº 38: POBLACIÓN DESOCUPADA DE 14 Y MÁS AÑOS DE EDAD, POR TIPO DE DESEMPLEO, SEGÚN DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, GRUPOS DE EDAD Y NIVEL EDUCATIVO ALCANZADO",,,
,,,
"DEPARTAMENTO Y PROVINCIA, ÁREA URBANA Y RURAL, GRUPOS DE EDAD Y NIVEL EDUCATIVO ALCANZADO",TOTAL,"TIPO DE DESEMPLEO",
,,ASPIRANTE,CESANTE
,,,
"Provincia CHUCUITO (000)",4183,1604,2579
"Sin nivel (001)",216,32,184
"Educación inicial (002)",4,2,2
"Primaria (003)",938,270,668
"Secundaria (004)",2377,1034,1343
"Superior no univ. incompleta (005)",160,55,105
"Superior no univ. completa (006)",252,119,133
"Superior univ. incompleta (007)",52,22,30
"Superior univ. completa (008)",184,70,114
"De 14 a 29 años (010)",2310,1213,1097
"Sin nivel (011)",46,15,31
"Educación inicial (012)",4,2,2
"Primaria (013)",328,179,149
"Secundaria (014)",1580,839,741
"Superior no univ. incompleta (015)",98,44,54
"Superior no univ. completa (016)",154,84,70
"Superior univ. incompleta (017)",27,16,11
"Superior univ. completa (018)",73,34,39
"De 30 a 44 años (020)",1201,342,859
"Sin nivel (021)",71,9,62
"Primaria (023)",284,68,216
"Secundaria (024)",609,180,429
"Superior no univ. incompleta (025)",49,11,38
"Superior no univ. completa (026)",80,34,46
"Superior univ. incompleta (027)",18,6,12
"Superior univ. completa (028)",90,34,56
"De 45 a 64 años (030)",535,49,486
"Sin nivel (031)",64,8,56
"Primaria (033)",249,23,226
"Secundaria (034)",169,15,154
"Superior no univ. incompleta (035)",13,,13
"Superior no univ. completa (036)",15,1,14
"Superior univ. incompleta (037)",6,,6
"Superior univ. completa (038)",19,2,17
"De 65 y más años (040)",137,,137
"Sin nivel (041)",35,,35
"Primaria (043)",77,,77
"Secundaria (044)",19,,19
"Superior no univ. completa (046)",3,,3
"Superior univ. incompleta (047)",1,,1
"Superior univ. completa (048)",2,,2
,,,
"AREA URBANA (050)",1867,570,1297
"Sin nivel (051)",157,15,142
"Educación inicial (052)",3,2,1
"Primaria (053)",404,86,318
"Secundaria (054)",978,349,629
"Superior no univ. incompleta (055)",89,26,63
"Superior no univ. completa (056)",108,41,67
"Superior univ. incompleta (057)",31,13,18
"Superior univ. completa (058)",97,38,59
"De 14 a 29 años (060)",980,431,549
"Sin nivel (061)",34,6,28
"Educación inicial (062)",3,2,1
"Primaria (063)",141,58,83
"Secundaria (064)",626,281,345
"Superior no univ. incompleta (065)",53,24,29
"Superior no univ. completa (066)",64,29,35
"Superior univ. incompleta (067)",17,10,7
"Superior univ. completa (068)",42,21,21
"De 30 a 44 años (070)",584,123,461
"Sin nivel (071)",63,6,57
"Primaria (073)",146,23,123
"Secundaria (074)",258,60,198
"Superior no univ. incompleta (075)",27,2,25
"Superior no univ. completa (076)",37,12,25
"Superior univ. incompleta (077)",10,3,7
"Superior univ. completa (078)",43,17,26
"De 45 a 64 años (080)",247,16,231
"Sin nivel (081)",41,3,38
"Primaria (083)",92,5,87
"Secundaria (084)",85,8,77
"Superior no univ. incompleta (085)",9,,9
"Superior no univ. completa (086)",7,,7
"Superior univ. incompleta (087)",3,,3
"Superior univ. completa (088)",10,,10
"De 65 y más años (090)",56,,56
"Sin nivel (091)",19,,19
"Primaria (093)",25,,25
"Secundaria (094)",9,,9
"Superior univ. incompleta (097)",1,,1
"Superior univ. completa (098)",2,,2
,,,
"AREA RURAL (100)",2316,1034,1282
"Sin nivel (101)",59,17,42
"Educación inicial (102)",1,,1
"Primaria (103)",534,184,350
"Secundaria (104)",1399,685,714
"Superior no univ. incompleta (105)",71,29,42
"Superior no univ. completa (106)",144,78,66
"Superior univ. incompleta (107)",21,9,12
"Superior univ. completa (108)",87,32,55
"De 14 a 29 años (110)",1330,782,548
"Sin nivel (111)",12,9,3
"Educación inicial (112)",1,,1
"Primaria (113)",187,121,66
"Secundaria (114)",954,558,396
"Superior no univ. incompleta (115)",45,20,25
"Superior no univ. completa (116)",90,55,35
"Superior univ. incompleta (117)",10,6,4
"Superior univ. completa (118)",31,13,18
"De 30 a 44 años (120)",617,219,398
"Sin nivel (121)",8,3,5
"Primaria (123)",138,45,93
"Secundaria (124)",351,120,231
"Superior no univ. incompleta (125)",22,9,13
"Superior no univ. completa (126)",43,22,21
"Superior univ. incompleta (127)",8,3,5
"Superior univ. completa (128)",47,17,30
"De 45 a 64 años (130)",288,33,255
"Sin nivel (131)",23,5,18
"Primaria (133)",157,18,139
"Secundaria (134)",84,7,77
"Superior no univ. incompleta (135)",4,,4
"Superior no univ. completa (136)",8,1,7
"Superior univ. incompleta (137)",3,,3
"Superior univ. completa (138)",9,2,7
"De 65 y más años (140)",81,,81
"Sin nivel (141)",16,,16
"Primaria (143)",52,,52
"Secundaria (144)",10,,10
"Superior no univ. completa (146)",3,,3
